ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΦΩΤΕΙΝΗ του Αθανασίου,ΒΑΔΙΚΟΛΙΟΥ ΦΩΤΕΙΝΗ του Θεοδώρου,ΒΕΡΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΔΡΟΥΜΠΛΗ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΚΑΡΑΜΑΝΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αχιλλέα,ΛΕΟΝΤΑΡΙΔΗΣ ΘΕΟΦΙΛΟΣ του Χρήστου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Γεωργίου,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΒΡΑΜΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Αντωνίου,ΒΕΛΛΙΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Φιντία,ΖΑΡΑΚΗ ΕΥΘΑΛΙΑ (ΝΑΤΑΛΙ) του Παντελή,ΚΑΡΠΟΥΧΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΛΥΜΠΟΥΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Αριστείδη,ΣΑΒΒΙΔΟΥ ΙΟΡΔΑΝΑ του Αναστασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΚΙΟΥΡΑ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΚΑΛΠΑΤΣΙΝΙΔΟΥ ΕΥΔΟΞΙΑ (ΕΥΗ) του Απόστολου,ΚΑΡΙΠΟΓΛΟΥ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΠΑΖΟΓΛΟΥ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΣΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννου,ΤΖΕΛΕΠΗΣ ΜΙΧΑΗΛ του Γεωργίου,Κ.Κ.Ε.,ΒΕΛΙΩΤΗΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΔΙΜΗΖΑΣ ΠΕΤΡΟΣ του Ηλία,ΣΑΡΑΝΤΙΔΟΥ ΕΡΜΟΦΥΛΗ (ΦΙΛΙΩ) του Χαράλαμπου,ΣΙΔΕΡΗ ΜΕΤΑΞΙΑ (ΞΕΝΙΑ) του Γεωργίου,ΤΟΥΣΚΑ ΕΛΕΝΗ του Μιχαήλ,ΦΑΡΜΑΚΗΣ ΠΑΥΛΟΣ του Δημητρίου,ΧΟΥΒΑΡΔΑΣ ΙΩΑΝΝΗΣ του Κυριάκου,Ελληνική Λύση - Κ. Βελόπουλος,ΙΑΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παρασκευά,ΜΠΑΔΕΚΑΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΜΠΟΥΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Συμεών,ΣΟΥΛΑΣ ΠΕΤΡΟΣ του Ιωάννη,ΣΤΡΕΙΔΟΥ ΠΑΣΧΑΛΙΑ του Αργυρίου,ΧΟΥΡΟΥΖΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΕΝΙΟΥ ΦΩΤΕΙΝΗ του Αθανασίου,ΘΕΟΔΩΡΙΔΟΥ ΑΛΕΞΙΑ του Παντελή,ΚΟΤΡΩΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΜΠΟΥΝΤΟΥΡΙΔΗΣ ΘΩΜΑΣ του Δημοσθένη,ΠΑΠΑΪΩΑΝΝΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΠΙΣΚΙΟΥΛΗΣ ΜΙΧΑΗΛ του Αλέξανδρου,ΦΛΩΡΟΥ ΣΟΦΙΑ του Αριστείδη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΘΑΝΑΣΙΑΔΗΣ ΕΥΑΓΓΕΛΟΣ του Αναστάσιου,ΠΑΤΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΠΕΤΡΑΚΙΔΟΥ ΦΩΤΕΙΝΗ του Ευστρατίου,Κ.Κ.Ε. (μ-λ),ΖΑΧΑΡΙΚΟΥ ΔΗΜΗΤΡΑ του Ζαχαρία,ΜΠΑΪΡΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΥΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΜΗΝΑΚΑΚΗ ΝΕΦΕΛΗ του Βασιλείου,ΣΤΑΝΙΤΣΑΣ ΑΝΕΣΤΗΣ του Γεωργίου,Κίνημα 21,ΣΜΥΡΝΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΛΗΜΝΑΙΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΒΙΔΟΠΟΥΛΟΥ ΦΑΝΗ του Κωνσταντίνου,ΚΟΥΦΟΚΩΤΣΙΟΣ ΜΑΛΑΜΑΣ του Δημητρίου,ΚΩΣΤΟΠΟΥΛΟΣ ΑΡΧΟΝΤΗΣ του Αλεξάνδρου,ΝΙΚΟΛΟΥΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Γεωργίου,ΝΙΚΗ,ΒΑΡΩΣΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΔΑΝΔΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΜΑΛΑΜΟΓΛΟΥ ΕΥΔΟΚΙΑ του Ιωάννη,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΣΙΤΖΙΡΑ-ΜΠΟΛΛΑ ΚΛΕΟΝΙΚΗ του Εμμανουήλ,κοινωνία αξιών,ΦΕΝΕΚΟΥ ΜΑΛΒΙΝΑ-ΑΓΓΕΛΙΚΗ του Στυλιανού,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΙΑΜΑΝΤΑΚΟΥ ΘΕΟΔΩΡΑ - ΜΑΡΙΑ του Γεώργιου,ΔΟΦΑΛΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Σίμων,ΖΥΜΒΡΑΓΑΚΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΣΙΡΟΥ ΔΗΜΗΤΡΑ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΚΑΦΟΥΡΟΥ ΜΑΡΙΑ του Εμμανουήλ,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΑΛΜΑΣΙΔΗΣ ΛΕΩΝΙΔΑΣ του Σπυρίδων,ΓΕΩΡΓΙΑΔΗΣ ΗΛΙΑΣ του Γεωργίου,ΕΦΡΑΙΜΙΔΟΥ ΕΥΘΥΜΙΑ του Χρήστου,ΚΑΡΑΠΑΛΙΣΗ ΕΥΑΓΓΕΛΙΑ του Θεοδώρου,ΤΖΙΝΤΖΙΟΣ ΣΤΕΡΓΙΟΣ του Ευαγγέλου,Ένωση Κεντρώων,ΒΡΟΤΣΟΥ ΜΑΡΙΕΤΤΑ του Δημητρίου,ΕΚΟΥΤΣΙΔΗΣ ΜΑΡΙΟΣ του Αβραάμ,ΛΕΒΕΝΤΗ ΕΛΕΝΗ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΥΤΖΙΑΒΑΣΙΛΗ ΚΑΤΕΡΙΝΑ του Ζαχαρία,ΠΑΛΙΑΤΣΙΟΣ ΔΗΜΗΤΡΙΟΣ του Στέργιος,ΦΩΤΙΑΔΗΣ ΣΑΒΒΑΣ του Ιωάννη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΜΑΞΟΠΟΥΛΟΣ ΗΛΙΑΣ του Στεφάνου,ΓΙΩΣΑΣ ΑΠΟΣΤΟΛΟΣ του Αθανασίου,ΕΛΑΙΑΣ ΑΝΔΡΕΑΣ του Γρηγορίου,ΤΟΡΛΑΚΙΔΟΥ ΣΟΦΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΑΜΒΑΚΑΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΡΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ ΜΑΡΙΑ του Ευάγγελου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΚΩΝΗΣ ΠΕΤΡΟΣ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΣΟΦΙΑΝΟΥ ΦΑΝΟΥΛΑ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΣΛΑΝΙΔΟΥ ΧΡΥΣΟΥΛΑ του Ιωάννη,ΔΗΜΗΤΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Κίμωνα,ΚΑΡΡΑΣ ΔΗΜΗΤΡΙΟΣ του Δαμιανού,ΝΙΚΟΛΑΪΔΗΣ ΣΤΑΥΡΟΣ του Γρηγορίου,Οικολόγοι Πράσινοι,ΚΟΥΤΣΗ ΑΙΚΑΤΕΡΙΝΗ του Βασίλ,ΕΑΝ...,ΓΕΩΡΓΙΑΔΗ ΣΑΒΒΑΣ του Θωμά,ΘΕΟΔΟΣΙΟΥ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΜΙΧΑΗΛ του Βασιλείου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΑΒΒΙΔΗΣ ΣΑΒΒΑΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΕΥΑΓΓΕΛΙΔΟΥ ΚΑΛΛΙΟΠΗ του Ιωάννη
8 - Σερρών,286 E.T. Δήμου Σερρών,537,282,5,0,5,277,121,31,3,19,3,68,17,71,40,0,31,8,6,7,5,6,24,2,5,12,3,2,13,7,19,10,1,4,5,0,10,3,21,8,7,15,2,0,1,1,5,2,2,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,0,1,0,0,8,4,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,0,0,0,3,0,0,0,6,1,3,1,1,0,0,0,1,1,2,1,0,1,2,1,0,0,0,2,2,0,0,0,0,1,1,11,11
8 - Σερρών,287 E.T. Δήμου Σερρών,539,344,10,1,11,333,148,38,7,24,2,61,19,83,49,0,14,6,3,20,4,7,30,3,2,9,0,2,9,9,16,7,3,2,4,1,4,3,15,3,3,4,3,5,0,0,14,3,1,5,0,1,1,1,3,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,4,1,0,0,1,1,26,14,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,1,1,1,0,5,2,2,5,1,0,1,0,0,4,4,0,0,0,0,1,1,8,6
8 - Σερρών,288 E.T. Δήμου Σερρών,533,295,3,2,5,290,169,32,11,14,5,59,16,115,31,0,8,3,5,16,1,4,20,3,3,5,3,2,10,5,7,4,2,1,1,1,2,3,15,4,3,7,3,3,3,1,10,2,1,3,0,1,1,4,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,18,10,4,6,0,6,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,9,9
8 - Σερρών,289 E.T. Δήμου Σερρών,534,341,8,2,10,331,145,40,9,14,4,63,20,78,54,0,13,5,2,21,3,4,26,2,4,12,1,1,12,7,28,11,8,7,1,1,5,5,15,4,5,11,0,1,1,0,4,1,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,0,1,0,1,0,29,20,15,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,1,0,0,0,0,1,1,6,2,2,4,1,1,1,0,0,1,0,2,1,2,0,0,0,8,7
8 - Σερρών,290 E.T. Δήμου Σερρών,537,323,9,0,9,314,153,38,6,20,3,53,15,98,50,0,13,5,1,23,1,6,29,3,2,11,2,3,10,10,23,11,1,5,1,3,2,5,8,1,2,6,1,0,1,0,6,2,1,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,2,0,0,2,1,1,1,0,1,17,6,9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,2,1,0,0,1,1,1,1,1,0,0,1,2,2,2,0,0,3,2,0,0,0,0,0,0,6,4
8 - Σερρών,291 E.T. Δήμου Σερρών,507,304,11,0,11,293,144,40,12,17,2,74,14,67,44,0,10,6,2,17,1,6,23,3,3,8,3,2,8,7,17,4,4,2,5,0,7,1,10,4,1,6,0,0,0,2,10,0,0,2,3,1,5,1,2,2,0,0,0,0,0,0,0,0,1,1,0,1,3,2,3,1,3,0,1,0,1,0,12,7,6,3,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,4,0,3,0,0,0,0,0,1,1,3,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,7,5
8 - Σερρών,292 E.T. Δήμου Σερρών,538,327,3,2,5,322,150,29,5,10,8,78,19,85,60,0,19,4,6,31,1,5,22,3,3,8,0,4,8,6,12,5,4,0,2,1,5,1,13,1,3,6,0,0,1,3,7,0,2,2,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,1,0,1,1,18,11,9,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,1,0,1,1,0,1,1,4,0,3,1,0,0,0,0,1,1,9,2,1,5,3,1,1,0,0,1,1,0,0,0,0,1,1,10,9
8 - Σερρών,293 E.T. Δήμου Σερρών,520,303,5,0,5,298,131,32,8,10,3,64,7,58,47,0,10,8,2,8,1,7,29,0,1,12,3,9,12,3,13,3,3,2,2,0,2,4,16,4,6,10,1,0,1,1,5,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,3,1,0,2,0,1,20,14,5,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,2,0,4,0,3,1,0,0,0,0,0,2,2,4,3,2,1,2,2,11,7
8 - Σερρών,294 E.T. Δήμου Σερρών,538,330,9,2,11,319,125,27,2,11,3,55,25,67,58,0,17,6,2,24,4,4,33,3,5,11,1,3,8,10,29,14,1,6,5,2,5,8,19,4,5,11,0,0,4,3,7,2,3,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,1,1,13,7,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,5,1,1,3,3,2,0,0,2,2,1,1,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,12,5
8 - Σερρών,295 E.T. Δήμου Σερρών,513,311,10,5,15,296,143,45,7,17,4,60,16,78,42,0,14,4,1,13,1,3,34,4,4,13,3,4,11,7,16,6,2,1,2,2,9,2,12,3,4,8,3,1,0,2,5,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,5,2,0,0,5,1,2,0,1,0,8,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,0,4,0,1,1,1,0,0,0,0,4,4,0,0,0,0,1,1,10,4
8 - Σερρών,296 E.T. Δήμου Σερρών,259,151,4,0,4,147,74,30,2,8,2,23,20,50,11,0,2,3,0,5,0,1,34,2,2,15,8,3,9,23,3,1,0,1,0,0,1,0,9,3,3,7,0,0,2,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,2,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8 - Σερρών,297 E.T. Δήμου Σερρών,506,327,3,2,5,322,163,62,4,10,3,98,9,95,35,0,13,3,2,13,1,9,48,2,1,29,4,15,5,7,11,2,3,0,2,0,3,0,20,1,1,11,1,3,1,4,4,1,0,0,0,0,0,0,2,2,0,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,6,1,1,1,1,0,14,6,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,0,0,0,0,2,0,2,0,0,0,0,0,6,4
8 - Σερρών,298 E.T. Δήμου Σερρών,524,248,6,2,8,240,87,27,1,10,2,33,5,41,54,0,9,6,4,26,1,4,15,2,2,4,2,2,3,3,16,8,0,2,2,0,3,3,20,4,1,9,6,0,1,1,4,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,2,0,0,1,1,0,0,0,1,13,9,2,9,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,1,1,0,4,2,1,2,0,0,0,0,0,3,1,1,0,0,0,2,1,7,5
8 - Σερρών,299 E.T. Δήμου Σερρών,549,282,3,0,3,279,99,31,6,11,2,43,12,58,64,0,18,3,8,26,2,3,18,1,1,6,1,4,4,13,14,3,3,2,3,1,5,2,27,3,4,17,4,1,1,3,2,0,0,1,0,0,1,0,2,0,2,2,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,1,0,1,16,8,3,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,8,4,1,4,3,2,1,0,2,0,0,3,1,1,2,2,0,10,9
8 - Σερρών,300 E.T. Δήμου Σερρών,516,282,6,1,7,275,99,25,5,7,5,54,7,49,56,0,10,6,4,32,0,3,27,6,3,8,4,0,3,13,14,9,2,2,1,1,0,3,27,0,1,22,2,2,2,1,6,2,2,2,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,16,10,4,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,2,1,1,0,1,1,1,0,10,0,3,5,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,6,5
8 - Σερρών,301 E.T. Δήμου Σερρών,514,298,8,3,11,287,118,39,6,4,2,44,18,62,52,0,19,3,2,25,1,6,30,2,2,9,7,6,4,6,17,8,1,9,5,3,1,0,26,5,2,20,0,3,1,3,2,0,1,0,0,0,1,0,3,2,1,1,2,0,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,16,11,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,2,2,4,2,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,5,3
8 - Σερρών,302 E.T. Δήμου Σερρών,529,283,5,1,6,277,117,46,8,6,4,49,8,60,51,0,13,6,2,21,2,5,24,1,3,10,3,1,5,6,16,6,2,2,5,5,2,1,16,3,2,5,1,1,2,2,6,2,1,2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1,3,0,0,2,0,1,12,6,6,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,10,8
8 - Σερρών,303 E.T. Δήμου Σερρών,525,293,7,0,7,286,104,33,7,12,3,56,3,56,64,0,21,9,5,23,2,1,28,1,1,9,2,6,3,5,15,6,1,4,1,0,6,1,26,5,7,15,2,0,4,2,9,3,3,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,2,1,3,0,0,2,1,0,8,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,1,1,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,4,4,1,1,1,0,0,0,10,7
8 - Σερρών,304 E.T. Δήμου Σερρών,519,287,4,1,5,282,124,31,6,5,9,61,16,67,44,0,10,7,1,24,0,3,20,1,1,16,4,3,2,3,18,3,2,5,1,5,3,4,16,6,3,9,3,1,1,0,8,2,2,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,16,7,4,4,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,5,1,3,0,0,1,0,0,2,1,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,11,9
8 - Σερρών,305 E.T. Δήμου Σερρών,530,303,7,3,10,293,134,46,4,10,3,51,17,59,50,0,12,9,4,18,1,4,23,3,2,9,4,4,6,4,14,7,2,1,2,1,3,3,18,1,3,14,0,0,2,0,9,2,2,3,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,2,1,4,0,1,0,0,1,11,6,8,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,3,2,3,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,4,2,2,0,0,1,0,0,8,5
8 - Σερρών,306 E.T. Δήμου Σερρών,524,269,7,1,8,261,109,30,3,4,3,47,11,58,55,0,17,4,3,21,3,6,17,1,1,6,3,2,2,7,17,6,1,7,1,2,6,5,12,4,0,5,1,0,0,1,6,2,3,1,1,1,0,3,4,1,2,1,5,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,14,10,8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,1,1,3,4,2,1,0,1,1,0,0,0,0,2,1,0,2,1,1,1,0,0,2,0,0,0,0,0,1,0,6,6
8 - Σερρών,307 E.T. Δήμου Σερρών,525,265,14,1,15,250,109,34,4,10,2,42,12,51,47,0,14,3,9,16,2,6,21,2,0,7,2,4,2,9,14,2,3,3,4,1,6,4,15,2,1,12,3,0,0,0,8,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,1,1,13,4,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,3,2,0,1,1,0,0,9,4
8 - Σερρών,308 E.T. Δήμου Σερρών,525,283,15,3,18,265,120,41,1,10,3,54,14,66,48,0,12,4,1,18,1,1,19,0,0,7,1,2,5,3,14,7,1,3,2,2,7,0,14,1,2,11,2,0,1,4,3,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,2,1,2,2,2,1,0,0,2,1,17,10,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,4,0,1,1,1,0,0,0,1,1,3,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,8,7
8 - Σερρών,309 E.T. Δήμου Σερρών,545,282,7,1,8,274,114,31,11,10,2,56,13,64,64,0,19,6,3,28,2,9,13,1,1,3,2,2,1,4,11,2,0,5,2,1,2,2,17,2,3,13,3,0,0,2,5,3,1,1,1,0,0,1,1,1,1,0,2,1,1,1,0,0,1,0,0,0,4,4,1,0,3,0,1,0,1,1,13,8,5,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,1,3,2,0,0,0,0,2,1,0,0,1,0,0,0,2,0,2,1,1,2,2,1,1,0,0,3,1,1,0,0,0,0,0,7,7
8 - Σερρών,310 E.T. Δήμου Σερρών,506,268,14,1,15,253,92,25,9,4,3,44,7,51,53,0,17,5,2,20,2,5,22,3,5,8,2,2,7,5,11,7,1,2,0,0,3,1,20,3,2,12,2,3,2,1,7,1,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,3,2,0,0,0,1,11,6,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,3,1,1,1,1,1,0,2,2,8,4,1,5,2,1,1,0,0,1,1,0,0,0,0,1,0,7,6
8 - Σερρών,311 E.T. Δήμου Σερρών,531,290,8,0,8,282,111,31,3,8,3,45,5,65,55,0,13,4,5,25,0,3,29,4,0,12,4,2,4,10,10,6,2,2,1,0,1,0,23,3,2,10,4,0,2,3,6,1,0,1,0,0,3,0,3,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,19,3,3,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,5,2,2,0,0,1,1,1,0,0,0,2,1,0,0,0,0,3,1,5,3
