ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΦΩΤΕΙΝΗ του Αθανασίου,ΒΑΔΙΚΟΛΙΟΥ ΦΩΤΕΙΝΗ του Θεοδώρου,ΒΕΡΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΔΡΟΥΜΠΛΗ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΚΑΡΑΜΑΝΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αχιλλέα,ΛΕΟΝΤΑΡΙΔΗΣ ΘΕΟΦΙΛΟΣ του Χρήστου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Γεωργίου,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΒΡΑΜΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Αντωνίου,ΒΕΛΛΙΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Φιντία,ΖΑΡΑΚΗ ΕΥΘΑΛΙΑ (ΝΑΤΑΛΙ) του Παντελή,ΚΑΡΠΟΥΧΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΛΥΜΠΟΥΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Αριστείδη,ΣΑΒΒΙΔΟΥ ΙΟΡΔΑΝΑ του Αναστασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΚΙΟΥΡΑ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΚΑΛΠΑΤΣΙΝΙΔΟΥ ΕΥΔΟΞΙΑ (ΕΥΗ) του Απόστολου,ΚΑΡΙΠΟΓΛΟΥ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΠΑΖΟΓΛΟΥ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΣΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννου,ΤΖΕΛΕΠΗΣ ΜΙΧΑΗΛ του Γεωργίου,Κ.Κ.Ε.,ΒΕΛΙΩΤΗΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΔΙΜΗΖΑΣ ΠΕΤΡΟΣ του Ηλία,ΣΑΡΑΝΤΙΔΟΥ ΕΡΜΟΦΥΛΗ (ΦΙΛΙΩ) του Χαράλαμπου,ΣΙΔΕΡΗ ΜΕΤΑΞΙΑ (ΞΕΝΙΑ) του Γεωργίου,ΤΟΥΣΚΑ ΕΛΕΝΗ του Μιχαήλ,ΦΑΡΜΑΚΗΣ ΠΑΥΛΟΣ του Δημητρίου,ΧΟΥΒΑΡΔΑΣ ΙΩΑΝΝΗΣ του Κυριάκου,Ελληνική Λύση - Κ. Βελόπουλος,ΙΑΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παρασκευά,ΜΠΑΔΕΚΑΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΜΠΟΥΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Συμεών,ΣΟΥΛΑΣ ΠΕΤΡΟΣ του Ιωάννη,ΣΤΡΕΙΔΟΥ ΠΑΣΧΑΛΙΑ του Αργυρίου,ΧΟΥΡΟΥΖΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΕΝΙΟΥ ΦΩΤΕΙΝΗ του Αθανασίου,ΘΕΟΔΩΡΙΔΟΥ ΑΛΕΞΙΑ του Παντελή,ΚΟΤΡΩΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΜΠΟΥΝΤΟΥΡΙΔΗΣ ΘΩΜΑΣ του Δημοσθένη,ΠΑΠΑΪΩΑΝΝΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΠΙΣΚΙΟΥΛΗΣ ΜΙΧΑΗΛ του Αλέξανδρου,ΦΛΩΡΟΥ ΣΟΦΙΑ του Αριστείδη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΘΑΝΑΣΙΑΔΗΣ ΕΥΑΓΓΕΛΟΣ του Αναστάσιου,ΠΑΤΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΠΕΤΡΑΚΙΔΟΥ ΦΩΤΕΙΝΗ του Ευστρατίου,Κ.Κ.Ε. (μ-λ),ΖΑΧΑΡΙΚΟΥ ΔΗΜΗΤΡΑ του Ζαχαρία,ΜΠΑΪΡΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΥΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΜΗΝΑΚΑΚΗ ΝΕΦΕΛΗ του Βασιλείου,ΣΤΑΝΙΤΣΑΣ ΑΝΕΣΤΗΣ του Γεωργίου,Κίνημα 21,ΣΜΥΡΝΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΛΗΜΝΑΙΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΒΙΔΟΠΟΥΛΟΥ ΦΑΝΗ του Κωνσταντίνου,ΚΟΥΦΟΚΩΤΣΙΟΣ ΜΑΛΑΜΑΣ του Δημητρίου,ΚΩΣΤΟΠΟΥΛΟΣ ΑΡΧΟΝΤΗΣ του Αλεξάνδρου,ΝΙΚΟΛΟΥΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Γεωργίου,ΝΙΚΗ,ΒΑΡΩΣΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΔΑΝΔΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΜΑΛΑΜΟΓΛΟΥ ΕΥΔΟΚΙΑ του Ιωάννη,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΣΙΤΖΙΡΑ-ΜΠΟΛΛΑ ΚΛΕΟΝΙΚΗ του Εμμανουήλ,κοινωνία αξιών,ΦΕΝΕΚΟΥ ΜΑΛΒΙΝΑ-ΑΓΓΕΛΙΚΗ του Στυλιανού,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΙΑΜΑΝΤΑΚΟΥ ΘΕΟΔΩΡΑ - ΜΑΡΙΑ του Γεώργιου,ΔΟΦΑΛΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Σίμων,ΖΥΜΒΡΑΓΑΚΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΣΙΡΟΥ ΔΗΜΗΤΡΑ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΚΑΦΟΥΡΟΥ ΜΑΡΙΑ του Εμμανουήλ,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΑΛΜΑΣΙΔΗΣ ΛΕΩΝΙΔΑΣ του Σπυρίδων,ΓΕΩΡΓΙΑΔΗΣ ΗΛΙΑΣ του Γεωργίου,ΕΦΡΑΙΜΙΔΟΥ ΕΥΘΥΜΙΑ του Χρήστου,ΚΑΡΑΠΑΛΙΣΗ ΕΥΑΓΓΕΛΙΑ του Θεοδώρου,ΤΖΙΝΤΖΙΟΣ ΣΤΕΡΓΙΟΣ του Ευαγγέλου,Ένωση Κεντρώων,ΒΡΟΤΣΟΥ ΜΑΡΙΕΤΤΑ του Δημητρίου,ΕΚΟΥΤΣΙΔΗΣ ΜΑΡΙΟΣ του Αβραάμ,ΛΕΒΕΝΤΗ ΕΛΕΝΗ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΥΤΖΙΑΒΑΣΙΛΗ ΚΑΤΕΡΙΝΑ του Ζαχαρία,ΠΑΛΙΑΤΣΙΟΣ ΔΗΜΗΤΡΙΟΣ του Στέργιος,ΦΩΤΙΑΔΗΣ ΣΑΒΒΑΣ του Ιωάννη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΜΑΞΟΠΟΥΛΟΣ ΗΛΙΑΣ του Στεφάνου,ΓΙΩΣΑΣ ΑΠΟΣΤΟΛΟΣ του Αθανασίου,ΕΛΑΙΑΣ ΑΝΔΡΕΑΣ του Γρηγορίου,ΤΟΡΛΑΚΙΔΟΥ ΣΟΦΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΑΜΒΑΚΑΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΡΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ ΜΑΡΙΑ του Ευάγγελου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΚΩΝΗΣ ΠΕΤΡΟΣ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΣΟΦΙΑΝΟΥ ΦΑΝΟΥΛΑ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΣΛΑΝΙΔΟΥ ΧΡΥΣΟΥΛΑ του Ιωάννη,ΔΗΜΗΤΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Κίμωνα,ΚΑΡΡΑΣ ΔΗΜΗΤΡΙΟΣ του Δαμιανού,ΝΙΚΟΛΑΪΔΗΣ ΣΤΑΥΡΟΣ του Γρηγορίου,Οικολόγοι Πράσινοι,ΚΟΥΤΣΗ ΑΙΚΑΤΕΡΙΝΗ του Βασίλ,ΕΑΝ...,ΓΕΩΡΓΙΑΔΗ ΣΑΒΒΑΣ του Θωμά,ΘΕΟΔΟΣΙΟΥ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΜΙΧΑΗΛ του Βασιλείου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΑΒΒΙΔΗΣ ΣΑΒΒΑΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΕΥΑΓΓΕΛΙΔΟΥ ΚΑΛΛΙΟΠΗ του Ιωάννη
8 - Σερρών,158 E.T. Δήμου Ηράκλειας,486,175,5,0,5,170,80,32,1,1,1,43,16,43,17,0,8,2,1,6,1,2,20,2,1,2,2,11,3,3,5,2,0,1,1,1,0,0,13,3,2,7,1,0,2,1,11,1,1,0,10,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,3,1,1,2,1,1,8,3,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,2,2
8 - Σερρών,159 E.T. Δήμου Ηράκλειας,501,188,2,1,3,185,98,59,4,1,2,52,17,41,25,0,8,5,3,5,1,2,14,4,0,0,0,9,2,4,13,2,4,1,0,7,0,0,7,1,1,2,0,0,0,3,5,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,2,2,2,1,1,1,1,0,7,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0
8 - Σερρών,160 E.T. Δήμου Ηράκλειας,471,246,4,0,4,242,130,49,9,1,11,104,26,49,17,0,7,4,2,1,1,6,23,7,9,0,3,5,3,15,4,2,2,1,2,1,0,0,31,8,1,5,14,0,5,18,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,9,3,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11
8 - Σερρών,161 E.T. Δήμου Ηράκλειας,473,233,3,2,5,228,123,49,9,2,1,67,13,63,10,0,7,2,2,1,0,1,26,2,5,3,10,4,1,22,4,1,0,1,0,1,1,0,37,6,4,8,18,2,2,21,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,0,5,1,0,0,0,5,9,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7
8 - Σερρών,162 E.T. Δήμου Ηράκλειας,379,201,1,1,2,199,108,32,2,0,2,62,28,43,29,0,7,9,3,11,0,5,24,0,0,7,5,13,0,10,2,0,1,0,0,1,0,0,19,2,0,7,6,2,4,7,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
8 - Σερρών,163 E.T. Δήμου Ηράκλειας,380,196,2,0,2,194,109,35,2,3,3,53,27,50,25,0,9,6,1,6,0,2,23,1,3,0,4,21,1,6,4,0,1,1,0,3,0,0,13,2,1,5,1,0,10,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,12,5,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
8 - Σερρών,164 E.T. Δήμου Ηράκλειας,484,196,16,1,17,179,64,33,1,0,0,33,12,24,47,0,18,1,1,14,2,12,17,3,2,5,3,9,2,5,2,0,1,0,0,1,0,0,25,3,0,9,8,1,3,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,3,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,0,5,2
8 - Σερρών,165 E.T. Δήμου Ηράκλειας,497,181,10,0,10,171,72,38,1,0,1,31,11,35,43,0,15,1,2,8,0,7,16,3,2,3,0,6,1,4,1,0,0,0,1,1,0,0,18,0,0,8,7,1,3,2,2,0,0,0,2,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,2,2
8 - Σερρών,166 E.T. Δήμου Ηράκλειας,509,228,8,3,11,217,89,47,5,0,5,28,18,39,47,0,20,4,2,15,0,19,30,2,2,13,1,14,5,10,2,0,0,0,0,2,0,0,29,3,3,18,4,0,10,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,6,6
8 - Σερρών,167 E.T. Δήμου Ηράκλειας,479,169,8,0,8,161,64,27,1,4,3,21,18,24,44,0,17,6,2,12,0,7,16,3,0,3,2,9,2,6,7,1,0,1,1,4,2,0,6,2,1,3,1,1,0,0,3,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,7,6
8 - Σερρών,168 E.T. Δήμου Ηράκλειας,448,176,16,3,19,157,73,34,0,1,1,35,7,41,40,0,20,5,1,5,1,14,14,1,0,9,0,4,0,2,1,0,1,0,0,1,0,0,14,2,1,4,5,0,4,1,4,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
8 - Σερρών,169 E.T. Δήμου Ηράκλειας,105,51,0,0,0,51,30,18,0,1,0,16,1,14,13,0,2,3,6,9,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 - Σερρών,170 E.T. Δήμου Ηράκλειας,553,183,4,2,6,177,97,32,1,5,5,65,15,34,13,0,1,1,0,2,0,4,26,2,2,0,2,7,1,22,1,0,0,0,0,1,0,1,22,0,1,11,4,2,6,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
8 - Σερρών,171 E.T. Δήμου Ηράκλειας,558,165,1,0,1,164,85,23,0,3,1,49,24,41,16,0,1,3,3,2,0,1,25,3,1,6,8,10,2,12,0,0,0,0,0,0,0,0,17,1,2,6,1,0,7,6,2,2,0,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2,2,1,0,0,0,0,0,0,3,2,2,1,0,0,1,1
8 - Σερρών,172 E.T. Δήμου Ηράκλειας,549,166,4,3,7,159,89,35,1,3,2,52,17,43,14,0,1,3,1,4,0,3,23,2,0,1,4,4,0,20,2,1,0,0,0,2,0,0,18,5,0,2,3,1,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
8 - Σερρών,173 E.T. Δήμου Ηράκλειας,558,170,5,1,6,164,91,24,2,3,0,56,23,38,11,0,1,1,1,4,0,1,16,2,1,1,4,7,1,9,2,1,0,0,1,0,1,0,28,3,5,13,3,1,6,13,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
8 - Σερρών,174 E.T. Δήμου Ηράκλειας,516,262,3,0,3,259,94,20,4,3,2,60,21,44,54,0,28,1,2,26,4,6,45,3,1,11,8,4,11,24,10,5,1,3,1,1,5,1,22,6,4,7,2,1,4,7,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,10,5,2,4,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,2,0,0,2,1,5,2,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2
8 - Σερρών,175 E.T. Δήμου Ηράκλειας,509,261,5,1,6,255,112,35,5,4,3,63,16,65,45,0,17,4,1,16,2,11,28,6,5,1,8,4,8,16,15,6,2,2,3,5,4,1,23,6,4,8,3,1,3,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,1,2,0,1,1,0,0,1,0,6,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,3,1,2,2,1,1,0,1,2,1,0,0,0,0,1,1,3,3
8 - Σερρών,176 E.T. Δήμου Ηράκλειας,514,274,4,2,6,268,117,40,5,13,1,60,25,52,29,0,5,6,1,12,0,2,48,4,7,4,11,10,14,22,16,3,0,0,1,7,4,10,25,7,5,12,3,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10,4,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,3,1,1,0,1,1,0,0,0,4,0,0,3,1,0,0,0,0,0,0,2,2,0,2,0,0,4,1
8 - Σερρών,177 E.T. Δήμου Ηράκλειας,469,207,5,0,5,202,83,26,3,8,4,35,28,39,21,0,6,3,2,2,1,8,36,2,2,17,7,2,4,24,4,2,0,0,0,1,1,0,25,3,2,13,0,0,6,11,7,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,13,11,7,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,3
8 - Σερρών,178 E.T. Δήμου Ηράκλειας,470,240,3,0,3,237,115,35,7,13,1,73,28,62,27,0,22,0,0,3,2,3,35,5,1,14,13,4,2,23,5,0,0,1,0,4,1,2,13,2,0,8,0,3,2,4,4,2,2,0,2,1,0,0,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,11,5,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,9,6
8 - Σερρών,179 E.T. Δήμου Ηράκλειας,482,216,0,0,0,216,110,36,1,10,2,60,27,49,26,0,17,6,3,5,2,5,27,0,3,3,3,4,3,22,5,1,0,1,0,3,0,1,17,1,0,14,2,0,1,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,10,4,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,4,4
8 - Σερρών,180 E.T. Δήμου Ηράκλειας,435,209,2,0,2,207,81,22,2,6,2,46,15,38,24,0,11,1,0,6,3,1,41,3,5,15,8,17,5,12,3,1,2,1,0,0,1,0,20,6,1,9,4,3,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,1,0,0,1,1,15,8,3,6,4,5,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5
8 - Σερρών,181 E.T. Δήμου Ηράκλειας,438,198,3,2,5,193,102,41,2,13,1,38,16,61,36,0,14,1,1,14,2,5,19,9,5,2,2,3,4,4,1,0,0,0,1,1,0,0,5,0,0,5,0,0,1,2,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,1,0,0,10,5,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,5
8 - Σερρών,182 E.T. Δήμου Ηράκλειας,339,243,3,0,3,240,106,42,3,4,6,41,27,42,30,0,6,6,1,11,3,4,32,1,5,6,5,4,7,19,13,8,2,2,2,0,4,1,12,2,2,8,0,10,0,1,3,2,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,1,1,12,2,5,2,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,3,2,2,0,1,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,10,9
8 - Σερρών,183 E.T. Δήμου Ηράκλειας,432,246,2,0,2,244,112,43,2,4,9,52,22,69,34,0,14,4,1,28,0,3,49,5,6,24,2,7,11,27,5,2,1,0,1,1,0,2,10,2,2,7,0,4,4,1,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,5,1,2,2,2,1,0,0,1,1,4,0,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,8,4
