ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΕΚΟΣ ΦΩΤΙΟΣ του Αποστόλου,ΚΩΤΣΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΝΤΑΛΝΤΑΝΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΟΝΔΡΑ ΑΣΗΜΙΝΑ του Κωνσταντίνου,ΣΠΑΝΙΑΣ ΑΡΙΣΤΟΤΕΛΗΣ (ΤΕΛΗΣ) του Γεωργίου,ΤΣΙΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,ΣΥΡΙΖΑ,ΑΓΟΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοχάρη,ΒΑΪΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΚΑΤΣΑΒΡΙΑ-ΣΙΩΡΟΠΟΥΛΟΥ ΧΡΥΣΟΥΛΑ του Αθανασίου,ΚΟΥΚΟΥΜΤΖΗ ΑΓΟΡΗ (ΡΟΥΛΑ) του Κωνσταντίνου,ΜΙΧΑΛΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΤΕΝΤΟΛΟΥΡΗ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΕΥΘΥΜΙΑΔΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΚΟΝΤΑΚΤΣΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΜΠΑΚΑΛΑΚΟΥ ΣΩΤΗΡΙΑ του Χρήστου,ΝΤΑΛΗ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Ηλία,ΠΑΠΑΓΕΩΡΓΙΟΥ ΣΩΤΗΡΙΟΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Στεφάνου,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΛΗΔΑ ΞΕΝΙΑ του Δημητρίου,ΓΑΖΟΣ ΕΚΤΟΡΑΣ του Χρήστου,ΜΠΟΥΤΑ ΠΗΝΕΛΟΠΗ (ΠΟΠΗ) του Ευαγγέλου,ΤΕΓΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΖΟΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κοσμά,ΤΣΙΟΥΤΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΓΓΕΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Χρήστου,ΓΚΑΡΑΒΕΛΟΣ ΑΘΑΝΑΣΙΟΣ του Στέφανου,ΛΑΠΠΑΣ ΣΩΚΡΑΤΗΣ του Χρήστου,ΠΑΠΠΑ ΣΤΥΛΙΑΝΗ του Γεωργίου,ΣΑΒΒΙΔΟΥ ΕΙΡΗΝΗ του Παντελή,ΤΣΙΡΙΚΑΣ ΑΘΑΝΑΣΙΟΣ του Παναγιώτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΛΗΜΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Στέργιου,ΜΠΟΥΚΟΥΒΑΛΑΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΞΗΡΟΦΩΤΟΥ ΕΙΡΗΝΗ (ΡΕΝΑ) του Γεωργίου,ΤΣΙΑΜΟΥΡΑ ΕΥΘΑΛΙΑ-ΘΕΟΔΩΡΑ (ΘΑΛΕΙΑ) του Βασιλείου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΔΕΜΕΡΤΖΗ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΜΠΑΜΠΑΤΣΙΚΟΣ ΠΕΤΡΟΣ του Ηλία,ΝΤΑΒΑΡΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΔΡΑΓΟΥΤΣΟΥ ΧΡΥΣΑ του Στέφανου,ΚΑΠΝΙΑΣ ΣΤΕΦΑΝΟΣ του Ευάγγελου,ΚΥΡΙΤΣΗΣ ΑΠΟΣΤΟΛΟΣ του Θωμά,ΣΑΓΞΑΡΙΔΟΥ ΔΕΣΠΟΙΝΑ του Γεωργίου,ΦΙΛΙΠΠΟΥ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΠΛΑΣΤΗΡΑ ΕΛΠΙΝΙΚΗ του Δημητρίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΩΝΙΟΥ ΚΛΕΑΝΘΗΣ του Αντωνίου,ΒΟΥΡΚΟΤΙΩΤΗ ΒΑΣΙΛΙΚΗ του Δημοσθένη,ΜΠΟΥΝΤΟΛΟΣ ΙΩΑΝΝΗΣ του Σωκράτη,ΝΤΟΒΟΛΟΥ ΑΝΑΣΤΑΣΙΑ του Δημητρίου,Κίνημα 21,ΖΑΧΟΥ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΡΒΑΝΙΤΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΙΟΡΔΑΝΟΥ ΔΕΣΠΟΙΝΑ του Χαραλάμπους,ΝΙΚΗ,ΑΓΓΕΛΟΥΔΗΣ ΔΗΜΗΤΡΙΟΣ του Παύλου,ΞΑΝΘΗΣ ΔΗΜΗΤΡΙΟΣ του Μάρκου,ΡΙΓΚΟΥ ΚΩΝΣΤΑΝΤΙΝΙΑ του Ιωάννου,ΤΣΩΝΟΥ ΞΑΝΘΗ του Παναγιώτη,κοινωνία αξιών,ΤΣΙΟΥΜΑ ΦΩΤΕΙΝΗ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΚΟΖΑΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Θεοδώρου,Ο.Α.Κ.Κ.Ε.,ΚΑΝΣΟΣ ΔΗΜΗΤΡΙΟΣ του Πάτροκλου,Μ-Λ Κ.Κ.Ε.,ΒΑΣΙΛΕΙΟΥ ΓΕΩΡΓΙΟΣ του Παναγιώτη,Ελλήνων Συνέλευσις,ΝΤΑΟΥΛΑΣ ΓΕΩΡΓΙΟΣ του Σωτηρίου,ΤΡΑΪΚΟΥ ΧΡΥΣΟΥΛΑ του Γεωργίου,Ένωση Κεντρώων,ΜΑΝΤΖΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δαμιανού,ΤΣΙΜΠΡΙΜΑΝΗ ΣΟΦΙΑ του Στυλιανού,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΛΑΠΠΑ ΕΥΣΤΑΘΙΑ του Αθανάσιου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΑΥΡΟΥΔΗΣ ΛΑΜΠΡΟΣ του Αναστασίου,ΜΠΟΥΝΤΟΥΡΗ ΕΥΑΝΘΙΑ (ΕΥΑ) του Ηλία,ΝΕΑ ΔΟΜΗ,ΠΟΛΥΖΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΤΣΟΥΚΑΣ ΔΗΜΗΤΡΙΟΣ του Θωμά,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΠΑΝΑΓΟΥ ΧΡΙΣΤΙΝΑ του Αλέξανδρου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΓΚΕΚΑ ΓΕΩΡΓΙΑ του Σπυρίδωνος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΛΕΞΙΟΥ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΚΟΝΤΑΞΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ευριπίδη,ΜΗΤΡΟΠΟΥΛΟΥ ΑΡΓΥΡΩ του Γεωργίου,ΠΑΠΑΓΕΡΑ - ΠΑΠΑΓΕΡΟΥΔΗ ΔΕΣΠΟΙΝΑ του Στέλλιου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΛΥΒΙΩΤΗ ΝΙΚΟΛΕΤΑ του Θωμά,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΓΚΙΟΛΙΑ ΡΑΦΑΗΛΙΑ του Δημητρίου,ΤΑΓΑΡΟΥΛΙΑΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου
25 - Καρδίτσας,56 E.T. Δήμου Καρδίτσας,377,240,8,1,9,231,124,19,34,7,30,16,64,35,0,16,3,6,22,11,35,3,1,5,0,33,3,10,0,4,4,4,0,0,4,2,1,1,2,0,0,3,1,2,0,1,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,6,5,4
25 - Καρδίτσας,57 E.T. Δήμου Καρδίτσας,434,313,5,0,5,308,122,6,43,10,45,20,67,52,9,11,12,4,32,10,38,2,0,4,6,35,4,37,9,15,10,15,2,10,5,0,0,2,2,0,0,11,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1,11,10,3,2,1,5,1,1,1,2,0,0,0,0,0,0,0,0,2,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,2,7,7,1,0,1,0,0,6,2,1
25 - Καρδίτσας,58 E.T. Δήμου Καρδίτσας,435,293,5,1,6,287,85,4,33,6,22,14,53,58,5,10,10,7,28,12,62,6,1,11,3,56,7,41,4,12,10,25,2,16,7,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,1,2,8,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,9,9,0,1,1,0,0,3,1,1
25 - Καρδίτσας,59 E.T. Δήμου Καρδίτσας,516,351,9,1,10,341,157,25,45,13,44,33,85,65,10,12,11,13,39,11,35,4,1,9,3,31,5,35,4,18,5,19,7,5,12,4,1,3,5,5,0,5,1,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,9,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,0,0,0,2,0,2,1,4,4,1,1,0,0,1,0,0,3,2,0
25 - Καρδίτσας,60 E.T. Δήμου Καρδίτσας,521,344,3,3,6,338,141,25,40,14,34,27,80,67,7,12,8,11,40,16,49,6,2,11,3,37,6,30,5,13,4,10,2,0,10,3,2,2,2,2,2,15,2,1,4,5,2,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,4,2,1,0,0,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0,0,0,1,1,0
25 - Καρδίτσας,61 E.T. Δήμου Καρδίτσας,516,335,3,2,5,330,123,15,43,13,29,19,73,57,8,14,10,6,23,12,39,7,1,8,3,26,9,38,8,19,4,11,4,9,12,3,3,5,3,1,0,10,0,1,3,4,0,0,0,0,1,0,0,0,0,0,0,0,8,3,1,3,2,0,0,2,1,2,10,4,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,2,2,0,0,0,0,3,1,4,4,2,2,1,0,0,4,3,9,5,3
25 - Καρδίτσας,62 E.T. Δήμου Καρδίτσας,508,289,7,1,8,281,96,10,34,5,20,18,71,84,24,13,10,9,32,16,35,2,0,11,2,24,4,19,3,6,4,11,5,2,12,4,0,2,3,5,1,12,2,4,4,4,0,0,0,0,2,1,0,1,1,1,0,0,3,0,0,0,0,0,0,1,1,1,10,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,4,1,2
25 - Καρδίτσας,63 E.T. Δήμου Καρδίτσας,517,311,8,2,10,301,97,17,33,6,21,19,52,79,11,10,13,11,42,18,33,5,1,11,1,26,6,47,6,12,13,22,7,9,10,2,3,3,3,2,1,6,2,1,3,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,3,3,2,1,0,5,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,5,2,2,2,2
25 - Καρδίτσας,64 E.T. Δήμου Καρδίτσας,506,316,7,1,8,308,95,9,34,11,19,14,55,86,12,23,12,11,59,17,35,6,2,8,2,27,4,39,6,11,16,21,6,3,12,2,1,6,2,1,1,7,0,1,3,2,1,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,0,4,2,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,9,7,6
25 - Καρδίτσας,65 E.T. Δήμου Καρδίτσας,518,324,4,1,5,319,138,28,45,18,23,34,68,72,12,12,11,21,35,22,34,6,1,7,0,28,5,28,3,15,5,9,9,5,8,2,1,3,2,1,2,5,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,4,2,0,0,1,0,0,10,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,1,0,0,4,3,0,1,0,1,1,8,5,4
25 - Καρδίτσας,66 E.T. Δήμου Καρδίτσας,505,306,9,1,10,296,114,14,40,12,39,28,52,71,9,12,11,17,44,26,28,3,2,4,4,24,5,37,10,8,9,15,5,2,7,2,0,1,0,1,1,4,1,1,1,2,1,1,1,0,3,1,2,0,0,1,0,0,2,0,0,0,0,1,1,2,0,0,6,2,2,1,2,0,0,1,1,0,0,1,1,0,0,0,1,0,1,2,2,6,4,4,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,4,3,3
25 - Καρδίτσας,67 E.T. Δήμου Καρδίτσας,507,289,4,3,7,282,106,16,36,10,31,19,57,61,5,8,12,13,19,17,25,6,0,3,1,17,11,32,8,10,11,16,2,4,9,1,1,1,3,2,1,10,2,3,4,3,1,1,1,0,3,1,2,2,0,0,0,0,6,2,1,1,0,2,2,3,1,1,12,4,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,6,2,3
25 - Καρδίτσας,68 E.T. Δήμου Καρδίτσας,523,335,9,2,11,324,112,17,36,2,26,29,56,84,14,11,7,11,62,20,33,4,2,6,3,19,4,36,6,13,9,13,5,2,12,5,3,1,3,1,1,9,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,1,0,0,9,2,3,0,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,2,4,4,2,0,0,2,1,1,0,0,0,1,0,0,1,0,2,2,9,6,5
25 - Καρδίτσας,69 E.T. Δήμου Καρδίτσας,513,312,3,0,3,309,118,31,39,14,25,22,57,84,16,13,24,12,42,20,30,5,1,5,2,26,2,21,2,9,6,9,1,1,13,7,2,3,1,2,3,10,2,2,6,5,3,0,1,2,2,0,1,0,0,1,0,0,3,2,0,1,1,0,0,3,2,1,5,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,8,8,6
25 - Καρδίτσας,70 E.T. Δήμου Καρδίτσας,514,364,20,1,21,343,129,18,53,15,35,25,63,79,15,14,11,15,45,24,43,7,0,17,1,26,5,38,6,6,14,16,4,6,10,0,3,3,5,0,1,9,1,2,3,3,3,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,2,1,7,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,7,3,4,1,2,0,1,1,2,1,1,2,1,1
25 - Καρδίτσας,71 E.T. Δήμου Καρδίτσας,512,344,12,0,12,332,163,16,61,17,52,38,68,61,12,11,12,11,33,15,30,2,1,4,0,27,1,38,6,9,8,21,7,0,8,0,0,1,2,1,0,6,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,2,2,11,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,6,3,1
25 - Καρδίτσας,72 E.T. Δήμου Καρδίτσας,516,321,12,2,14,307,128,12,30,10,24,39,70,65,5,10,24,9,35,14,35,7,0,5,5,26,4,29,5,7,5,12,4,1,10,4,2,1,3,3,1,3,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,4,3,1,1,0,0,0,3,1,2,7,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,3,0,0,0,0,0,0,2,1,2,1,0,1,0,1,1,10,6,3
25 - Καρδίτσας,73 E.T. Δήμου Καρδίτσας,517,340,2,2,4,336,153,24,39,15,26,26,90,58,12,8,13,12,29,20,40,1,0,7,4,33,11,26,3,11,4,8,6,2,7,2,1,1,3,3,0,8,1,3,6,2,2,0,0,1,1,0,0,0,0,0,0,0,5,2,1,1,2,3,1,3,1,0,11,8,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,4,1,3,0,0,2,1,1,1,8,2,2
25 - Καρδίτσας,74 E.T. Δήμου Καρδίτσας,520,285,8,2,10,275,94,9,42,4,19,21,44,98,23,11,13,13,46,22,23,4,1,4,1,18,1,29,7,4,10,16,3,1,3,0,1,0,0,0,0,5,0,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,2,5,3,3
25 - Καρδίτσας,75 E.T. Δήμου Καρδίτσας,512,345,6,3,9,336,144,15,48,10,31,37,73,71,9,8,16,11,44,16,33,5,1,9,1,24,4,50,11,12,17,10,3,3,7,2,4,2,0,1,1,6,2,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,6,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,5,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,3,0,0
25 - Καρδίτσας,76 E.T. Δήμου Καρδίτσας,524,348,8,0,8,340,142,22,44,13,28,41,72,68,8,8,12,8,43,24,34,3,0,12,2,25,8,32,4,8,10,12,7,0,13,3,1,3,5,1,1,9,3,2,5,4,1,1,1,0,6,0,4,1,0,2,0,0,1,0,0,1,1,1,0,2,1,1,10,2,1,3,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,5,1,1,1,4,0,0,3,2,3,2,4,3,2
25 - Καρδίτσας,77 E.T. Δήμου Καρδίτσας,493,301,14,1,15,286,120,13,40,9,35,17,64,73,12,10,17,8,36,13,29,9,1,7,2,16,4,25,8,5,4,8,3,1,9,2,3,2,1,2,0,2,0,0,2,2,2,2,0,1,3,0,0,0,0,3,0,0,2,0,0,0,0,2,2,1,0,0,5,0,3,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,1,7,6,4
25 - Καρδίτσας,78 E.T. Δήμου Καρδίτσας,518,383,12,1,13,370,160,31,50,16,18,27,95,75,13,14,15,11,37,9,44,5,1,11,1,39,2,36,8,11,9,13,7,1,11,5,1,7,1,0,0,9,4,2,4,3,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,1,0,2,0,0,0,0,9,3,1,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5,1,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,6,2,0
25 - Καρδίτσας,79 E.T. Δήμου Καρδίτσας,515,364,13,3,16,348,170,27,61,21,28,49,93,72,14,16,10,11,40,25,34,1,0,7,3,27,5,21,2,11,7,11,5,0,8,3,2,2,1,1,0,5,1,3,2,2,2,0,2,2,5,0,3,1,0,2,0,0,2,1,0,0,0,0,0,2,1,0,10,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,6,3,1,1,2,0,1,2,1,2,0,4,4,3
25 - Καρδίτσας,80 E.T. Δήμου Καρδίτσας,519,328,13,2,15,313,125,22,50,17,28,19,51,89,30,7,20,10,37,13,41,4,0,5,1,34,6,24,6,5,6,7,5,6,7,3,1,1,3,3,1,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,1,1,0,0,8,2,2
25 - Καρδίτσας,81 E.T. Δήμου Καρδίτσας,527,345,10,4,14,331,131,26,40,16,22,25,60,78,14,15,11,8,36,17,50,3,0,12,3,41,5,24,2,11,6,10,3,1,6,0,0,2,3,0,1,8,3,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,6,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,1,1,0,11,5,4
25 - Καρδίτσας,82 E.T. Δήμου Καρδίτσας,530,359,6,2,8,351,152,30,53,13,32,29,86,70,9,6,20,11,40,16,40,5,1,12,7,30,4,28,6,14,7,13,5,1,11,3,6,1,1,2,1,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,4,4,4,2,2,8,1,2,2,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,4,3,3,1,4,0,0,1,1,2,1,9,4,3
25 - Καρδίτσας,83 E.T. Δήμου Καρδίτσας,511,353,6,1,7,346,136,16,38,11,26,43,74,80,11,15,7,18,47,18,53,5,0,9,5,40,8,28,5,7,6,13,4,3,10,3,4,1,1,2,0,4,2,0,3,1,0,0,0,0,4,0,0,1,0,3,1,0,2,0,0,0,0,2,1,3,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,0,0,0,0,8,4,1,0,0,1,1,3,3,5,2,2
25 - Καρδίτσας,84 E.T. Δήμου Καρδίτσας,529,348,3,3,6,342,151,24,22,17,35,30,84,62,12,4,12,8,32,24,39,2,1,8,8,32,4,35,5,9,9,15,2,3,7,0,2,4,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,1,2,2,2,0,1,15,7,0,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,4,3,1
25 - Καρδίτσας,85 E.T. Δήμου Καρδίτσας,555,385,2,4,6,379,139,16,59,9,23,28,77,97,17,13,15,16,37,24,43,6,1,9,3,30,4,36,5,13,9,12,9,2,8,3,3,1,1,1,1,10,2,1,4,3,1,0,0,0,2,0,1,2,1,0,0,0,4,1,1,4,1,1,1,5,5,3,10,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,2,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,13,13,12
25 - Καρδίτσας,86 E.T. Δήμου Καρδίτσας,561,400,18,3,21,379,162,27,60,11,29,26,78,66,15,5,13,10,41,20,46,7,1,15,2,34,10,31,11,12,8,11,1,0,8,2,1,3,2,2,1,12,3,1,3,3,1,0,0,0,2,0,0,1,0,2,0,0,5,1,1,4,1,7,0,5,1,2,20,6,3,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,1,7,4,1
25 - Καρδίτσας,87 E.T. Δήμου Καρδίτσας,554,361,10,2,12,349,149,17,43,12,30,35,99,77,12,18,16,11,36,12,25,3,0,7,0,22,5,43,7,18,9,15,8,3,11,1,1,5,3,1,0,4,2,0,2,1,2,0,1,2,1,0,1,0,0,0,0,0,2,0,0,0,1,1,1,2,1,1,14,4,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,1,0,0,0,0,2,0,1,1,1,0,0,1,0,1,0,6,2,1
25 - Καρδίτσας,88 E.T. Δήμου Καρδίτσας,510,365,7,1,8,357,156,23,46,19,35,35,89,79,11,9,14,21,42,21,47,5,1,12,0,39,4,26,6,13,5,14,4,2,7,2,0,1,1,3,1,5,2,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,1,3,2,2,1,1,5,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,1,0,2,1,1,1,0,0,0,0,0,3,3,10,6,3
25 - Καρδίτσας,89 E.T. Δήμου Καρδίτσας,496,348,10,3,13,335,142,13,37,24,27,34,88,69,8,6,13,8,48,19,23,2,1,6,0,18,6,39,10,13,4,12,8,2,14,5,2,1,7,3,3,7,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,1,1,1,1,14,6,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,4,2,1,0,0,0,0,3,2,1,1,1,1,0,0,0,2,0,5,2,2
25 - Καρδίτσας,90 E.T. Δήμου Καρδίτσας,528,360,11,2,13,347,126,20,39,9,27,42,65,85,20,10,11,12,49,25,42,5,0,11,1,32,7,31,8,8,4,11,6,3,11,1,3,2,3,1,1,13,1,4,4,2,0,0,0,0,2,0,1,1,0,0,1,0,3,3,0,0,0,0,0,5,2,2,7,3,2,2,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,3,2,1,0,0,0,0,1,1,1,0,1,1,0,1,0,3,0,8,6,2
25 - Καρδίτσας,91 E.T. Δήμου Καρδίτσας,522,362,9,2,11,351,146,28,37,13,40,31,77,85,20,8,14,16,46,28,43,7,0,9,1,27,12,25,5,11,5,10,0,3,4,0,1,0,2,1,0,9,1,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,4,4,3,1,0,6,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,1,0,0,0,0,1,0,0,0,3,1,1,2,0,1,1,10,6,5
25 - Καρδίτσας,92 E.T. Δήμου Καρδίτσας,533,379,12,4,16,363,145,34,38,14,35,27,83,92,14,21,13,20,36,28,40,3,1,14,5,31,2,25,2,9,6,8,7,1,20,2,0,6,9,6,1,8,1,1,3,1,3,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,7,1,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,1,1,0,2,1,3,1,0,1,1,4,3,2,0,0
