ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΕΚΟΣ ΦΩΤΙΟΣ του Αποστόλου,ΚΩΤΣΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΝΤΑΛΝΤΑΝΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΟΝΔΡΑ ΑΣΗΜΙΝΑ του Κωνσταντίνου,ΣΠΑΝΙΑΣ ΑΡΙΣΤΟΤΕΛΗΣ (ΤΕΛΗΣ) του Γεωργίου,ΤΣΙΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,ΣΥΡΙΖΑ,ΑΓΟΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοχάρη,ΒΑΪΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΚΑΤΣΑΒΡΙΑ-ΣΙΩΡΟΠΟΥΛΟΥ ΧΡΥΣΟΥΛΑ του Αθανασίου,ΚΟΥΚΟΥΜΤΖΗ ΑΓΟΡΗ (ΡΟΥΛΑ) του Κωνσταντίνου,ΜΙΧΑΛΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΤΕΝΤΟΛΟΥΡΗ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΕΥΘΥΜΙΑΔΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΚΟΝΤΑΚΤΣΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΜΠΑΚΑΛΑΚΟΥ ΣΩΤΗΡΙΑ του Χρήστου,ΝΤΑΛΗ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Ηλία,ΠΑΠΑΓΕΩΡΓΙΟΥ ΣΩΤΗΡΙΟΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Στεφάνου,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΛΗΔΑ ΞΕΝΙΑ του Δημητρίου,ΓΑΖΟΣ ΕΚΤΟΡΑΣ του Χρήστου,ΜΠΟΥΤΑ ΠΗΝΕΛΟΠΗ (ΠΟΠΗ) του Ευαγγέλου,ΤΕΓΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΖΟΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κοσμά,ΤΣΙΟΥΤΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΓΓΕΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Χρήστου,ΓΚΑΡΑΒΕΛΟΣ ΑΘΑΝΑΣΙΟΣ του Στέφανου,ΛΑΠΠΑΣ ΣΩΚΡΑΤΗΣ του Χρήστου,ΠΑΠΠΑ ΣΤΥΛΙΑΝΗ του Γεωργίου,ΣΑΒΒΙΔΟΥ ΕΙΡΗΝΗ του Παντελή,ΤΣΙΡΙΚΑΣ ΑΘΑΝΑΣΙΟΣ του Παναγιώτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΛΗΜΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Στέργιου,ΜΠΟΥΚΟΥΒΑΛΑΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΞΗΡΟΦΩΤΟΥ ΕΙΡΗΝΗ (ΡΕΝΑ) του Γεωργίου,ΤΣΙΑΜΟΥΡΑ ΕΥΘΑΛΙΑ-ΘΕΟΔΩΡΑ (ΘΑΛΕΙΑ) του Βασιλείου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΔΕΜΕΡΤΖΗ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΜΠΑΜΠΑΤΣΙΚΟΣ ΠΕΤΡΟΣ του Ηλία,ΝΤΑΒΑΡΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΔΡΑΓΟΥΤΣΟΥ ΧΡΥΣΑ του Στέφανου,ΚΑΠΝΙΑΣ ΣΤΕΦΑΝΟΣ του Ευάγγελου,ΚΥΡΙΤΣΗΣ ΑΠΟΣΤΟΛΟΣ του Θωμά,ΣΑΓΞΑΡΙΔΟΥ ΔΕΣΠΟΙΝΑ του Γεωργίου,ΦΙΛΙΠΠΟΥ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΠΛΑΣΤΗΡΑ ΕΛΠΙΝΙΚΗ του Δημητρίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΩΝΙΟΥ ΚΛΕΑΝΘΗΣ του Αντωνίου,ΒΟΥΡΚΟΤΙΩΤΗ ΒΑΣΙΛΙΚΗ του Δημοσθένη,ΜΠΟΥΝΤΟΛΟΣ ΙΩΑΝΝΗΣ του Σωκράτη,ΝΤΟΒΟΛΟΥ ΑΝΑΣΤΑΣΙΑ του Δημητρίου,Κίνημα 21,ΖΑΧΟΥ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΡΒΑΝΙΤΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΙΟΡΔΑΝΟΥ ΔΕΣΠΟΙΝΑ του Χαραλάμπους,ΝΙΚΗ,ΑΓΓΕΛΟΥΔΗΣ ΔΗΜΗΤΡΙΟΣ του Παύλου,ΞΑΝΘΗΣ ΔΗΜΗΤΡΙΟΣ του Μάρκου,ΡΙΓΚΟΥ ΚΩΝΣΤΑΝΤΙΝΙΑ του Ιωάννου,ΤΣΩΝΟΥ ΞΑΝΘΗ του Παναγιώτη,κοινωνία αξιών,ΤΣΙΟΥΜΑ ΦΩΤΕΙΝΗ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΚΟΖΑΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Θεοδώρου,Ο.Α.Κ.Κ.Ε.,ΚΑΝΣΟΣ ΔΗΜΗΤΡΙΟΣ του Πάτροκλου,Μ-Λ Κ.Κ.Ε.,ΒΑΣΙΛΕΙΟΥ ΓΕΩΡΓΙΟΣ του Παναγιώτη,Ελλήνων Συνέλευσις,ΝΤΑΟΥΛΑΣ ΓΕΩΡΓΙΟΣ του Σωτηρίου,ΤΡΑΪΚΟΥ ΧΡΥΣΟΥΛΑ του Γεωργίου,Ένωση Κεντρώων,ΜΑΝΤΖΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δαμιανού,ΤΣΙΜΠΡΙΜΑΝΗ ΣΟΦΙΑ του Στυλιανού,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΛΑΠΠΑ ΕΥΣΤΑΘΙΑ του Αθανάσιου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΑΥΡΟΥΔΗΣ ΛΑΜΠΡΟΣ του Αναστασίου,ΜΠΟΥΝΤΟΥΡΗ ΕΥΑΝΘΙΑ (ΕΥΑ) του Ηλία,ΝΕΑ ΔΟΜΗ,ΠΟΛΥΖΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΤΣΟΥΚΑΣ ΔΗΜΗΤΡΙΟΣ του Θωμά,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΠΑΝΑΓΟΥ ΧΡΙΣΤΙΝΑ του Αλέξανδρου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΓΚΕΚΑ ΓΕΩΡΓΙΑ του Σπυρίδωνος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΛΕΞΙΟΥ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΚΟΝΤΑΞΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ευριπίδη,ΜΗΤΡΟΠΟΥΛΟΥ ΑΡΓΥΡΩ του Γεωργίου,ΠΑΠΑΓΕΡΑ - ΠΑΠΑΓΕΡΟΥΔΗ ΔΕΣΠΟΙΝΑ του Στέλλιου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΛΥΒΙΩΤΗ ΝΙΚΟΛΕΤΑ του Θωμά,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΓΚΙΟΛΙΑ ΡΑΦΑΗΛΙΑ του Δημητρίου,ΤΑΓΑΡΟΥΛΙΑΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου
25 - Καρδίτσας,130 E.T. Δήμου Λίμνης Πλαστήρα,331,155,0,0,0,155,49,6,24,3,16,11,21,37,10,5,11,10,11,6,22,4,1,5,4,13,6,21,5,3,10,9,1,1,1,0,0,0,0,0,1,8,0,0,5,4,0,0,0,0,1,0,0,1,0,1,0,0,3,0,3,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,7,3,3
25 - Καρδίτσας,131 E.T. Δήμου Λίμνης Πλαστήρα,323,226,6,0,6,220,112,28,34,7,23,23,76,27,5,6,3,6,16,3,43,4,0,12,3,36,6,13,4,5,4,5,0,0,4,0,0,0,1,2,0,4,2,0,0,2,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,2,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,3,1
25 - Καρδίτσας,132 E.T. Δήμου Λίμνης Πλαστήρα,345,195,3,0,3,192,101,23,43,9,28,14,52,31,5,8,2,5,20,3,23,5,0,8,2,11,14,14,2,5,6,5,0,1,6,3,1,1,1,2,0,5,1,0,1,1,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
25 - Καρδίτσας,133 E.T. Δήμου Λίμνης Πλαστήρα,204,121,1,1,2,119,37,4,14,3,7,5,23,21,0,8,2,5,8,3,30,2,0,11,7,22,3,13,5,6,4,3,2,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0
25 - Καρδίτσας,134 E.T. Δήμου Λίμνης Πλαστήρα,361,212,1,1,2,210,103,13,39,5,35,29,51,41,9,16,12,8,17,8,37,4,0,16,0,25,11,12,2,2,2,9,0,4,2,1,1,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3,1,1,1,0,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
25 - Καρδίτσας,135 E.T. Δήμου Λίμνης Πλαστήρα,358,207,3,2,5,202,82,6,28,8,29,17,41,45,7,6,4,7,32,8,26,2,0,5,3,14,3,11,0,1,5,7,1,0,4,0,1,0,2,1,0,3,1,0,3,1,3,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,4,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,1,1,1,5,5,9,5,3
25 - Καρδίτσας,136 E.T. Δήμου Λίμνης Πλαστήρα,336,201,6,1,7,194,93,7,29,4,20,22,55,44,5,9,11,6,31,8,25,3,1,9,6,20,11,11,1,0,3,3,1,1,2,0,0,1,1,0,0,2,0,0,2,2,1,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,1,1,1
25 - Καρδίτσας,137 E.T. Δήμου Λίμνης Πλαστήρα,389,226,1,0,1,225,115,16,50,5,41,7,64,32,8,7,11,7,8,7,35,3,1,18,0,31,2,5,1,1,2,1,0,1,9,3,5,4,2,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4,2,2,5,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,1,4,3,2
25 - Καρδίτσας,138 E.T. Δήμου Λίμνης Πλαστήρα,400,245,2,0,2,243,94,21,23,5,29,21,53,43,7,5,12,2,23,10,21,2,0,8,0,17,3,27,3,5,9,7,5,4,9,2,4,0,2,1,0,10,2,4,4,3,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6,4,2,1,1,11,5,3,2,4,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,2,0,2,0,0,1,1,2,1,2,2,0,0,0,0,0,2,1,6,4,3
25 - Καρδίτσας,139 E.T. Δήμου Λίμνης Πλαστήρα,393,237,5,1,6,231,97,39,24,7,23,7,51,51,9,5,9,8,33,9,32,2,1,2,1,27,3,21,6,5,5,8,0,6,6,0,0,3,2,2,1,3,0,0,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,3,4,3,2,1,0,0,0,0,0,2,1,1
25 - Καρδίτσας,140 E.T. Δήμου Λίμνης Πλαστήρα,362,212,5,0,5,207,81,20,24,5,19,7,43,49,7,10,8,6,25,12,40,6,1,5,1,32,8,7,0,1,1,3,2,0,6,2,2,4,0,2,0,7,0,2,7,1,2,1,0,1,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,1,1
25 - Καρδίτσας,141 E.T. Δήμου Λίμνης Πλαστήρα,429,242,3,1,4,238,97,12,55,8,23,19,53,32,10,10,5,4,13,8,38,3,2,27,3,29,10,36,4,19,12,20,2,4,8,2,1,1,4,2,1,5,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,3,2,4,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,8,7,4
25 - Καρδίτσας,142 E.T. Δήμου Λίμνης Πλαστήρα,425,248,2,1,3,245,135,16,57,6,41,46,63,35,9,5,9,4,7,7,32,3,1,16,3,20,4,27,3,12,9,10,4,6,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,2,1,1
25 - Καρδίτσας,143 E.T. Δήμου Λίμνης Πλαστήρα,424,265,3,2,5,260,101,14,42,2,26,25,53,50,10,16,13,5,22,15,45,7,0,18,1,32,11,27,0,20,9,15,0,0,9,3,2,1,2,4,1,3,0,1,3,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,5,4,0,0,0,4,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,4,4,4
25 - Καρδίτσας,144 E.T. Δήμου Λίμνης Πλαστήρα,290,177,1,0,1,176,76,7,13,4,33,6,44,31,7,5,7,3,12,14,24,3,0,16,2,11,1,17,3,15,8,5,0,2,3,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,4,3,3
25 - Καρδίτσας,145 E.T. Δήμου Λίμνης Πλαστήρα,304,158,1,1,2,156,57,4,15,4,20,8,36,27,4,8,2,4,8,9,33,2,0,15,1,17,2,15,2,3,4,5,0,1,5,4,2,1,0,0,0,5,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,3,2,1,1,1,1,1,1,1,1
25 - Καρδίτσας,146 E.T. Δήμου Λίμνης Πλαστήρα,346,189,6,2,8,181,58,6,11,2,18,9,44,38,8,10,10,9,10,4,32,7,0,3,3,27,4,11,2,3,2,7,1,1,10,5,1,4,2,2,0,7,0,1,2,4,1,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,2,2,2,0,0,6,3,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,2
25 - Καρδίτσας,147 E.T. Δήμου Λίμνης Πλαστήρα,363,198,2,0,2,196,79,14,28,4,26,19,36,39,3,11,7,12,19,4,40,3,0,13,3,32,11,17,2,6,2,5,3,1,1,0,0,0,1,1,0,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,2,1,1,1,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2
25 - Καρδίτσας,148 E.T. Δήμου Λίμνης Πλαστήρα,313,207,2,1,3,204,93,13,42,8,24,16,66,42,12,13,11,4,16,8,11,2,1,3,2,7,1,28,7,14,11,4,1,1,9,2,4,2,2,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,1,0,0,3,0,0,2,0,1,0,1,0,0,4,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
25 - Καρδίτσας,149 E.T. Δήμου Λίμνης Πλαστήρα,331,207,4,0,4,203,99,13,39,7,29,13,58,42,4,12,9,9,23,12,14,4,0,4,0,7,4,25,0,15,4,8,2,2,7,3,0,1,1,2,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0
25 - Καρδίτσας,150 E.T. Δήμου Λίμνης Πλαστήρα,461,300,2,2,4,296,120,9,23,3,94,10,26,46,10,9,11,10,19,13,45,4,0,13,4,35,5,39,2,15,22,12,8,2,10,4,5,3,1,1,0,8,2,1,7,3,4,1,1,2,2,0,1,0,0,1,0,0,1,1,0,0,0,2,2,0,0,0,8,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,5,5,5
25 - Καρδίτσας,151 E.T. Δήμου Μουζακίου,392,161,2,2,4,157,77,6,29,9,22,7,49,26,6,4,3,6,6,7,15,3,1,3,1,11,3,20,2,6,9,7,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,1,1,4,2,2
25 - Καρδίτσας,152 E.T. Δήμου Μουζακίου,393,228,3,2,5,223,108,10,56,9,24,13,61,50,8,14,5,6,21,7,20,1,0,1,0,19,4,15,3,2,4,3,2,0,4,0,2,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,4,2,2,0,0,0,0,1,1,5,3,0
25 - Καρδίτσας,153 E.T. Δήμου Μουζακίου,379,193,1,0,1,192,94,6,38,8,30,7,61,37,5,9,12,7,7,12,15,0,0,6,0,15,4,25,5,7,6,7,3,3,4,0,1,0,0,0,0,3,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,3,2,0
25 - Καρδίτσας,154 E.T. Δήμου Μουζακίου,383,164,1,0,1,163,113,6,52,8,25,2,81,26,4,10,7,0,6,8,10,0,0,3,1,8,1,1,1,0,1,0,0,0,5,3,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,1
25 - Καρδίτσας,155 E.T. Δήμου Μουζακίου,625,295,4,3,7,288,206,63,125,19,23,87,43,33,12,5,2,2,4,19,3,1,0,0,0,2,0,4,1,1,2,0,0,0,12,3,2,3,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,10,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,1,1,0,0,0,1,0,0,0,0,2,1,6,4,4
25 - Καρδίτσας,156 E.T. Δήμου Μουζακίου,395,227,1,1,2,225,92,9,50,3,13,6,49,44,8,3,5,10,20,12,23,0,0,9,1,17,6,40,4,3,30,23,4,4,4,0,2,1,0,0,1,3,1,0,1,0,0,0,0,0,3,0,1,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,2,4,1,0
25 - Καρδίτσας,157 E.T. Δήμου Μουζακίου,394,193,3,1,4,189,66,7,27,8,10,8,32,51,8,10,4,7,26,10,6,0,0,2,0,1,3,36,4,5,17,11,1,7,7,1,4,2,0,0,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,3,3,1,1,2,1,0,0,1,1,1,5,2,3
25 - Καρδίτσας,158 E.T. Δήμου Μουζακίου,312,183,4,0,4,179,98,19,73,2,13,25,36,36,5,17,10,3,12,7,17,1,0,8,0,12,3,8,1,2,1,3,0,0,4,2,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
25 - Καρδίτσας,159 E.T. Δήμου Μουζακίου,227,138,2,1,3,135,65,11,19,2,11,5,41,24,5,7,3,12,7,6,15,2,0,1,0,15,1,15,5,6,5,1,1,3,3,0,1,1,2,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1,0,0,0,0,2,1,1
25 - Καρδίτσας,160 E.T. Δήμου Μουζακίου,259,140,1,0,1,139,94,17,41,6,25,10,58,10,3,2,4,1,4,1,8,0,0,1,3,5,1,1,0,0,1,1,0,0,4,3,2,1,0,2,0,3,2,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,2,6,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,3,1
25 - Καρδίτσας,161 E.T. Δήμου Μουζακίου,271,155,2,1,3,152,86,15,37,5,21,10,49,30,3,14,3,10,14,5,18,1,1,6,2,14,1,4,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0
25 - Καρδίτσας,162 E.T. Δήμου Μουζακίου,117,58,3,0,3,55,29,2,14,0,7,0,24,13,2,3,5,2,2,9,7,0,1,1,1,4,0,4,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25 - Καρδίτσας,163 E.T. Δήμου Μουζακίου,552,320,10,1,11,309,171,12,94,11,33,5,90,50,6,28,8,10,11,14,32,0,1,18,2,26,2,5,1,1,2,2,1,1,20,6,4,2,5,5,2,4,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,1,1,11,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
25 - Καρδίτσας,164 E.T. Δήμου Μουζακίου,403,219,3,0,3,216,99,18,42,4,17,8,52,60,18,21,6,6,15,31,23,1,0,5,0,20,2,5,0,0,1,2,1,0,8,4,2,0,0,0,0,1,0,0,0,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2
25 - Καρδίτσας,165 E.T. Δήμου Μουζακίου,394,189,2,1,3,186,71,17,28,11,11,8,30,32,10,10,0,0,6,18,46,1,0,11,2,40,0,5,0,0,0,1,3,0,10,5,1,2,1,1,1,2,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,6,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
