ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΜΑΝΔΡΕΚΑ ΑΣΠΑΣΙΑ του Παναγιώτη,ΜΠΟΥΓΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΣΟΥΡΑΣ ΞΕΝΟΦΩΝ του Δημητρίου,ΣΥΡΙΖΑ,ΚΩΣΤΟΠΑΝΑΓΙΩΤΟΥ ΗΛΙΑΣ του Κωνσταντίνου,ΜΑΣΤΡΟΠΕΡΡΟΥ ΛΟΥΚΙΑ του Εμμανουήλ,ΤΣΑΜΑΝΤΑΝΗΣ ΧΡΗΣΤΟΣ του Ηλία,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΔΡΕΟΠΟΥΛΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Ζήση,ΚΑΡΑΜΠΑΡΠΑΣ ΛΕΩΝΙΔΑΣ του Δήμου,ΣΠΑΤΟΥΛΑΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,Κ.Κ.Ε.,ΚΑΛΑΝΤΖΑΚΟΥ ΓΕΩΡΓΙΑ του Δημητρίου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΧΡΗΣΤΟΣ του Ιωάννη,ΤΣΕΛΕΣ ΔΡΟΣΟΣ του Αναστασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΠΟΔΙΣΤΡΙΑ ΙΩΑΝΝΑ του Γεωργίου,ΚΟΝΔΥΛΗΣ ΕΠΑΜΕΙΝΩΝΔΑΣ του Κωνσταντίνου,ΚΟΥΤΣΟΒΕΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΡΒΑΝΙΤΗΣ ΣΤΑΥΡΟΣ του Θεοδώρου,ΑΣΔΕΡΑΚΗ ΕΛΕΝΗ του Γεωργίου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΙΩΑΝΝΗΣ του Επαμεινώνδα,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΟΡΟΜΠΙΛΗΣ ΑΝΔΡΕΑΣ του Ηλία,Κ.Κ.Ε. (μ-λ),ΤΣΙΝΤΖΟΣ ΧΡΗΣΤΟΣ του Φωτίου,Ο.Κ.Δ.Ε.,ΜΠΡΕΝΤΑΣ ΕΥΑΓΓΕΛΟΣ του Αποστόλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΕΞΗΣ ΛΟΥΚΑΣ του Παναγιώτη,Κίνημα 21,ΖΕΡΒΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευσταθίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΟΥΤΣΙΑ ΑΝΑΣΤΑΣΙΑ του Ιωάννη,ΝΙΚΗ,ΠΑΡΘΕΝΙΟΥ ΦΑΝΗ του Σπυρίδωνος,κοινωνία αξιών,ΤΖΕΜΠΕΛΙΚΟΥ ΜΑΡΙΑ-ΛΟΥΚΙΑ του Αθανασίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΚΥΡΙΑΚΟΥ ΑΝΔΡΕΑΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΜΠΟΥΚΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,Ελλήνων Συνέλευσις,ΣΑΞΩΝΗΣ ΣΟΛΩΝ του Σεραφείμ,Ένωση Κεντρώων,ΜΠΑΛΑΣΚΑΣ ΙΩΑΝΝΗΣ του Ανδρέα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΙΑΚΩΒΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΦΟΥΣΕΚΗ ΕΙΡΗΝΗ του Θεμιστοκλή,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΤΡΑΚΑ ΑΛΕΞΑΝΔΡΑ ΙΩΑΝΝΑ του Αλέξανδρου,Οικολόγοι Πράσινοι,ΝΤΟΥΒΛΗΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΕΑΝ...,ΔΡΟΛΑΠΑΣ ΝΙΚΟΛΑΟΣ του Αναργύρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΠΕΝΤΖΟΥ ΑΣΗΜΟΥΛΑ - ΑΜΑΛΙΑ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΧΑΝΙΩΤΗ ΧΡΙΣΤΙΝΑ του Μιχαήλ
35 - Φωκίδας,110 E.T. Δήμου Δωρίδος,224,105,0,0,0,105,62,18,34,3,19,12,1,4,9,5,1,2,5,2,0,2,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
35 - Φωκίδας,111 E.T. Δήμου Δωρίδος,70,39,0,2,2,37,26,18,4,2,5,4,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
35 - Φωκίδας,112 E.T. Δήμου Δωρίδος,106,51,0,0,0,51,23,6,14,0,9,6,0,3,4,2,0,1,2,0,1,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
35 - Φωκίδας,113 E.T. Δήμου Δωρίδος,150,38,0,0,0,38,18,9,8,0,3,1,0,0,6,3,2,0,7,6,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35 - Φωκίδας,114 E.T. Δήμου Δωρίδος,175,105,7,0,7,98,61,22,37,0,11,6,2,0,3,3,0,0,5,1,4,0,5,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2
35 - Φωκίδας,115 E.T. Δήμου Δωρίδος,165,94,2,0,2,92,45,14,25,4,10,6,1,1,15,3,5,1,11,3,4,1,2,1,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2
35 - Φωκίδας,116 E.T. Δήμου Δωρίδος,318,162,5,0,5,157,82,36,31,3,33,19,1,4,7,2,1,1,7,2,1,1,9,4,3,0,1,1,0,0,1,1,3,2,0,0,0,0,3,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4,0
35 - Φωκίδας,117 E.T. Δήμου Δωρίδος,487,254,6,1,7,247,118,50,56,8,45,34,3,1,39,13,7,7,15,5,3,2,8,4,2,1,1,0,0,0,9,9,1,1,0,0,2,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1
35 - Φωκίδας,118 E.T. Δήμου Δωρίδος,66,34,2,0,2,32,19,6,9,4,5,1,0,0,2,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35 - Φωκίδας,119 E.T. Δήμου Δωρίδος,43,19,0,0,0,19,10,0,6,2,4,0,0,1,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35 - Φωκίδας,120 E.T. Δήμου Δωρίδος,133,53,1,2,3,50,26,8,15,2,6,3,0,1,12,11,0,0,1,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35 - Φωκίδας,121 E.T. Δήμου Δωρίδος,144,75,1,0,1,74,37,8,20,0,17,14,1,1,13,8,1,0,2,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35 - Φωκίδας,122 E.T. Δήμου Δωρίδος,53,30,0,0,0,30,14,4,7,0,3,2,0,0,6,2,3,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35 - Φωκίδας,123 E.T. Δήμου Δωρίδος,356,233,6,0,6,227,97,42,49,0,33,10,3,14,35,16,6,7,18,2,11,0,15,9,1,1,8,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,2,0,1,0,6,3,0,0,0,0,0,0,0,0,5,4
35 - Φωκίδας,124 E.T. Δήμου Δωρίδος,354,205,3,3,6,199,95,41,52,1,40,16,5,16,25,9,1,6,8,3,1,1,6,3,0,0,3,1,0,0,2,1,0,0,0,0,0,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,0,0,4,4,2,2,1,1,1,1
35 - Φωκίδας,125 E.T. Δήμου Δωρίδος,519,345,10,3,13,332,155,33,84,25,70,9,57,3,52,14,12,13,12,2,3,1,8,3,4,0,4,0,2,1,2,1,0,0,0,0,0,0,1,1,0,0,8,7,1,0,0,0,1,0,0,0,1,1,2,0,4,2,0,0,1,0,2,1,2,1,0,0,6,4
35 - Φωκίδας,126 E.T. Δήμου Δωρίδος,163,99,0,1,1,98,47,13,19,11,19,5,7,3,14,8,3,3,3,0,1,1,1,0,0,1,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6
35 - Φωκίδας,127 E.T. Δήμου Δωρίδος,89,63,0,1,1,62,40,24,11,3,8,0,2,5,6,3,0,1,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35 - Φωκίδας,128 E.T. Δήμου Δωρίδος,292,179,2,0,2,177,100,35,42,15,17,5,2,3,30,16,1,2,6,3,2,1,4,2,2,0,2,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,2,1,0,0,0,0,6,1
35 - Φωκίδας,129 E.T. Δήμου Δωρίδος,85,59,1,0,1,58,45,13,26,1,5,2,1,0,1,0,0,1,1,0,1,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35 - Φωκίδας,130 E.T. Δήμου Δωρίδος,152,97,0,1,1,96,39,17,18,1,25,9,3,3,15,5,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0
35 - Φωκίδας,131 E.T. Δήμου Δωρίδος,215,134,4,0,4,130,65,27,29,3,27,12,4,6,12,7,1,3,9,3,1,1,2,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,4,1
35 - Φωκίδας,132 E.T. Δήμου Δωρίδος,303,169,3,1,4,165,69,33,28,1,48,15,13,15,13,4,0,5,4,0,0,4,6,5,0,0,3,0,1,0,1,1,2,2,0,0,2,1,2,1,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,1,1,1,0,0,6,2
35 - Φωκίδας,133 E.T. Δήμου Δωρίδος,309,179,6,1,7,172,70,27,32,2,43,13,8,16,13,9,1,1,11,2,4,0,2,0,0,0,2,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,15,8,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3
35 - Φωκίδας,134 E.T. Δήμου Δωρίδος,256,167,1,1,2,165,96,15,54,24,25,10,9,4,25,14,0,0,3,1,1,0,3,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3
35 - Φωκίδας,Ε.Τ. ΦΥΛΑΚΩΝ ΑΜΦΙΣΣΑΣ,67,63,0,0,0,63,6,1,4,0,47,17,7,2,2,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
35 - Φωκίδας,Ε.Τ. ΦΥΛΑΚΩΝ ΜΑΛΑΝΔΡΙΝΟΥ,125,114,27,0,27,87,8,2,4,0,69,26,20,8,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1
35 - Φωκίδας,Ετερ. Φωκίδας (από 163ο Ε.Τ. Νομ. Αττικης-Αθηνών),481,336,4,1,5,331,153,0,0,0,61,0,0,0,37,0,0,0,23,0,0,0,9,0,0,0,10,0,0,0,1,0,1,0,0,0,2,0,5,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0
35 - Φωκίδας,Ετερ. Φωκίδας (από 164ο Ε.Τ. Νομ. Αττικης-Αθηνών),479,328,0,1,1,327,176,0,0,0,58,0,0,0,24,0,0,0,16,0,0,0,12,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,1,0,4,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,10,0
35 - Φωκίδας,Ετερ. Φωκίδας (από Εφετείο Πειραιώς),64,48,2,0,2,46,25,9,9,3,10,2,3,2,1,1,0,0,3,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Σύνολο,,41931,24471,489,142,631,23840,11021,4261,4849,743,4604,1515,941,1162,2342,749,366,555,1909,797,312,339,747,301,113,77,461,123,78,58,334,269,45,26,5,2,94,35,241,163,117,49,452,283,22,8,18,7,31,10,68,54,63,28,92,65,155,73,138,82,30,11,130,70,72,44,76,39,573,325
