ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΑΣΙΛΕΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ (ΛΑΚΗΣ) του Νικολάου,ΓΙΑΝΝΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αριστείδη,ΚΑΡΑΣΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΟΖΙΔΟΥ ΝΙΚΟΛΕΤΤΑ (ΝΙΚΗ) του Οδυσσέα,ΣΑΡΑΛΙΩΤΟΥ ΜΑΡΙΑ του Θεοδώρου,ΣΤΑΜΕΝΙΤΗΣ ΔΙΟΝΥΣΙΟΣ (ΔΙΟΝΥΣΗΣ) του Ευαγγέλου,ΣΥΡΙΖΑ,ΔΑΝΤΣΗ ΠΑΡΑΣΚΕΥΗ (ΕΥΗ) του Τρύφωνα,ΜΠΑΛΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΜΠΑΜΠΑΛΗΣ ΑΛΚΙΒΙΑΔΗΣ (ΑΛΚΗΣ) του Χρήστου,ΣΗΦΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΣΤΑΥΡΙΔΟΥ ΣΟΦΙΑ του Κωνσταντίνου,ΤΖΑΚΡΗ ΘΕΟΔΩΡΑ του Εμμανουήλ,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΛΕΞΑΝΔΡΙΔΟΥ ΡΑΧΗΛ του Νικολάου,ΖΑΡΟΓΟΥΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστοτέλη,ΝΟΥΣΗΚΥΡΟΥ ΑΛΚΙΒΙΑΔΗΣ (ΑΛΚΗΣ) του Γεωργίου,ΞΥΛΟΥΡΓΙΔΗΣ ΑΝΤΩΝΙΟΣ του Στυλιανού,ΠΑΠΑΔΑΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Γεωργίου,ΤΣΑΛΤΑΦΕΡΙΔΗΣ ΑΠΟΣΤΟΛΟΣ του Στυλιανού,Κ.Κ.Ε.,ΚΟΥΤΟΥΦΗΣ ΘΕΟΦΑΝΗΣ του Χριστόδουλου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΥΜΠΙΑ του Νικολάου,ΣΟΥΜΕΛΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΣΙΤΣΑΓΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΧΑΤΖΗΒΑΣΙΛΕΙΑΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΕΛΛΙΟΣ ΓΡΗΓΟΡΙΟΣ του Αντωνίου,ΚΟΥΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ελευθερίου,ΜΠΑΛΑΤΣΟΥ ΠΕΡΙΣΤΕΡΑ ΣΤΕΛΛΑ του Ιωάννη,ΞΕΦΤΕΡΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΣΙΑΡΙΔΟΥ ΣΟΦΙΑ του Ευριπίδη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΥΠΙΔΗΣ ΣΟΦΟΚΛΗΣ του Κωνσταντίνου,ΚΟΓΙΟΥ ΕΛΕΝΗ του Ιωάννη,ΜΠΑΡΜΠΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΤΖΙΓΚΑΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΤΟΠΑΛΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Χρυσοβέργη,ΤΣΑΚΙΡΙΔΗΣ-ΠΑΛΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΧΑΡΗΣ) του Σάββα,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΙΚΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΒΟΝΤΣΗ ΣΩΤΗΡΙΑ του Δημητρίου,ΖΑΓΓΑΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,Ο.Κ.Δ.Ε.,ΓΑΤΣΟΥ ΙΟΡΔΑΝΑ του Ευαγγέλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΛΚΑΝΗ ΙΦΙΓΕΝΕΙΑ του Ιωάννη,ΚΑΤΛΑΜΟΥΣΗ ΙΩΑΝΝΑ του Δημητρίου,ΚΕΧΑΓΙΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννου,ΛΟΥΣΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Πέτρου,Κίνημα 21,ΓΟΥΓΟΥΛΙΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Χρήστου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΖΙΑΝΝΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΟΥΦΑΛΗΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνος,ΛΙΑΚΟΥΛΗ ΦΑΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Παύλου,ΝΙΚΗ,ΒΑΣΙΛΕΙΑΔΗΣ ΑΝΤΩΝΙΟΣ του Ιωάννη,ΓΑΛΑΝΤΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΚΑΡΑΣΑΒΒΙΔΗΣ ΓΕΩΡΓΙΟΣ του Βιτάνη,ΜΑΚΡΙΔΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΜΑΡΑΝΤΙΔΟΥ ΓΕΩΡΓΙΑ του Βασιλείου,ΤΑΒΟΥΛΑΡΗ ΕΛΕΝΗ του Αναστασίου,κοινωνία αξιών,ΧΑΡΑΛΑΜΠΟΥΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΙΑΝΝΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ευάγγελου,ΔΗΜΗΤΡΙΑΔΟΥ ΑΝΤΩΝΙΑ του Κυριάκου,Ο.Α.Κ.Κ.Ε.,ΓΚΙΟΥΛΑΚΗΣ ΣΤΕΡΓΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΣΟΥΛΙΩΤΗ ΣΟΦΙΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΔΙΠΛΑΡΙΔΟΥ ΕΙΡΗΝΗ του Κωνσταντίνου,ΔΙΣΚΟΥ ΠΑΡΑΣΚΕΥΗ του Παύλου,ΜΑΤΖΑΡΗΣ ΑΡΙΣΤΕΙΔΗΣ του Γεωργίου,ΠΟΥΤΑΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΣΤΡΕΠΚΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΒΑΝΙΔΟΥ ΒΑΣΙΛΙΚΗ του Προδρόμου,ΚΥΖΥΡΙΔΟΥ ΕΙΡΗΝΗ του Θεόφιλου,ΤΣΟΥΜΑΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΡΟΥΤΙΟΥΝΙΑΝ- ΔΗΜΗΤΡΙΑΔΟΥ ΙΡΜΑ- ΕΙΡΗΝΗ του Ράφαελ,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΩΣΤΑ ΑΘΑΝΑΣΙΑ του Σταύρου,ΟΥΡΕΪΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΕΛΤΣΟΥ ΜΑΡΙΑ του Οδυσσέα,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΤΖΗΜΙΧΑΗΛ ΑΝΤΩΝΙΟΣ του Ζαχαρία,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΣΟΡΜΠΑΤΖΟΓΛΟΥ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΙΚΟΛΑΪΔΗΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΕΑΝ...,ΔΕΛΗΧΑΤΖΟΓΛΟΥ ΠΡΟΔΡΟΜΟΣ του Ελευθερίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΛΕΥΚΗ ΜΑΡΙΝΑ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΕΥΣΤΡΑΤΙΟΣ του Ευθυμίου
11 - Πέλλας,132 E.T. Δήμου Πέλλας,533,346,9,2,11,335,157,70,6,37,5,4,83,45,5,4,12,7,2,23,34,8,23,0,4,2,5,16,6,6,2,0,0,4,29,14,10,4,1,5,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,5,1,0,1,0,18,10,7,0,0,6,3,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,4,0,0,1,1,0,1,1,1,0,0,2,2,1,0,0,0,1,0,0,0,10,10
11 - Πέλλας,133 E.T. Δήμου Πέλλας,567,352,4,2,6,346,146,72,7,26,12,11,82,64,9,4,14,11,5,27,22,11,8,2,5,2,3,24,11,3,7,1,0,12,31,20,2,4,3,4,9,10,2,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,0,0,16,11,10,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,3,1,2,2,2,2,2,0,0,2,1,2,2,0,0,0,0,1,1,15,8
11 - Πέλλας,134 E.T. Δήμου Πέλλας,536,324,7,2,9,315,157,95,7,44,4,5,74,54,3,10,15,12,5,36,25,8,11,3,7,3,10,8,1,1,3,0,0,5,18,9,8,2,4,3,4,3,0,2,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,4,3,5,2,1,2,2,18,10,7,3,1,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,1,1,3,2,2,1,0,1,1,0,0,1,0,1,1,1,1,10,7
11 - Πέλλας,135 E.T. Δήμου Πέλλας,526,309,3,2,5,304,135,64,5,34,6,1,68,66,7,18,17,11,3,32,21,12,4,0,4,1,3,16,7,3,6,2,0,8,24,14,7,0,2,0,4,7,1,4,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,9,5,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,4,3,1,1,1,1,0,0,1,1,8,5
11 - Πέλλας,136 E.T. Δήμου Πέλλας,531,290,11,1,12,278,115,56,7,25,2,3,63,58,6,6,13,5,4,40,18,7,10,1,0,1,1,16,6,0,7,1,0,9,16,8,6,2,0,3,1,6,3,2,0,2,2,0,1,1,0,0,0,0,0,1,1,1,0,0,3,2,2,0,0,0,0,18,8,7,2,2,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,4,3,0,1,1,3,1,2,1,1,2,2,1,1,1,1,0,0,0,0,7,5
11 - Πέλλας,137 E.T. Δήμου Πέλλας,490,311,4,2,6,305,106,57,5,19,2,4,53,52,4,8,13,10,0,31,25,8,13,0,4,4,3,17,8,0,7,0,0,7,37,18,13,3,0,4,7,3,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,10,3,1,0,1,25,14,12,3,0,3,2,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,3,2,0,0,0,0,2,1,2,0,0,2,2,1,0,1,0,3,1,3,2,7,4
11 - Πέλλας,138 E.T. Δήμου Πέλλας,534,349,4,0,4,345,133,57,3,25,4,4,89,63,4,6,21,12,1,38,40,10,18,3,13,2,5,23,7,5,9,4,1,6,22,11,4,1,1,3,6,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1,25,10,11,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,3,1,2,4,2,3,2,1,0,0,0,0,4,3,2,0,1,1,0,0,12,4
11 - Πέλλας,139 E.T. Δήμου Πέλλας,526,324,7,0,7,317,125,61,5,26,5,2,72,64,7,6,11,15,4,30,16,1,9,1,2,2,2,22,11,3,4,1,0,13,25,15,10,1,3,2,5,8,2,5,0,0,3,3,0,0,2,1,0,0,0,1,0,0,0,1,3,1,4,1,2,0,2,22,14,9,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,1,2,2,1,0,0,2,2,4,4,2,1,2,2,0,0,9,7
11 - Πέλλας,140 E.T. Δήμου Πέλλας,528,314,9,3,12,302,105,64,7,22,7,3,58,70,7,5,26,13,7,39,27,5,15,2,5,2,4,10,2,3,4,2,0,6,33,15,11,2,2,4,9,3,2,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,3,1,1,1,1,0,0,20,12,3,3,1,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,2,1,1,0,6,4,5,1,1,1,1,1,0,1,0,4,2,0,0,10,7
11 - Πέλλας,141 E.T. Δήμου Πέλλας,528,347,6,3,9,338,128,48,1,35,4,6,84,68,4,12,14,9,9,28,45,23,28,4,5,1,6,15,5,1,8,3,1,7,26,12,7,2,1,4,2,18,10,4,3,3,4,6,0,0,1,1,1,0,0,0,0,0,0,0,2,1,3,1,0,0,2,15,6,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,3,1,2,1,1,2,2,2,0,0,0,0,0,0,0,6,4
11 - Πέλλας,142 E.T. Δήμου Πέλλας,526,328,1,2,3,325,141,77,5,47,4,3,76,49,5,11,14,4,4,29,23,4,8,4,1,4,10,14,4,1,8,0,1,4,16,7,4,3,3,2,2,6,0,2,0,1,2,1,3,2,0,0,0,0,0,1,1,0,1,0,1,1,3,1,1,0,0,32,20,21,1,1,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,1,0,1,1,1,1,6,4,2,2,0,0,3,1,16,8
11 - Πέλλας,143 E.T. Δήμου Πέλλας,528,350,3,0,3,347,144,70,7,44,3,6,63,61,6,11,20,11,2,28,26,8,14,0,0,7,7,26,10,3,8,0,1,11,26,10,10,4,4,0,3,4,1,1,0,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,1,1,4,2,0,1,0,30,14,15,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,6,3,3,1,2,2,1,1,0,0,5,2
11 - Πέλλας,144 E.T. Δήμου Πέλλας,537,359,7,2,9,350,147,79,7,44,6,6,79,70,3,15,24,8,2,40,34,17,10,4,1,2,9,8,2,1,4,0,0,3,20,15,6,1,1,0,2,7,0,0,1,0,1,0,3,3,1,1,0,0,0,1,0,0,0,0,2,2,7,2,3,2,4,26,14,13,3,3,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,5,3,3,0,0,4,4,1,1,3,2,0,0,0,0,7,7
11 - Πέλλας,145 E.T. Δήμου Πέλλας,501,329,5,4,9,320,116,53,4,32,5,2,65,57,5,8,25,12,3,32,33,11,20,0,2,4,4,20,6,3,5,2,0,12,22,11,2,2,1,1,3,7,2,3,0,0,3,3,1,1,1,0,0,0,0,3,1,1,1,0,1,0,1,0,0,0,0,34,22,15,1,1,4,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,0,16,11
11 - Πέλλας,146 E.T. Δήμου Πέλλας,519,328,5,2,7,321,125,77,6,15,3,6,73,65,8,12,26,7,6,37,37,15,14,0,8,7,2,7,4,0,2,0,0,2,15,7,8,2,1,2,3,5,1,2,0,0,1,0,2,2,1,0,0,0,0,5,4,4,0,0,3,1,3,1,0,1,0,31,18,19,1,1,3,3,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,2,1,2,2,2,0,0,0,9,6
11 - Πέλλας,147 E.T. Δήμου Πέλλας,533,343,13,3,16,327,133,65,5,29,5,7,64,66,11,9,14,6,4,43,27,3,17,5,7,3,9,19,5,1,6,1,0,9,15,8,5,1,3,0,1,10,3,2,0,1,0,3,2,2,0,0,0,0,0,2,0,0,0,0,2,1,6,1,1,1,1,17,12,9,2,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,5,2,0,1,3,3,1,1,0,0,0,4,2,4,4,0,0,1,1,0,0,8,3
11 - Πέλλας,148 E.T. Δήμου Πέλλας,545,346,6,3,9,337,135,69,7,46,4,4,53,76,8,10,25,10,8,48,30,13,11,1,3,3,9,6,0,1,2,0,1,3,19,7,7,2,1,0,3,4,1,1,0,0,0,1,3,3,0,0,0,0,0,3,1,1,0,0,1,0,3,2,1,1,2,35,15,17,1,1,2,1,0,0,1,0,0,0,0,1,1,2,1,0,0,1,0,3,0,1,2,0,0,2,2,1,1,1,0,0,1,0,1,1,0,0,1,0,9,5
11 - Πέλλας,149 E.T. Δήμου Πέλλας,524,319,6,7,13,306,118,61,6,29,6,1,62,70,9,6,22,3,10,39,37,6,14,0,1,3,18,13,4,3,5,0,0,4,18,6,4,0,1,0,4,5,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,21,13,13,1,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,2,1,1,0,0,0,6,4,3,0,0,1,1,1,1,1,1,0,0,1,0,6,5
11 - Πέλλας,150 E.T. Δήμου Πέλλας,532,320,9,4,13,307,116,64,3,26,13,9,54,78,12,12,24,13,8,43,23,7,9,3,5,2,8,15,3,1,5,0,0,7,19,10,6,1,1,1,4,4,1,1,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,27,12,12,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,1,0,2,1,1,0,0,0,13,9
11 - Πέλλας,151 E.T. Δήμου Πέλλας,553,350,5,1,6,344,147,74,4,42,2,7,72,63,6,12,19,12,2,38,32,11,10,6,1,7,11,12,4,3,5,1,0,5,26,11,5,4,5,3,7,6,2,2,0,2,0,0,3,3,1,1,1,0,0,1,0,0,0,1,3,2,3,1,1,1,0,20,11,10,3,0,3,2,0,0,1,1,0,0,0,0,0,3,1,0,1,2,1,2,1,1,0,0,0,1,1,0,1,0,1,1,1,1,2,0,2,1,1,1,12,6
11 - Πέλλας,152 E.T. Δήμου Πέλλας,542,333,7,1,8,325,121,61,2,38,12,5,60,85,8,10,35,9,5,54,24,7,9,1,1,1,6,11,0,2,5,0,0,3,21,8,4,2,3,3,9,8,0,2,1,0,3,2,0,0,1,1,1,0,0,0,0,0,0,0,4,3,5,2,0,1,3,24,12,16,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,1,0,2,2,3,1,0,2,1,1,1,4,3,0,0,0,0,1,1,5,2
11 - Πέλλας,153 E.T. Δήμου Πέλλας,524,324,6,0,6,318,144,74,4,35,7,3,85,49,3,9,10,6,6,36,30,10,16,0,7,5,4,19,3,3,7,1,0,13,14,9,6,1,0,1,5,6,0,2,0,0,1,2,1,1,0,0,0,0,0,2,1,1,0,0,3,2,4,2,1,1,0,24,10,11,2,2,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,0,0,0,2,1,2,1,1,1,0,3,3,1,1,2,1,0,0,0,0,5,3
11 - Πέλλας,154 E.T. Δήμου Πέλλας,504,341,5,0,5,336,131,69,4,25,5,7,75,57,7,7,18,7,10,34,27,9,14,4,2,1,7,17,4,1,5,1,2,10,23,8,5,1,4,3,7,6,2,1,0,1,2,1,6,5,0,0,0,0,0,2,1,1,0,0,1,1,5,1,1,1,1,31,16,14,4,1,4,5,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,2,0,1,1,0,0,6,3,3,2,1,3,2,4,3,3,2,0,0,0,0,8,7
11 - Πέλλας,155 E.T. Δήμου Πέλλας,398,278,2,3,5,273,152,83,6,42,4,1,87,51,4,3,1,38,1,28,10,1,8,1,0,2,0,5,1,0,1,0,1,1,11,6,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,4,4,1,1,0,3,21,13,8,1,0,4,4,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,3,2
11 - Πέλλας,156 E.T. Δήμου Πέλλας,204,138,5,0,5,133,87,67,1,27,3,2,24,14,2,0,2,9,0,9,5,3,0,0,3,0,0,1,0,0,0,1,0,0,13,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3
11 - Πέλλας,157 E.T. Δήμου Πέλλας,532,232,5,2,7,225,91,45,7,14,5,7,51,41,2,7,9,3,4,23,21,3,14,2,3,3,3,16,4,4,5,1,1,6,24,11,10,2,2,1,7,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,4,1,1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,1,0,0,1,0,0,0,1,1,1,1,1,0,6,5
11 - Πέλλας,158 E.T. Δήμου Πέλλας,530,246,1,1,2,244,96,59,7,27,2,2,41,49,2,11,19,4,4,31,34,16,22,6,1,1,8,12,3,1,4,1,1,5,13,7,4,0,2,1,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,2,11,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,3,1,1,0,1,0,0,1,1,1,0,0,2,2,0,0,4,3,0,0,2,1,7,6
11 - Πέλλας,159 E.T. Δήμου Πέλλας,531,240,5,2,7,233,92,47,5,26,10,4,45,43,6,10,11,8,3,25,25,10,10,3,1,1,5,13,3,1,3,0,0,5,15,4,5,0,2,0,2,9,4,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,19,13,10,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,6,3
11 - Πέλλας,160 E.T. Δήμου Πέλλας,525,263,6,4,10,253,102,60,2,23,1,3,58,56,7,7,9,13,7,36,18,5,9,0,4,3,2,14,3,4,3,1,1,5,17,10,3,1,3,0,4,8,1,2,1,0,3,2,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,18,14,10,0,0,4,3,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,10,5
11 - Πέλλας,161 E.T. Δήμου Πέλλας,522,253,8,2,10,243,90,42,2,22,5,1,46,44,5,5,13,7,2,23,23,6,13,1,0,3,1,8,1,2,3,0,0,3,23,14,2,4,2,1,1,5,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,24,13,12,3,1,3,2,1,0,0,0,0,0,0,0,0,2,0,1,1,2,0,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,13,7
11 - Πέλλας,162 E.T. Δήμου Πέλλας,532,275,15,0,15,260,101,58,3,18,8,4,56,44,3,8,7,5,3,26,23,10,9,3,1,8,0,19,11,4,8,1,0,4,15,8,3,1,2,2,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,1,1,1,0,1,0,35,22,13,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,11,9
11 - Πέλλας,163 E.T. Δήμου Πέλλας,560,253,5,2,7,246,85,46,2,19,5,3,39,65,9,6,23,12,1,45,16,6,7,1,0,2,6,8,3,1,5,0,0,3,22,11,4,2,3,2,8,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,26,17,13,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,1,0,0,0,10,7
11 - Πέλλας,164 E.T. Δήμου Πέλλας,529,252,9,0,9,243,91,51,6,22,6,3,47,46,1,10,8,6,2,25,33,15,17,5,0,3,8,8,5,0,1,0,0,4,26,12,7,0,3,4,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,22,12,13,1,2,1,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,3
11 - Πέλλας,165 E.T. Δήμου Πέλλας,528,239,4,1,5,234,92,40,3,30,5,5,52,41,3,9,15,4,1,24,14,7,6,1,0,1,3,11,4,2,7,1,0,6,17,7,6,2,3,1,4,9,2,5,0,1,3,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,2,0,2,1,1,26,12,11,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,1,1,2,2,3,3,2,2,0,0,0,0,6,1
11 - Πέλλας,166 E.T. Δήμου Πέλλας,528,252,14,2,16,236,77,40,2,25,7,4,32,61,7,12,15,11,8,40,18,7,9,2,2,6,1,9,4,2,2,2,0,6,19,8,8,3,3,1,5,7,1,2,0,1,1,3,1,1,0,0,0,0,0,1,1,0,0,0,2,2,4,2,1,2,1,7,4,2,0,0,0,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,5,5,2,1,0,0,3,3,14,12
11 - Πέλλας,167 E.T. Δήμου Πέλλας,458,226,3,1,4,222,55,26,4,16,1,1,24,44,3,11,10,11,3,26,29,7,14,3,6,4,5,14,2,4,5,2,1,7,19,11,4,2,2,4,5,9,1,0,1,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,3,2,4,2,2,0,2,20,17,10,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,1,0,0,1,1,1,1,1,2,2,1,1,3,3,1,1,0,0,11,9
