ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΩΤΣΗΡΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΛΙΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΠΑΡΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΜΠΟΥΡΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΑΝΟΗΛΙΑ ΜΑΡΙΑ του Χρήστου,ΠΟΥΛΗΣ ΣΤΑΜΑΤΙΟΣ του Κυριάκου,ΣΥΡΙΖΑ,ΒΟΥΤΥΡΑΚΟΥ ΔΙΑΛΕΚΤΗ ΑΘΗΝΑ (ΔΙΑΝΑ) του Κωνσταντίνου,ΝΕΦΕΛΟΥΔΗΣ ΑΝΔΡΕΑΣ του Παύλου,ΠΑΝΤΖΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα Αριστοτέλη,ΠΑΠΠΑ ΠΑΝΑΓΙΩΤΑ του Χαράλαμπου,ΣΤΕΦΑΤΟΥ ΔΙΟΝΥΣΙΑ του Παναγή,ΤΣΙΠΡΑΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΚΑΜΙΩΤΑΚΗ ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΒΟΥΓΙΑΝΤΖΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΠΕΡΟΥΚΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Παντελή,ΣΤΑΜΟΥ ΔΗΜΗΤΡΙΟΣ του Σπυρίδωνος,ΥΨΗΛΑΝΤΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΧΑΤΖΗΛΕΡΗΣ ΚΥΡΙΑΚΟΣ του Γεωργίου,Κ.Κ.Ε.,ΓΚΙΝΗΣ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,ΘΕΟΔΩΡΟΥ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Παναγιώτη,ΜΕΝΙΔΙΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Ιωάννη,ΠΑΠΑΔΑΤΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΠΑΠΑΣΤΑΥΡΟΥ ΚΥΡΙΛΛΟΣ του Χρυσοστόμου,ΤΣΟΚΑΝΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΚΑΤΣΑΝΗΣ ΔΗΜΗΤΡΙΟΣ του Στέλιου,ΛΥΚΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Χαράλαμπου,ΣΑΒΒΙΔΟΥ ΔΕΣΠΟΙΝΑ του Χρήστου,ΤΑΜΗΛΙΑΣ ΣΠΥΡΟΣ του Αλέξανδρου,ΤΑΤΜΙΧΑΛΗΣ ΑΝΔΡΕΑΣ του Φίλιππου,ΤΟΛΗ ΧΡΥΣΟΥΛΑ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΓΙΟΜΥΡΓΙΑΝΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΕΛΕΝΗ ΔΗΜΗΤΡΑ του Αναστασίου,ΚΑΛΥΒΑΣ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΚΛΩΚΑ ΜΑΡΙΑΝΕΛΛΑ του Γεωργίου,ΠΟΛΥΧΡΟΝΗΣ ΒΑΣΙΛΕΙΟΣ του Πολυχρόνη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΒΑΠΟΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΚΑΡΥΑΝΔΗ ΑΘΗΝΑ του Αντωνίου,ΛΑΜΠΡΟΥ ΜΙΧΑΗΛ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΛΑΜΠΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΟΓΙΑ ΜΑΡΙΝΑ του Γεωργίου,ΤΣΟΠΕΛΑΚΗΣ ΗΡΑΚΛΗΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΜΠΑΡΔΑΚΑΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΚΙΟΚΑΣ ΑΓΓΕΛΟΣ του Αναργύρου,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΛΙΑ) του Γεωργίου,ΖΟΥΠΑ ΣΤΥΛΙΑΝΗ του Δημητρίου,ΚΑΤΑΡΑΧΙΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΠΟΛΥΔΩΡΟΣ  ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΤΡΙΧΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παύλου,Κίνημα 21,ΘΩΜΟΠΟΥΛΟΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΚΟΝΤΟΓΙΑΝΝΙΔΟΥ ΑΛΑΤΑ ΧΡΙΣΤΙΝΑ ΕΛΕΝΗ του Παύλου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗ ΤΑΤΙΑΝΑ του Ιωάννη,ΜΠΟΥΣΜΠΟΥΚΕΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΠΟΝΗΡΕΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΦΩΚΑΣ ΙΩΑΝΝΗΣ του Κοσμά,ΝΙΚΗ,ΑΜΠΑΔΟΓΙΑΝΝΗ ΕΥΑΝΘΙΑ του Νικολάου,ΚΟΤΣΟΧΕΙΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΥ ΓΕΩΡΓΙΑ του Ευάγγελου,ΠΑΛΑΙΤΣΑΚΗΣ ΓΙΩΡΓΟΣ του Ιωάννη,ΣΥΜΠΟΥΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,ΤΣΑΝΕΚΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,κοινωνία αξιών,ΚΑΛΟΓΕΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΡΩΪΜΟΠΟΥΛΟΥ ΤΟΥΡΦΑΝΤΟΓΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γρηγορίου,Ο.Α.Κ.Κ.Ε.,ΓΟΥΡΝΑΣ ΠΙΕΡΡΟΣ του Διονυσίου,Μ-Λ Κ.Κ.Ε.,ΑΡΓΥΡΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αργυρίου,Ελλήνων Συνέλευσις,ΜΑΥΡΟΥΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Συμεών,ΠΑΠΑΓΕΩΡΓΙΟΥ ΕΛΕΝΗ του Γεωργίου,ΠΡΙΦΤΗ ΕΥΓΕΝΙΑ του Ευάγγελου,ΡΕΝΤΟΥΜΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΣΟΛΕΡΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Χαράλαμπου,Ένωση Κεντρώων,ΚΟΚΚΙΝΑΣ ΝΙΚΟΛΑΟΣ του Τιμόθεου,ΜΕΝΤΕΣΙΔΟΥ ΕΡΑΣΜΙΑ του Κυριάκου,ΠΑΠΑΘΕΟΥ ΑΛΕΞΑΝΔΡΑ του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΓΑΛΙΩΤΗΣ ΝΙΚΟΣ του Στυλιανού,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΘΑΝΑΣΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΑΡΕΤΑ ΛΗΤΩ του Αθανασίου,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΜΠΙΝΙΩΡΗΣ ΑΛΕΞΑΝΔΡΟΣ του Χρήστου,ΦΡΑΝΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΩΝΣΤΑΝΤΑ ΕΥΑΓΓΕΛΙΑ του Μηνά,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΑΝΝΙΝΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΚΑΝΙΑΡΗΣ ΑΝΤΩΝΙΟΣ του Στυλιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΓΚΟΚΤΣΗ ΕΛΕΝΗ του Νικολάου,ΔΗΜΗΤΡΙΑΔΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΚΡΙΕΚΟΥΚΗ ΑΝΑΣΤΑΣΙΑ του Θεοδώρου,ΝΤΟΥΡΟΣ ΝΙΚΟΛΑΟΣ του Σωτηρίου,ΤΑΝΤΟΥΡΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωσήφ,Οικολόγοι Πράσινοι,ΠΑΠΑΔΟΥΚΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΕΑΝ...,ΠΑΪΤΕΡΗΣ ΒΑΣΙΛΕΙΟΣ του Αλέξανδρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΗΤΡΙΑΔΟΥ ΜΑΡΙΑ του Σάββα,ΚΑΡΑΓΙΑΝΝΟΠΟΥΛΟΣ ΝΕΚΤΑΡΙΟΣ του Παρασκευά,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΡΙΤΣΗ ΑΝΑΣΤΑΣΙΑ του Σάββα,ΦΟΥΦΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
64 - Β' Δυτικής Αττικής,249 E.T. Δήμου Φυλής,482,296,19,0,19,277,94,35,22,20,41,16,20,69,15,23,11,9,22,28,27,9,3,5,5,1,10,35,2,1,2,24,13,1,14,7,3,3,2,1,3,6,2,2,1,2,2,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,6,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,3,1,0,0,1,0,5,3,1,1,1,0,1,5,5,4
64 - Β' Δυτικής Αττικής,250 E.T. Δήμου Φυλής,470,289,9,1,10,279,126,65,25,20,45,11,42,65,18,20,12,6,20,20,17,8,0,1,7,4,8,26,7,0,3,17,6,2,10,2,3,4,0,3,5,4,0,3,0,1,1,3,0,3,3,0,0,0,0,0,0,2,0,0,0,1,1,0,2,2,4,2,0,0,0,0,0,3,1,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,9,6,7
64 - Β' Δυτικής Αττικής,251 E.T. Δήμου Φυλής,487,304,21,0,21,283,125,44,29,18,66,6,23,59,15,10,7,15,10,24,20,10,3,2,6,2,7,23,2,1,1,12,7,1,20,8,5,10,2,0,7,8,3,2,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,4,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,3,1,0,0,0,0,0,7,5,3
64 - Β' Δυτικής Αττικής,252 E.T. Δήμου Φυλής,481,249,14,1,15,234,91,31,15,11,38,12,28,65,8,18,12,4,28,28,9,1,1,0,0,0,0,21,1,2,4,7,6,3,18,9,4,3,1,0,7,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,7,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,2,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3,1,1,1,0,1,5,5,5
64 - Β' Δυτικής Αττικής,253 E.T. Δήμου Φυλής,462,244,6,1,7,237,80,30,7,12,31,5,23,67,11,15,9,5,30,32,17,6,2,5,3,1,5,21,4,1,2,13,7,0,8,2,0,3,0,0,1,7,1,4,1,1,0,4,0,1,3,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,4,2,0,0,0,0,0,5,0,2,1,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,2,0,1,0,2,0,1,7,4,4
64 - Β' Δυτικής Αττικής,254 E.T. Δήμου Φυλής,480,236,24,2,26,210,64,24,12,9,25,5,26,92,4,34,4,7,27,46,16,6,1,3,1,2,5,15,0,0,2,12,5,1,7,4,2,2,0,0,0,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
64 - Β' Δυτικής Αττικής,255 E.T. Δήμου Φυλής,457,294,9,3,12,282,117,36,21,20,67,11,33,57,12,11,10,16,19,30,16,7,3,2,8,2,7,29,1,2,2,22,10,1,17,7,4,4,2,2,2,12,2,5,4,4,0,1,1,1,0,2,1,0,0,1,0,2,0,1,1,0,0,0,4,2,4,4,0,0,0,0,0,6,3,1,2,1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,1,1,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,5,5,5
64 - Β' Δυτικής Αττικής,256 E.T. Δήμου Φυλής,497,372,10,4,14,358,160,69,71,13,57,5,62,48,10,7,3,5,18,24,29,4,1,6,8,0,13,32,9,3,7,15,4,5,19,11,3,8,1,3,3,8,1,4,2,2,0,6,2,6,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,7,4,1,0,0,0,0,16,9,2,7,3,4,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,2,1,10,6,3,5,1,1,0,0,2,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,10,7,6
64 - Β' Δυτικής Αττικής,257 E.T. Δήμου Φυλής,494,340,7,0,7,333,156,70,62,7,69,10,43,79,25,7,13,19,12,33,12,4,0,1,4,3,2,20,2,1,3,6,3,1,13,5,4,3,0,1,3,10,2,5,4,5,1,6,1,2,2,2,0,0,0,0,0,2,1,1,2,0,0,0,3,3,5,4,1,1,1,0,0,7,5,1,2,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,4,0,0,1,2,1,0,0,2,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,1
64 - Β' Δυτικής Αττικής,258 E.T. Δήμου Φυλής,488,317,11,1,12,305,149,40,76,7,86,8,46,41,10,5,7,8,19,23,29,11,1,4,11,1,6,16,1,0,2,9,2,2,29,11,5,7,1,1,3,5,1,1,0,1,0,2,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,2,2,1,1,1,0,0,10,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,6,6
64 - Β' Δυτικής Αττικής,259 E.T. Δήμου Φυλής,496,335,11,4,15,320,149,59,57,10,51,4,52,48,15,6,4,8,18,16,21,3,3,1,5,1,14,18,4,1,3,14,6,3,20,6,2,7,0,1,8,11,2,2,3,6,0,4,1,3,1,1,0,0,0,0,0,3,0,2,1,2,0,0,3,3,3,1,1,0,1,1,0,15,5,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,5,5,1,0,1,0,0,0,1,0,3,3,0,0,0,0,0,10,5,2
64 - Β' Δυτικής Αττικής,260 E.T. Δήμου Φυλής,496,336,11,3,14,322,151,52,68,5,43,10,67,63,10,7,4,11,19,19,10,1,0,2,3,0,8,21,4,0,5,10,1,1,16,7,1,6,2,2,3,7,1,3,0,2,1,3,0,3,2,2,1,2,0,0,0,1,0,1,1,0,0,0,2,1,5,2,1,0,1,1,0,12,8,1,4,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,3,1,0,0,1,1,0,14,8,8
64 - Β' Δυτικής Αττικής,261 E.T. Δήμου Φυλής,462,356,7,1,8,348,139,40,61,5,56,12,44,61,16,8,11,12,13,23,21,4,0,2,6,1,10,32,2,0,2,15,5,4,15,7,3,5,0,0,1,4,1,2,0,0,0,2,1,1,0,1,0,0,0,0,0,4,1,1,2,0,0,0,4,2,4,1,11,1,2,2,4,20,14,7,5,4,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,1,1,1,1,0,1,0,0,0,0,2,2,4,3,0,0,0,0,0,0,2,1,0,0,1,1,1,16,9,8
Σύνολο,,133112,87394,2652,560,3212,84182,35270,15347,11505,2679,14357,3933,7767,15323,3690,2555,2132,3024,3558,6992,6258,1936,1040,1175,1393,1630,1247,7686,1882,951,1277,2001,2335,2581,5631,2041,1944,2331,420,297,995,1846,552,617,235,495,378,572,250,285,271,268,106,101,92,35,15,372,114,95,98,48,46,28,761,454,783,474,524,196,134,93,146,2156,772,400,548,731,540,0,0,53,32,56,34,16,5,86,32,297,87,53,56,101,104,270,96,97,98,260,167,889,391,196,306,107,157,116,64,397,236,318,198,321,115,60,107,96,27,621,346,204,134,195,125,116,2598,1751,1380
