ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΜΕΤ ΟΓΛΟΥ ΧΟΥΜΕΪΡΑ του Φεχμή,ΝΤΕΛΗ ΓΙΟΥΣΟΥΦ του Χουσεΐν,ΣΑΛΤΟΥΡΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΤΣΙΑΚΙΡΟΓΛΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Σωτηρίου,ΤΣΙΛΙΓΓΙΡΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Γεωργίου,ΣΥΡΙΖΑ,ΓΙΑΝΝΑΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αλέξανδρου,ΖΕΪΜΠΕΚ ΧΟΥΣΕΪΝ του Χασάν,ΚΥΝΗΓΟΠΟΥΛΟΥ ΑΘΗΝΑ του Απόστολου,ΣΤΟΓΙΑΝΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Κωνσταντίνου,ΤΖΑΜΠΑΖΗ ΜΑΡΙΑ του Ηλία,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΟΥΡΒΟΥΚΕΛΗΣ ΟΔΥΣΣΕΑΣ του Νικολάου,ΚΑΡΑΛΙΔΗΣ ΦΩΤΙΟΣ του Γεωργίου,ΜΠΑΡΑΝ ΜΠΟΥΡΧΑΝ του Νετζαντή,ΝΤΕΛΗ ΙΜΠΡΑΗΜ ΜΠΕΡΗΜ του Χαμδή,ΠΑΡΧΑΡΙΔΟΥ (ΚΟΥΤΣΟΥΜΠΑ) ΕΡΣΑΪΑ (ΕΡΣΗ) του Παύλου,Κ.Κ.Ε.,ΒΑΚΙΡΤΖΗΣ ΕΥΑΓΓΕΛΟΣ (ΜΠΑΚΕΡΟ) του Χρήστου,ΜΑΞΟΥΜ ΜΠΙΡΓΚΙΟΥΛ του Ισμέτ,ΜΑΧΑΙΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Βίκτορα,ΡΟΪΔΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Ιωάννη,ΦΩΤΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Πολύκαρπου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΣΤΗ ΚΑΛΛΙΟΠΗ του Ιωάννη,ΚΟΥΤΕΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΜΥΛΩΝΑΣ ΓΕΩΡΓΙΟΣ του Ανέστη,ΠΑΥΛΙΔΟΥ ΕΥΔΟΚΙΑ του Αποστόλου,ΤΡΑΜΠΑ ΤΖΕΜΑΛΗ του Σαμπρή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΟΣΜΙΔΗΣ ΝΙΚΟΣ του Αντωνίου,ΜΟΥΣΑ ΓΚΙΟΚΜΕΝ του Τζεμήλ,ΠΑΠΑΔΟΥΔΗΣ ΑΝΤΩΝΙΟΣ του Χριστόφορου,ΠΑΣΣΑ-ΖΟΥΝΧΙΑ ΑΝΝΟΥΛΑ (ΑΝΝΑ) του Ιωάννη,ΤΣΑΜΠΑΖΗ ΖΑΦΕΙΡΩ (ΗΡΩ) του Ιωάννη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΡΑΝΙΤΗΣ ΙΩΑΝΝΗΣ του Δημοσθένη,Κ.Κ.Ε. (μ-λ),ΑΣΒΕΣΤΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευσταθίου,ΜΑΡΚΟΓΛΟΥ ΙΩΑΝΝΑ του Μιττάκου,ΝΟΥΡΗ ΟΓΛΟΥ ΝΤΑΜΛΑ του Γιουξέλ,ΧΑΤΖΗΣΑΒΒΑΣ ΣΤΕΦΑΝΟΣ του Αποστόλου,Ο.Κ.Δ.Ε.,ΝΤΟΥΡΟΥ ΕΛΕΥΘΕΡΙΑ του Θωμά,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΕΞΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Ευαγγέλου,ΠΡΟΔΡΟΜΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΑΡΙΔΑΚΗΣ ΜΑΤΘΑΙΟΣ του Τζαννή,Κίνημα 21,ΜΠΕΧΛΗ ΜΑΙΡΗ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΓΑΛΑΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΝΑ ΖΩΗ του Γεωργίου,ΞΗΡΟΜΕΡΙΤΗ ΜΑΡΙΑ του Ιωάννη,ΝΙΚΗ,ΓΕΩΡΓΙΑΔΗΣ ΔΗΜΟΣΘΕΝΗΣ του Δημητρίου,ΠΑΠΑΧΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Σεβαστού,ΦΡΑΓΚΟΥ ΔΕΣΠΟΙΝΑ του Γεωργίου,κοινωνία αξιών,ΒΑΛΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημοσθένους,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΑΥΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΣΑΧΙΝΙΔΗΣ ΑΝΕΣΤΗΣ του Παναγιώτη,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΝΝΑ του Παναγιώτη,Ελλήνων Συνέλευσις,ΣΙΜΙΤΑΣ ΑΔΑΜΑΝΤΙΟΣ του Χρήστου,ΤΟΤΙΕΦ ΕΙΡΗΝΗ του Σέργιου,ΧΑΣΑΠΗΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΧΜΕΤ ΕΡΓΗΝ του Αλή,ΚΑΤΣΑΝΟΥ ΕΛΕΥΘΕΡΙΑ του Χαρίλαου,ΛΥΣΙΜΑΧΟΥ - ΜΕΝΤΕΣΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΝΤΑΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Θεοδώρου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΑΛΤΑΤΖΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΟΤΣΙΚΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΟΤΑΜΠΑΣΙΔΟΥ ΔΙΑΜΑΝΤΟΥΛΑ του Αθανασίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΤΣΙΒΙΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΣΟΡΜΠΑΤΖΟΓΛΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΠΑΣΧΟΥ ΑΝΝΑ του Παναγιώτη,Οικολόγοι Πράσινοι,ΜΠΑΚΑΣ ΦΩΤΙΟΣ του Αθανασίου,ΕΑΝ...,ΛΑΜΨΙΔΗΣ ΓΑΒΡΙΗΛ του Θεοκλήτου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΚΛΗΝΟΣ ΙΩΑΝΝΗΣ του Ρίζου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΥΡΕΝΤΙΑΔΗΣ ΓΙΑΝΝΗΣ του Πέτρου
3 - Ξάνθης,155 E.T. Δήμου Ξάνθης,526,220,2,2,4,216,76,0,0,16,23,31,64,27,15,1,10,7,23,4,5,2,1,8,5,1,1,1,1,0,11,0,4,4,1,0,7,2,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,1,1,0,0,0,0,0,2,1,12,9
3 - Ξάνθης,156 E.T. Δήμου Ξάνθης,536,283,12,1,13,270,118,1,5,20,46,35,49,26,2,2,8,5,29,8,14,0,0,4,9,3,1,0,3,0,15,2,1,7,2,0,5,1,0,0,0,1,1,1,3,0,0,0,2,0,0,0,0,0,0,5,5,1,0,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,4,3,0,0,4,2,4,4,0,0,4,2,1,1,1,1,6,5
3 - Ξάνθης,157 E.T. Δήμου Ξάνθης,527,241,4,2,6,235,97,1,3,23,33,34,45,29,0,2,3,8,27,4,8,0,0,15,9,2,3,0,2,1,12,0,2,7,2,0,7,2,0,2,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,3,2,2,1,1,0,11,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,1,1,0,0,3,2,0,0,1,1,4,4,0,0,0,0,7,6
3 - Ξάνθης,158 E.T. Δήμου Ξάνθης,534,195,10,1,11,184,51,7,3,7,7,23,63,21,15,1,6,4,28,1,7,15,0,5,6,1,0,0,2,1,11,0,4,4,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,2,0,0,0,0,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,2,0,0,1,0,5,1
3 - Ξάνθης,159 E.T. Δήμου Ξάνθης,552,284,5,2,7,277,113,1,4,23,35,39,58,19,10,3,8,10,15,2,3,5,0,3,6,1,0,2,1,0,19,2,4,6,2,0,9,3,0,1,0,3,3,3,4,4,0,0,0,0,0,0,0,0,0,1,0,7,3,1,1,17,15,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,5,4,0,0,0,0,1,1,1,1,0,0,14,8
3 - Ξάνθης,160 E.T. Δήμου Ξάνθης,557,254,6,2,8,246,102,1,1,24,25,43,52,21,8,1,6,7,31,5,5,1,0,18,8,0,1,2,0,3,12,1,0,9,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,12,10,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,5,3,3,2,0,0,0,0,1,1,2,0,1,0,3,2,1,0
3 - Ξάνθης,161 E.T. Δήμου Ξάνθης,531,259,3,0,3,256,98,0,4,23,32,31,51,26,9,2,6,1,18,3,2,1,1,9,19,7,0,5,2,1,14,1,3,3,0,0,11,5,0,0,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,14,11,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,6,5,0,0,0,0,0,0,2,1,4,1,0,0,2,2,5,4
3 - Ξάνθης,162 E.T. Δήμου Ξάνθης,534,318,3,1,4,314,133,1,1,43,36,50,59,22,3,2,14,8,20,3,8,0,0,8,14,3,0,1,1,5,24,3,3,10,4,0,9,4,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,0,0,21,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,6,5,0,0,1,1,1,1,2,2,0,0,11,8
3 - Ξάνθης,163 E.T. Δήμου Ξάνθης,553,232,7,0,7,225,67,0,1,14,13,35,57,26,8,0,8,7,29,4,4,2,2,13,10,1,1,2,3,0,19,0,4,6,4,0,7,3,1,0,0,3,2,2,1,0,0,0,1,0,0,3,0,0,0,2,2,5,1,2,1,11,6,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4
3 - Ξάνθης,164 E.T. Δήμου Ξάνθης,547,216,9,1,10,206,78,2,6,17,19,29,55,24,14,0,3,6,14,4,1,6,0,1,6,2,0,1,1,0,16,5,5,3,0,0,11,7,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,1,0,4,4,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,2,0,1,0,3,2,5,5
3 - Ξάνθης,165 E.T. Δήμου Ξάνθης,544,175,4,1,5,170,55,3,3,17,11,18,66,14,29,2,6,10,13,3,4,2,0,3,3,0,0,0,0,2,6,1,1,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,1,1,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,2,2
3 - Ξάνθης,166 E.T. Δήμου Ξάνθης,544,228,10,0,10,218,87,4,4,17,28,25,53,17,10,0,9,9,16,3,0,6,1,4,5,1,0,0,0,0,20,1,1,8,2,0,2,0,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,10,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,1,1,3,2,1,0,2,0,2,1,0,0,3,2
3 - Ξάνθης,167 E.T. Δήμου Ξάνθης,535,161,5,0,5,156,57,0,2,24,7,21,47,19,10,0,6,6,21,1,7,4,1,8,3,1,0,0,1,0,6,0,2,3,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,2,1,2,1,0,0,1,0,1,0
3 - Ξάνθης,168 E.T. Δήμου Ξάνθης,532,302,4,2,6,296,113,0,1,28,37,43,42,23,1,0,12,3,39,10,5,0,0,22,16,6,1,1,3,3,29,1,7,12,3,1,12,4,0,2,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5,0,2,1,9,8,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,1,1,0,0,3,2,2,2,2,2,7,4,1,1,0,0,5,3
3 - Ξάνθης,169 E.T. Δήμου Ξάνθης,546,273,15,1,16,257,112,1,3,26,33,37,38,24,1,2,3,6,21,5,4,1,1,6,7,2,1,0,1,1,21,1,2,11,3,1,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,4,2,1,0,1,0,14,12,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,6,0,0,1,0,3,2,1,1,2,1,0,0,2,1,11,6
3 - Ξάνθης,170 E.T. Δήμου Ξάνθης,539,147,3,1,4,143,43,3,4,12,3,16,57,9,32,0,6,1,14,1,2,2,5,2,4,1,0,0,1,0,5,1,1,2,0,0,2,0,1,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,1,1,0,0,0,0,2,1
3 - Ξάνθης,171 E.T. Δήμου Ξάνθης,531,166,12,2,14,152,42,1,8,9,13,10,64,23,19,4,3,8,13,1,1,7,0,3,1,0,0,0,0,0,7,1,1,2,1,0,6,2,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,3,1,1,1,1,1,1,1
3 - Ξάνθης,172 E.T. Δήμου Ξάνθης,539,185,7,0,7,178,50,1,0,15,14,17,62,20,12,1,2,13,23,3,5,8,0,5,6,2,0,2,1,1,12,0,1,5,1,0,3,1,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,7,4
3 - Ξάνθης,173 E.T. Δήμου Ξάνθης,539,254,13,2,15,239,83,0,3,31,22,27,47,16,8,3,6,11,30,2,10,6,1,10,8,2,0,2,0,1,20,1,0,11,5,0,7,4,0,1,0,1,1,1,2,0,0,0,0,0,0,3,1,0,1,2,2,7,1,4,0,11,9,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,0,2,2,2,1,0,0,2,0,5,1
3 - Ξάνθης,174 E.T. Δήμου Ξάνθης,548,231,4,0,4,227,77,3,5,18,15,27,64,13,15,1,5,17,21,4,8,3,0,5,3,0,0,0,0,1,20,2,4,10,0,0,8,5,0,0,1,0,3,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,13,10,0,1,0,0,1,1,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4
3 - Ξάνθης,175 E.T. Δήμου Ξάνθης,535,217,2,0,2,215,70,0,0,19,29,20,58,33,6,1,2,9,22,3,5,4,1,7,9,4,0,1,1,1,11,5,2,2,1,0,5,2,0,0,1,2,3,3,2,0,0,2,0,0,0,1,0,0,0,3,3,3,1,1,1,14,10,0,2,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,6,3
3 - Ξάνθης,176 E.T. Δήμου Ξάνθης,515,184,5,0,5,179,59,0,3,22,14,11,48,12,17,0,5,8,22,8,2,3,0,9,12,3,1,2,0,3,11,0,4,3,0,0,5,1,1,1,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,3,2,0,0,0,0,0,0,2,2,3,2,0,0,0,0,1,0
3 - Ξάνθης,177 E.T. Δήμου Ξάνθης,540,199,6,1,7,192,66,1,3,20,19,17,57,14,17,0,5,8,23,4,9,2,1,3,3,0,0,0,0,3,9,0,2,4,2,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,13,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,1,1,1,0,0,3,0,3,2,1,0,3,0
3 - Ξάνθης,178 E.T. Δήμου Ξάνθης,477,178,8,3,11,167,60,1,3,12,17,22,49,8,15,0,14,3,20,3,3,7,2,3,4,3,0,1,0,0,7,0,2,3,0,0,4,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,3,2,0,2,0,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,3,2
3 - Ξάνθης,179 E.T. Δήμου Ξάνθης,541,292,9,3,12,280,98,2,2,30,31,26,52,24,12,2,2,9,43,4,5,5,0,26,15,4,0,2,4,2,24,2,6,8,2,0,9,2,0,1,1,4,0,0,1,0,0,1,0,0,0,4,2,0,0,0,0,6,0,4,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,2,4,3,0,0,2,1,1,1,0,0,7,3
3 - Ξάνθης,180 E.T. Δήμου Ξάνθης,544,323,5,3,8,315,130,0,0,44,35,41,55,21,8,5,4,7,44,12,6,7,2,17,10,3,0,2,1,1,18,1,2,9,3,0,6,0,0,0,2,4,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,22,16,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1,1,1,1,6,4,3,2,2,2,1,0,5,3
3 - Ξάνθης,181 E.T. Δήμου Ξάνθης,517,339,6,0,6,333,144,1,0,30,45,57,56,22,0,4,11,10,31,5,10,2,1,11,20,7,0,2,3,1,19,5,3,5,2,0,18,5,0,1,4,2,1,0,2,1,0,0,1,0,0,2,1,1,0,0,0,6,0,3,0,13,13,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,2,0,0,2,2,0,0,11,4
3 - Ξάνθης,182 E.T. Δήμου Ξάνθης,532,322,2,3,5,317,144,1,3,38,45,44,52,25,9,1,0,2,33,5,8,4,3,12,14,0,0,1,5,4,19,1,2,7,2,0,8,2,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,1,2,2,15,12,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,5,0,0,1,1,2,0,1,0,7,4
3 - Ξάνθης,183 E.T. Δήμου Ξάνθης,527,351,7,1,8,343,141,2,2,47,29,50,44,23,1,1,6,8,45,5,23,3,1,11,19,5,0,2,3,4,24,4,2,10,2,0,14,4,0,2,1,2,0,0,3,0,1,0,2,0,0,2,1,0,0,1,0,8,3,3,1,13,13,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,1,0,1,1,0,0,0,0,3,2,0,0,3,3,13,9
3 - Ξάνθης,184 E.T. Δήμου Ξάνθης,541,341,2,0,2,339,149,0,3,42,42,50,45,24,1,2,2,7,47,10,16,2,1,15,16,2,0,3,1,2,17,5,3,3,0,0,5,0,0,0,2,1,1,1,4,0,0,0,4,0,0,3,1,0,2,1,1,8,0,6,0,10,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,4,1,0,2,2,8,5,0,0,3,2,1,1,1,1,9,7
3 - Ξάνθης,185 E.T. Δήμου Ξάνθης,529,318,1,4,5,313,132,1,7,35,28,48,67,25,12,2,6,10,36,5,9,10,1,10,10,2,0,1,1,2,16,0,3,8,2,0,8,1,0,1,1,2,2,2,0,0,0,0,0,1,0,1,1,0,0,2,0,2,0,2,0,14,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,6,5,0,0,2,2,1,0,2,0,1,1,0,0,0,0,6,3
3 - Ξάνθης,186 E.T. Δήμου Ξάνθης,535,337,7,0,7,330,118,2,3,38,28,42,70,23,16,8,5,13,42,11,13,3,1,12,19,10,0,1,2,4,13,3,3,4,2,0,11,3,1,2,1,2,1,0,0,0,0,0,0,0,0,3,1,0,0,3,2,4,0,4,0,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,1,2,2,6,3,1,1,7,3,1,1,2,2,10,10
3 - Ξάνθης,187 E.T. Δήμου Ξάνθης,536,347,6,0,6,341,164,1,4,46,39,61,41,18,4,3,7,4,38,5,17,4,1,9,10,3,0,0,1,2,11,3,1,3,1,0,10,2,0,2,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,4,4,8,0,6,1,13,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,2,5,5,2,0,1,1,4,3,3,2,1,1,2,1,2,2,2,2,11,8
3 - Ξάνθης,188 E.T. Δήμου Ξάνθης,538,322,13,0,13,309,130,3,9,33,31,43,53,22,8,2,9,1,43,7,12,9,2,12,10,2,0,1,3,0,14,1,0,9,2,0,11,2,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,8,1,5,0,14,14,0,0,1,0,0,0,0,0,0,0,0,4,1,1,2,1,0,0,0,1,0,0,6,6,0,0,1,1,0,0,1,0,1,1,1,0,1,1,6,3
3 - Ξάνθης,189 E.T. Δήμου Ξάνθης,541,333,8,5,13,320,154,1,1,24,38,80,58,15,6,4,10,14,33,10,9,2,1,10,14,3,0,3,3,2,10,0,1,5,0,0,7,1,0,2,1,3,1,0,1,0,0,0,1,0,0,2,1,0,0,4,3,3,0,2,0,17,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,1,1,1,1,1,0,0,0,0,0,6,3
3 - Ξάνθης,190 E.T. Δήμου Ξάνθης,540,377,7,5,12,365,175,2,2,60,45,50,67,37,3,3,16,4,35,5,12,1,0,17,13,3,0,2,1,2,14,1,3,3,2,0,9,5,1,1,1,1,0,0,1,0,0,0,1,0,0,3,2,0,0,3,2,4,1,3,0,12,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,1,0,0,3,3,3,2,1,1,17,11
3 - Ξάνθης,191 E.T. Δήμου Ξάνθης,506,279,3,1,4,275,97,2,2,19,33,37,36,17,2,1,3,9,50,3,12,14,1,14,9,3,0,2,1,2,14,2,1,7,0,0,7,3,0,1,0,2,2,1,2,1,0,0,1,0,0,0,0,0,0,3,2,6,2,2,0,30,26,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,4,3,0,0,1,0,1,0,0,0,4,2,2,1,1,0,2,2
3 - Ξάνθης,192 E.T. Δήμου Ξάνθης,537,304,9,2,11,293,95,1,5,24,25,37,75,19,26,4,7,10,49,4,10,19,2,10,13,1,0,2,4,2,12,0,0,7,3,0,12,1,3,0,2,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,3,1,2,0,15,11,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,1,1,0,1,0,0,0,7,4
3 - Ξάνθης,193 E.T. Δήμου Ξάνθης,550,353,11,3,14,339,155,1,1,38,54,49,54,29,7,1,4,5,36,10,10,0,0,13,11,2,1,1,1,2,21,1,4,9,2,0,9,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,21,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,5,2,0,0,0,0,2,0,1,0,1,0,11,7
3 - Ξάνθης,194 E.T. Δήμου Ξάνθης,541,328,10,3,13,315,125,0,3,28,44,46,56,19,5,3,16,7,58,11,11,9,1,25,12,3,1,0,5,0,17,2,3,3,7,1,6,3,0,1,0,0,4,3,3,0,1,0,0,0,0,0,0,0,0,1,1,5,1,3,0,11,9,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,1,1,1,0,2,2,2,1,0,0,0,0,5,2
3 - Ξάνθης,195 E.T. Δήμου Ξάνθης,531,372,1,3,4,368,171,0,0,38,57,70,61,24,1,4,12,17,30,5,6,0,0,15,23,4,0,3,5,6,19,1,5,7,4,1,11,3,0,1,0,5,1,1,1,0,1,0,0,0,0,2,1,0,0,4,2,4,1,1,1,17,12,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,2,0,0,1,1,2,1,1,1,5,5,2,2,0,0,6,6
