ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΜΕΤ ΟΓΛΟΥ ΧΟΥΜΕΪΡΑ του Φεχμή,ΝΤΕΛΗ ΓΙΟΥΣΟΥΦ του Χουσεΐν,ΣΑΛΤΟΥΡΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΤΣΙΑΚΙΡΟΓΛΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Σωτηρίου,ΤΣΙΛΙΓΓΙΡΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Γεωργίου,ΣΥΡΙΖΑ,ΓΙΑΝΝΑΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αλέξανδρου,ΖΕΪΜΠΕΚ ΧΟΥΣΕΪΝ του Χασάν,ΚΥΝΗΓΟΠΟΥΛΟΥ ΑΘΗΝΑ του Απόστολου,ΣΤΟΓΙΑΝΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Κωνσταντίνου,ΤΖΑΜΠΑΖΗ ΜΑΡΙΑ του Ηλία,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΟΥΡΒΟΥΚΕΛΗΣ ΟΔΥΣΣΕΑΣ του Νικολάου,ΚΑΡΑΛΙΔΗΣ ΦΩΤΙΟΣ του Γεωργίου,ΜΠΑΡΑΝ ΜΠΟΥΡΧΑΝ του Νετζαντή,ΝΤΕΛΗ ΙΜΠΡΑΗΜ ΜΠΕΡΗΜ του Χαμδή,ΠΑΡΧΑΡΙΔΟΥ (ΚΟΥΤΣΟΥΜΠΑ) ΕΡΣΑΪΑ (ΕΡΣΗ) του Παύλου,Κ.Κ.Ε.,ΒΑΚΙΡΤΖΗΣ ΕΥΑΓΓΕΛΟΣ (ΜΠΑΚΕΡΟ) του Χρήστου,ΜΑΞΟΥΜ ΜΠΙΡΓΚΙΟΥΛ του Ισμέτ,ΜΑΧΑΙΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Βίκτορα,ΡΟΪΔΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Ιωάννη,ΦΩΤΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Πολύκαρπου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΣΤΗ ΚΑΛΛΙΟΠΗ του Ιωάννη,ΚΟΥΤΕΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΜΥΛΩΝΑΣ ΓΕΩΡΓΙΟΣ του Ανέστη,ΠΑΥΛΙΔΟΥ ΕΥΔΟΚΙΑ του Αποστόλου,ΤΡΑΜΠΑ ΤΖΕΜΑΛΗ του Σαμπρή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΟΣΜΙΔΗΣ ΝΙΚΟΣ του Αντωνίου,ΜΟΥΣΑ ΓΚΙΟΚΜΕΝ του Τζεμήλ,ΠΑΠΑΔΟΥΔΗΣ ΑΝΤΩΝΙΟΣ του Χριστόφορου,ΠΑΣΣΑ-ΖΟΥΝΧΙΑ ΑΝΝΟΥΛΑ (ΑΝΝΑ) του Ιωάννη,ΤΣΑΜΠΑΖΗ ΖΑΦΕΙΡΩ (ΗΡΩ) του Ιωάννη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΡΑΝΙΤΗΣ ΙΩΑΝΝΗΣ του Δημοσθένη,Κ.Κ.Ε. (μ-λ),ΑΣΒΕΣΤΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευσταθίου,ΜΑΡΚΟΓΛΟΥ ΙΩΑΝΝΑ του Μιττάκου,ΝΟΥΡΗ ΟΓΛΟΥ ΝΤΑΜΛΑ του Γιουξέλ,ΧΑΤΖΗΣΑΒΒΑΣ ΣΤΕΦΑΝΟΣ του Αποστόλου,Ο.Κ.Δ.Ε.,ΝΤΟΥΡΟΥ ΕΛΕΥΘΕΡΙΑ του Θωμά,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΕΞΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Ευαγγέλου,ΠΡΟΔΡΟΜΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΑΡΙΔΑΚΗΣ ΜΑΤΘΑΙΟΣ του Τζαννή,Κίνημα 21,ΜΠΕΧΛΗ ΜΑΙΡΗ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΓΑΛΑΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΝΑ ΖΩΗ του Γεωργίου,ΞΗΡΟΜΕΡΙΤΗ ΜΑΡΙΑ του Ιωάννη,ΝΙΚΗ,ΓΕΩΡΓΙΑΔΗΣ ΔΗΜΟΣΘΕΝΗΣ του Δημητρίου,ΠΑΠΑΧΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Σεβαστού,ΦΡΑΓΚΟΥ ΔΕΣΠΟΙΝΑ του Γεωργίου,κοινωνία αξιών,ΒΑΛΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημοσθένους,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΑΥΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΣΑΧΙΝΙΔΗΣ ΑΝΕΣΤΗΣ του Παναγιώτη,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΝΝΑ του Παναγιώτη,Ελλήνων Συνέλευσις,ΣΙΜΙΤΑΣ ΑΔΑΜΑΝΤΙΟΣ του Χρήστου,ΤΟΤΙΕΦ ΕΙΡΗΝΗ του Σέργιου,ΧΑΣΑΠΗΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΧΜΕΤ ΕΡΓΗΝ του Αλή,ΚΑΤΣΑΝΟΥ ΕΛΕΥΘΕΡΙΑ του Χαρίλαου,ΛΥΣΙΜΑΧΟΥ - ΜΕΝΤΕΣΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΝΤΑΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Θεοδώρου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΑΛΤΑΤΖΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΟΤΣΙΚΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΟΤΑΜΠΑΣΙΔΟΥ ΔΙΑΜΑΝΤΟΥΛΑ του Αθανασίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΤΣΙΒΙΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΣΟΡΜΠΑΤΖΟΓΛΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΠΑΣΧΟΥ ΑΝΝΑ του Παναγιώτη,Οικολόγοι Πράσινοι,ΜΠΑΚΑΣ ΦΩΤΙΟΣ του Αθανασίου,ΕΑΝ...,ΛΑΜΨΙΔΗΣ ΓΑΒΡΙΗΛ του Θεοκλήτου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΚΛΗΝΟΣ ΙΩΑΝΝΗΣ του Ρίζου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΥΡΕΝΤΙΑΔΗΣ ΓΙΑΝΝΗΣ του Πέτρου
3 - Ξάνθης,42 E.T. Δήμου Αβδήρων,372,218,2,3,5,213,93,1,7,24,32,23,26,7,0,0,11,5,37,4,11,0,0,19,3,0,0,1,0,1,11,1,0,7,0,0,5,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,2,1,2,2,1,1,0,0,9,2
3 - Ξάνθης,43 E.T. Δήμου Αβδήρων,337,214,3,1,4,210,95,0,2,11,32,44,18,2,2,1,8,3,43,8,23,2,0,7,4,1,0,1,1,0,17,1,7,2,3,0,3,0,0,0,0,1,1,1,3,1,1,0,1,0,0,0,0,0,0,2,1,1,1,0,0,12,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,2,1,1,1,1,1,0,0,2,1
3 - Ξάνθης,44 E.T. Δήμου Αβδήρων,454,259,2,1,3,256,130,0,1,34,53,30,35,12,1,2,9,2,45,1,36,1,0,5,4,1,0,0,2,0,11,2,2,4,1,0,5,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,2,2,0,0,0,0,4,2
3 - Ξάνθης,45 E.T. Δήμου Αβδήρων,466,245,2,4,6,239,99,0,5,27,37,24,46,11,11,0,14,6,41,3,29,5,0,3,4,2,0,2,0,0,9,0,2,1,0,0,8,0,0,4,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
3 - Ξάνθης,46 E.T. Δήμου Αβδήρων,512,333,9,2,11,322,184,1,5,34,41,94,30,12,0,2,3,4,47,14,17,0,0,13,13,7,0,1,2,1,11,1,1,7,1,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,4,4,6,1,4,0,10,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,2
3 - Ξάνθης,47 E.T. Δήμου Αβδήρων,458,237,3,3,6,231,87,4,12,14,17,38,67,11,47,2,2,0,40,1,1,19,10,9,1,0,0,0,1,0,0,0,0,0,0,0,7,1,5,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,3,1,0,0,2,1,0,0,1,1,1,1,0,0,0,0,9,6
3 - Ξάνθης,48 E.T. Δήμου Αβδήρων,466,242,8,7,15,227,81,6,18,16,10,25,63,7,48,0,2,1,47,2,4,23,9,6,3,0,0,0,1,0,7,1,3,2,0,0,13,1,12,0,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
3 - Ξάνθης,49 E.T. Δήμου Αβδήρων,434,186,4,1,5,181,58,6,14,7,8,19,60,4,47,1,1,0,42,4,2,29,4,2,1,0,0,0,1,0,5,2,1,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,4,1
3 - Ξάνθης,50 E.T. Δήμου Αβδήρων,484,202,9,1,10,192,21,4,6,2,2,6,103,8,78,0,4,1,50,3,0,34,11,0,6,0,5,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
3 - Ξάνθης,51 E.T. Δήμου Αβδήρων,476,272,8,3,11,261,49,10,12,3,3,19,146,7,116,1,6,1,56,4,3,28,20,0,2,0,2,0,0,0,3,0,0,0,0,3,2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 - Ξάνθης,52 E.T. Δήμου Αβδήρων,459,265,15,1,16,249,50,6,18,0,4,19,119,14,79,0,7,4,70,11,1,35,19,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,53 E.T. Δήμου Αβδήρων,490,243,7,0,7,236,45,13,6,0,2,17,149,5,123,1,0,1,37,2,0,19,13,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,54 E.T. Δήμου Αβδήρων,531,249,15,4,19,230,29,7,4,1,1,16,120,10,84,0,2,3,75,2,5,38,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,55 E.T. Δήμου Αβδήρων,404,182,4,0,4,178,53,42,2,0,0,9,79,3,73,1,0,0,44,4,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,56 E.T. Δήμου Αβδήρων,211,143,4,4,8,135,10,6,3,0,0,0,70,2,65,0,0,0,48,0,0,43,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0
3 - Ξάνθης,57 E.T. Δήμου Αβδήρων,496,296,1,0,1,295,135,17,36,6,29,43,80,19,46,0,0,6,59,2,18,22,9,7,4,1,1,0,1,1,5,0,1,2,0,1,2,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,1
3 - Ξάνθης,58 E.T. Δήμου Αβδήρων,487,261,6,0,6,255,110,13,15,11,29,37,52,10,31,0,2,3,49,0,9,18,12,8,6,0,1,0,2,2,10,0,2,6,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,4,0,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,2,0
3 - Ξάνθης,59 E.T. Δήμου Αβδήρων,546,259,8,5,13,246,50,16,17,0,5,11,84,10,65,0,3,0,104,4,3,74,18,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3 - Ξάνθης,60 E.T. Δήμου Αβδήρων,557,274,9,1,10,264,58,11,28,1,8,8,93,8,74,0,7,1,106,2,5,86,12,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3 - Ξάνθης,61 E.T. Δήμου Αβδήρων,484,296,5,0,5,291,69,27,11,1,6,21,148,5,133,0,1,0,65,0,3,47,11,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,62 E.T. Δήμου Αβδήρων,486,282,7,2,9,273,60,21,21,6,1,8,136,5,114,1,9,0,61,1,5,40,12,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,5,0,0,0,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
3 - Ξάνθης,63 E.T. Δήμου Αβδήρων,411,152,7,2,9,143,18,6,7,0,0,4,61,0,55,0,0,0,51,0,4,38,9,0,11,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,64 E.T. Δήμου Μύκης,563,234,5,1,6,228,34,5,14,7,0,8,103,0,97,0,1,1,69,0,0,52,16,1,11,0,7,0,0,2,4,0,0,0,0,1,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3 - Ξάνθης,65 E.T. Δήμου Μύκης,546,213,5,4,9,204,45,2,6,24,0,12,83,0,74,0,3,1,63,1,0,43,17,1,2,0,1,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
3 - Ξάνθης,66 E.T. Δήμου Μύκης,586,192,21,3,24,168,56,1,27,8,2,18,47,0,42,0,1,0,47,0,0,25,20,0,10,0,1,0,0,6,0,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
3 - Ξάνθης,67 E.T. Δήμου Μύκης,353,139,2,0,2,137,24,5,7,1,1,9,83,2,80,0,0,0,23,3,0,15,5,0,3,2,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,68 E.T. Δήμου Μύκης,344,130,3,0,3,127,36,5,16,1,1,11,49,1,46,0,0,0,29,0,0,12,13,0,6,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3 - Ξάνθης,69 E.T. Δήμου Μύκης,369,182,2,2,4,178,108,17,69,1,2,17,33,0,31,1,0,1,33,5,1,20,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
3 - Ξάνθης,70 E.T. Δήμου Μύκης,360,172,10,1,11,161,73,10,50,0,1,11,53,1,49,0,1,1,32,1,3,21,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,71 E.T. Δήμου Μύκης,210,109,3,0,3,106,45,0,20,0,0,23,40,1,32,0,1,1,17,1,1,9,5,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,72 E.T. Δήμου Μύκης,469,279,12,3,15,264,194,5,176,4,0,4,37,1,28,0,3,0,21,0,0,18,3,0,1,0,0,0,0,0,7,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3 - Ξάνθης,73 E.T. Δήμου Μύκης,471,247,8,5,13,234,144,1,141,1,1,0,52,0,47,0,0,1,24,1,0,18,5,0,0,0,0,0,0,0,11,0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,74 E.T. Δήμου Μύκης,445,295,4,0,4,291,50,7,16,10,0,14,142,25,91,2,0,4,84,1,3,47,31,0,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3 - Ξάνθης,75 E.T. Δήμου Μύκης,458,300,3,2,5,295,78,5,29,7,2,29,120,18,82,0,3,5,67,4,0,43,18,0,8,3,1,1,0,0,2,0,0,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,3,0
3 - Ξάνθης,76 E.T. Δήμου Μύκης,446,287,2,0,2,285,70,17,18,11,4,20,128,20,74,1,4,5,71,1,3,39,24,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
3 - Ξάνθης,77 E.T. Δήμου Μύκης,472,232,3,0,3,229,53,7,14,1,0,27,94,0,87,0,2,1,72,0,0,65,6,0,0,0,0,0,0,0,3,0,0,1,1,1,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,78 E.T. Δήμου Μύκης,467,206,1,0,1,205,35,5,9,1,1,17,99,5,88,0,1,0,63,2,3,44,14,0,1,0,1,0,0,0,5,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,79 E.T. Δήμου Μύκης,475,211,9,0,9,202,32,2,9,4,0,17,101,2,97,0,1,1,67,0,1,47,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,80 E.T. Δήμου Μύκης,454,226,3,0,3,223,37,7,15,1,2,11,118,3,101,0,2,0,66,0,4,47,14,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,81 E.T. Δήμου Μύκης,485,263,7,1,8,255,52,6,28,1,0,16,125,1,114,0,2,2,65,0,2,42,20,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,82 E.T. Δήμου Μύκης,501,246,5,3,8,238,60,7,21,1,3,26,103,5,92,0,0,1,62,0,1,45,15,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,1,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
