ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΤΩΝΙΟΥ-ΧΟΥΒΑΡΔΑ ΕΥΤΥΧΙΑ (ΕΦΗ) του Βασιλείου,ΚΑΘΗΝΙΩΤΗ ΟΥΡΑΝΙΑ του Λουκά,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΑΡΑΜΠΑΤΖΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Αλέξανδρου,ΔΡΑΜΗΤΙΝΟΣ ΜΑΤΘΑΙΟΣ (ΜΑΝΘΟΣ) του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΣΤΑΧΤΟΥ ΕΥΘΑΛΙΑ (ΘΑΛΕΙΑ) του Παναγιώτη,ΦΑΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΟΣΠΟΔΙΝΗ (ΑΣΠΑ) ΑΝΑΣΤΑΣΙΑ - ΑΣΠΑΣΙΑ του Δημητρίου,ΚΑΝΑΒΟΣ ΑΠΟΣΤΟΛΟΣ του Λάμπρου,ΟΥΤΑ ΜΑΡΙΑ του Σωτηρίου,ΣΚΡΙΜΠΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Κωνσταντίνου,ΤΖΟΥΜΑΣ ΝΙΚΟΛΑΟΣ του Βασιλείου,ΤΣΕΚΟΥΡΑ ΠΑΡΑΣΚΕΥΗ (ΒΙΚΥ) του Κωνσταντίνου,ΤΣΙΜΠΑΝΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,Κ.Κ.Ε.,ΓΕΩΡΓΑΔΑΚΗΣ ΘΕΟΔΩΡΟΣ του Στυλιανού,ΜΕΤΑΞΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΙΩΑΝΝΑ του Χριστόφιλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΤΑΛΑΔΙΑΝΟΥ ΕΥΛΑΛΙΑ (ΕΥΗ) του Νικολάου,ΤΑΣΟΛΑΜΠΡΟΥ ΧΡΥΣΟΥΛΑ του Θεοδώρου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΓΡΑΦΙΩΤΗΣ ΑΓΓΕΛΟΣ του Παναγιώτη,ΑΛΕΞΙΟΥ ΕΙΡΗΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ελευθερίου,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΒΑΪΡΑΜΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΑΡΙΤΣΟΥΔΗ ΑΘΑΝΑΣΙΑ του Δημητρίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΑΛΑΜΟΥΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΝΕΛΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΡΑΜΑΝΛΗ ΑΓΑΠΗ του Γεωργίου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΤΖΑΝΕΤΟΥΛΑΚΟΥ ΕΥΤΥΧΙΑ (ΦΑΙΗ) του Σπυρίδωνα,ΨΑΘΑΣ ΒΑΣΙΛΕΙΟΣ-ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΜΑΣΤΟΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Ο.Κ.Δ.Ε.,ΠΡΙΓΚΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΡΟΓΙΑΚΟΜΟΥ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ανδρέα,ΕΥΑΓΓΕΛΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΚΑΤΣΙΑΜΠΟΥΡΑ ΑΣΠΑΣΙΑ του Νικολάου,ΡΕΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΤΣΙΟΥΝΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα 21,ΓΕΡΟΔΗΜΟΥ ΑΓΓΕΛΑ του Απόστολου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΜΩΡΑΪΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΣΑΜΠΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΛΙΒΙΤΣΑΝΟΥ ΕΙΡΗΝΗ του Λάμπρου,ΝΙΚΗ,ΓΕΩΡΓΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Στεφάνου,ΓΙΩΤΑΚΟΣ ΑΠΟΣΤΟΛΟΣ του Δημοσθένη,ΜΠΑΓΛΑΤΖΗ ΞΕΝΙΑ- ΣΟΦΙΑ του Γεωργίου,ΣΕΚΕΡΤΖΗΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,ΣΚΟΥΡΓΙΑ ΕΛΕΝΗ του Νικολάου,κοινωνία αξιών,ΡΟΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΟΥΞΗ (ΜΠΑΛΟΥΞΗ) ΓΕΩΡΓΙΑ του Δημητρίου,ΚΑΡΑΔΗΜΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΣΙΩΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΓΡΗΓΟΡΙΟΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΜΑΡΓΑΡΙΤΗΣ ΓΑΒΡΙΗΛ του Σταύρου,Ελλήνων Συνέλευσις,ΡΟΪΔΗ ΙΩΑΝΝΑ ΜΑΡΙΑ του Βασιλείου,Ένωση Κεντρώων,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ - ΕΛΕΥΘΕΡΙΑ του Κωνσταντίνου,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Γεωργίου,ΚΟΥΤΣΟΡΙΖΟΣ ΑΓΓΕΛΟΣ - ΝΙΚΟΛΑΟΣ του Τιμολέωντα,ΦΟΥΡΝΑΡΗΣ ΑΠΟΣΤΟΛΟΣ - ΓΕΩΡΓΙΟΣ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΡΓΑ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ (ΚΕΡΗ) του Παναγιώτη,ΠΑΠΑΔΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Νικολάου,ΤΖΙΒΙΝΙΚΟΣ ΘΕΟΔΩΡΟΣ του Αθανασίου,ΦΥΚΑΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΕΑ ΔΟΜΗ,ΠΟΛΥΖΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΡΟΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΡΗΓΟΡΙΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΑΤΣΟΥΡΑ ΕΥΑΓΓΕΛΙΑ του Τριαντάφυλλου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ - ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Δημητρίου,ΛΕΒΕΝΤΗΣ ΣΤΕΦΑΝΟΣ του Θεμιστοκλή,ΜΑΚΡΟΓΙΑΝΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΜΠΑΖΑΝΟΣ ΑΛΕΞΑΝΔΡΟΣ - ΣΤΕΦΑΝΟΣ του Νικολάου,ΦΥΣΕΚΗ ΣΟΦΙΑ του Νικολάου,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΧΡΙΣΤΟΔΟΥΛΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΦΥΣΕΝΤΖΙΔΗΣ ΚΩΣΤΑΣ του Πέτρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΝΤΟΓΙΑΝΝΗ ΑΝΝΑ του Λαυρεντίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΜΑΓΚΟΥΡΙΤΣΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα,ΠΟΛΥΖΟΥ ΙΩΑΝΝΑ του Αθανασίου,ΦΡΑΓΚΟΥΔΑΚΗ ΕΥΓΕΝΙΑ του Ελευθερίου
23 - Μαγνησίας,45 E.T. Δήμου Αλμυρού,447,253,3,1,4,249,110,2,0,16,32,17,48,52,52,5,3,16,26,4,0,13,23,3,7,11,6,0,0,5,34,4,17,2,4,2,11,1,6,3,0,0,0,0,2,0,6,3,0,1,1,0,0,0,1,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0
23 - Μαγνησίας,46 E.T. Δήμου Βόλου,494,350,16,3,19,331,142,10,1,33,49,20,47,71,48,11,10,36,14,4,2,9,26,6,5,0,4,2,9,7,9,3,1,2,3,3,3,0,19,14,10,0,3,1,3,0,14,2,4,2,1,0,5,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,4,2,2,17,3,10,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,0,0,0,0,0,2,2,7,3,3,1,0,1,0,0,0,0,0,0,3,3,0,0,0,0,24,2,10,2,5,4,7,3
23 - Μαγνησίας,47 E.T. Δήμου Βόλου,501,329,12,2,14,315,113,9,3,30,33,29,29,41,61,11,11,19,18,10,1,15,33,3,3,1,6,1,11,8,20,0,9,1,5,2,3,1,17,10,3,1,4,2,5,1,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,2,2,2,2,2,2,12,2,5,2,1,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,17,16,5,1,0,5,1,3,0,4,0,0,3,3,0,0,0,0,14,3,2,2,3,2,3,3
23 - Μαγνησίας,48 E.T. Δήμου Βόλου,515,359,7,1,8,351,166,10,2,47,48,32,44,67,52,5,16,17,20,8,1,11,32,8,2,3,7,1,13,12,15,1,2,1,6,2,1,1,11,6,1,1,0,1,5,0,7,1,1,3,0,0,3,2,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,6,5,4,22,2,11,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,3,2,4,0,4,0,0,2,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,3,1,14,3,9,2,2,0,1,1
23 - Μαγνησίας,49 E.T. Δήμου Βόλου,496,366,2,4,6,360,159,10,3,30,58,42,43,67,65,10,17,23,21,8,0,17,31,6,4,1,5,2,7,11,17,3,2,1,12,3,2,4,15,8,4,0,1,2,2,1,7,0,0,2,1,0,3,0,6,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,5,2,1,0,1,1,1,12,3,3,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,2,2,2,0,0,0,0,0,7,7,1,2,0,2,0,1,0,1,0,0,3,2,3,2,6,5,10,1,4,1,2,2,2,1
23 - Μαγνησίας,50 E.T. Δήμου Βόλου,495,330,7,1,8,322,146,17,2,36,53,24,38,59,46,9,8,19,15,8,2,11,17,3,3,1,0,1,4,5,14,1,5,5,1,2,3,1,16,9,1,1,4,1,6,2,10,0,3,0,4,0,3,2,4,4,1,0,1,1,0,0,1,0,0,1,0,0,0,1,4,3,2,1,4,2,1,25,9,8,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,2,2,1,0,0,0,0,9,8,0,0,0,2,1,1,1,0,1,0,0,0,1,1,1,1,11,2,5,2,1,1,2,1
23 - Μαγνησίας,51 E.T. Δήμου Βόλου,501,351,5,1,6,345,167,21,9,33,57,36,37,82,46,6,7,15,21,6,3,13,24,5,6,3,4,1,4,9,15,2,4,5,4,2,1,3,10,4,2,2,1,5,0,1,11,2,5,1,2,2,4,1,4,3,1,1,0,1,0,0,2,0,0,0,0,1,1,0,1,1,1,1,3,2,1,11,3,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,6,2,2,1,2,2,0,0,0,0,12,11,4,4,1,2,2,1,0,0,0,1,0,0,2,2,1,1,19,8,3,2,4,3,5,2
23 - Μαγνησίας,52 E.T. Δήμου Βόλου,493,331,2,3,5,326,154,8,2,45,43,36,31,66,53,7,14,23,18,7,0,9,29,6,7,0,4,0,3,16,18,4,4,6,3,2,2,6,6,3,2,0,0,3,2,0,2,0,0,0,0,0,1,2,5,5,1,0,0,0,0,0,3,2,0,0,0,0,0,1,2,2,0,0,2,1,0,9,1,6,1,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,2,0,0,2,0,0,0,0,0,10,8,2,3,3,1,0,0,0,0,0,0,5,3,1,1,0,0,16,1,1,2,2,2,4,2
23 - Μαγνησίας,53 E.T. Δήμου Βόλου,503,346,2,4,6,340,127,6,5,36,36,14,33,70,77,15,19,27,19,11,1,14,40,12,4,4,5,0,6,24,25,4,1,5,5,5,10,7,12,1,2,1,1,1,4,1,10,1,3,1,1,1,3,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,11,4,5,0,2,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,3,10,2,0,1,0,0,0,0,5,3,2,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1,9,0,4,1,1,1,2,1
23 - Μαγνησίας,54 E.T. Δήμου Βόλου,503,346,18,3,21,325,129,13,5,23,37,22,37,66,67,8,14,32,25,6,3,12,29,2,8,3,4,2,12,13,16,3,3,2,4,4,5,1,19,10,5,0,1,3,4,2,11,1,5,1,0,0,1,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,3,2,1,3,2,1,7,2,6,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,3,3,0,2,1,2,1,1,1,0,1,0,2,1,1,0,1,1,17,3,7,1,2,3,2,3
23 - Μαγνησίας,55 E.T. Δήμου Βόλου,668,413,6,5,11,402,187,12,2,47,94,26,66,48,73,2,13,47,26,13,0,15,18,1,7,0,3,1,3,2,19,6,2,1,4,0,0,1,31,17,6,0,3,5,3,1,11,0,9,0,2,0,2,1,8,8,2,2,0,1,0,0,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,13,4,2,1,0,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,1,0,4,1,1,2,2,1,0,0,0,0,0,0,2,0,2,0,4,4,14,2,0,0,1,1,2,1
23 - Μαγνησίας,56 E.T. Δήμου Βόλου,561,399,7,2,9,390,178,9,5,52,37,36,40,75,59,12,8,27,12,5,2,23,42,4,21,3,9,1,10,8,23,8,5,4,6,3,7,5,9,5,2,0,2,0,0,0,16,2,6,1,2,1,3,2,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,3,0,2,2,3,3,1,7,4,4,1,1,2,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,3,2,7,2,4,2,1,0,0,0,4,2,6,4,4,1,1,3,0,2,0,1,1,1,2,1,3,1,1,1,12,2,1,3,3,1,1,0
23 - Μαγνησίας,57 E.T. Δήμου Βόλου,543,394,11,4,15,379,183,12,3,41,77,18,34,83,55,6,7,21,13,6,0,18,20,4,9,0,2,1,5,5,33,7,10,3,13,6,3,8,19,12,3,2,3,0,2,2,9,1,2,3,0,0,1,4,4,3,3,2,1,1,0,0,1,0,0,0,0,0,0,0,2,2,5,3,3,0,1,11,4,4,3,1,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,8,5,6,0,0,3,0,2,0,0,1,2,2,1,2,1,1,1,12,1,0,3,3,5,2,0
23 - Μαγνησίας,58 E.T. Δήμου Βόλου,548,389,10,0,10,379,158,8,4,62,52,23,43,56,80,14,19,33,16,10,2,22,25,7,11,0,5,1,6,4,25,7,0,3,10,2,6,7,21,10,8,1,3,3,3,1,11,0,7,1,4,1,2,1,1,0,1,1,0,1,0,0,2,0,1,1,0,0,0,1,5,4,3,2,3,2,2,13,5,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,4,1,2,1,0,1,0,0,2,1,3,1,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,15,1,3,1,2,2,5,1
23 - Μαγνησίας,59 E.T. Δήμου Βόλου,550,394,14,3,17,377,168,4,3,45,68,26,48,60,74,6,11,37,24,14,0,27,30,5,10,1,2,1,10,5,23,6,3,1,7,2,1,7,22,9,1,3,2,2,5,3,11,2,3,2,2,1,4,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,0,0,2,2,0,19,10,8,1,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,4,3,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,2,0,2,2,1,1,5,1,0,2,3,0,1,0
23 - Μαγνησίας,60 E.T. Δήμου Βόλου,488,355,4,1,5,350,163,19,3,47,57,40,56,62,74,18,12,28,15,9,1,20,28,3,6,3,5,2,6,6,16,0,5,2,5,3,2,6,10,4,0,1,4,2,3,1,6,1,2,1,2,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,4,1,0,0,0,0,16,12,0,2,5,7,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,6,3,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4,1,2,1,2,2,8,1,1,1,1,0,1,0
23 - Μαγνησίας,61 E.T. Δήμου Βόλου,477,330,9,2,11,319,162,7,2,39,44,26,61,79,52,12,8,32,6,7,0,15,23,7,7,3,4,4,2,4,11,3,2,1,2,3,0,2,17,5,5,1,3,2,2,2,6,0,1,1,2,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,4,3,0,0,0,9,6,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,2,5,1,0,0,0,0,0,0,3,3,1,0,0,2,1,1,0,0,0,0,2,1,1,1,0,0,13,4,4,4,0,0,3,1
23 - Μαγνησίας,62 E.T. Δήμου Βόλου,516,373,2,1,3,370,176,9,3,52,55,19,52,90,70,13,8,44,19,4,3,14,18,0,6,1,5,1,2,1,15,2,2,2,1,2,2,4,19,7,4,3,2,3,6,1,12,2,2,3,3,1,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,2,1,1,1,17,8,5,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,5,3,5,1,0,0,0,0,0,0,2,1,0,0,0,6,0,1,0,0,0,3,2,2,1,1,0,0,15,1,3,4,0,3,3,1
23 - Μαγνησίας,63 E.T. Δήμου Βόλου,590,362,4,2,6,356,153,10,3,38,72,26,51,37,55,9,11,26,19,3,1,10,43,10,7,2,9,3,16,12,15,3,0,3,0,3,3,1,29,15,5,1,5,1,10,4,16,3,6,3,1,0,4,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,7,1,0,3,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,1,0,5,5,2,1,0,0,0,0,0,0,0,0,2,1,2,0,1,1,16,4,3,5,0,4,4,4
23 - Μαγνησίας,64 E.T. Δήμου Βόλου,593,317,11,1,12,305,140,4,3,35,53,27,52,59,56,11,16,16,18,7,1,16,34,6,13,2,1,2,2,18,20,1,3,3,8,3,2,5,3,2,0,0,1,0,1,0,4,0,0,1,1,2,0,0,3,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,4,3,0,0,1,1,0,12,4,4,2,1,7,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,3,1,0,2,0,1,0,0,0,0,4,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,3,1,0,4,1,0
23 - Μαγνησίας,65 E.T. Δήμου Βόλου,450,293,4,0,4,289,125,8,0,41,59,17,24,37,53,4,7,26,22,9,2,11,26,9,3,3,3,3,3,6,21,0,3,4,11,2,2,0,13,7,5,0,2,2,3,1,16,3,5,4,6,1,4,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,13,0,1,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,8,0,2,0,2,1,1,1
23 - Μαγνησίας,66 E.T. Δήμου Βόλου,443,302,3,0,3,299,147,8,6,37,50,21,53,56,51,6,12,24,15,6,6,11,17,8,3,1,0,2,4,3,20,3,5,3,13,2,5,2,17,9,5,1,2,3,1,0,10,0,3,3,1,0,2,2,1,1,1,1,1,0,0,0,2,0,1,0,1,1,1,0,1,0,5,4,1,0,1,4,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,4,1,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,11,0,3,0,1,1,6,1
23 - Μαγνησίας,67 E.T. Δήμου Βόλου,418,285,7,3,10,275,126,3,3,38,56,24,41,30,39,5,1,16,13,3,2,10,29,5,3,0,0,6,15,8,7,2,1,2,6,2,1,0,11,7,3,0,0,1,3,2,5,0,2,1,1,2,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,6,2,11,5,1,0,1,3,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,4,1,2,1,0,1,0,0,0,0,6,5,2,0,0,2,1,0,0,0,1,0,4,2,0,0,1,1,12,1,6,2,3,4,2,1
23 - Μαγνησίας,68 E.T. Δήμου Βόλου,478,327,9,4,13,314,134,13,3,18,56,33,31,54,56,7,7,22,20,7,1,14,32,6,6,2,1,2,12,11,19,3,4,6,5,3,4,1,14,6,5,2,3,2,4,0,8,1,1,2,1,0,1,1,2,2,1,1,0,0,0,0,4,1,0,0,0,0,0,1,5,3,2,2,1,0,0,11,4,2,4,1,6,0,0,1,0,0,0,1,0,0,0,3,1,1,0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,5,4,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,8,0,1,2,1,0,3,2
23 - Μαγνησίας,69 E.T. Δήμου Βόλου,466,311,1,5,6,305,115,11,2,12,36,25,32,41,61,15,8,25,19,7,3,21,32,6,5,4,2,0,17,10,21,3,2,2,8,3,5,2,17,12,3,0,2,2,3,0,11,1,0,3,3,0,1,4,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,1,0,9,2,7,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,8,1,5,3,0,2,0,0,1,0,2,2,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,12,2,4,0,1,1,2,1
