ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΤΩΝΙΟΥ-ΧΟΥΒΑΡΔΑ ΕΥΤΥΧΙΑ (ΕΦΗ) του Βασιλείου,ΚΑΘΗΝΙΩΤΗ ΟΥΡΑΝΙΑ του Λουκά,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΑΡΑΜΠΑΤΖΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Αλέξανδρου,ΔΡΑΜΗΤΙΝΟΣ ΜΑΤΘΑΙΟΣ (ΜΑΝΘΟΣ) του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΣΤΑΧΤΟΥ ΕΥΘΑΛΙΑ (ΘΑΛΕΙΑ) του Παναγιώτη,ΦΑΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΟΣΠΟΔΙΝΗ (ΑΣΠΑ) ΑΝΑΣΤΑΣΙΑ - ΑΣΠΑΣΙΑ του Δημητρίου,ΚΑΝΑΒΟΣ ΑΠΟΣΤΟΛΟΣ του Λάμπρου,ΟΥΤΑ ΜΑΡΙΑ του Σωτηρίου,ΣΚΡΙΜΠΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Κωνσταντίνου,ΤΖΟΥΜΑΣ ΝΙΚΟΛΑΟΣ του Βασιλείου,ΤΣΕΚΟΥΡΑ ΠΑΡΑΣΚΕΥΗ (ΒΙΚΥ) του Κωνσταντίνου,ΤΣΙΜΠΑΝΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,Κ.Κ.Ε.,ΓΕΩΡΓΑΔΑΚΗΣ ΘΕΟΔΩΡΟΣ του Στυλιανού,ΜΕΤΑΞΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΙΩΑΝΝΑ του Χριστόφιλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΤΑΛΑΔΙΑΝΟΥ ΕΥΛΑΛΙΑ (ΕΥΗ) του Νικολάου,ΤΑΣΟΛΑΜΠΡΟΥ ΧΡΥΣΟΥΛΑ του Θεοδώρου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΓΡΑΦΙΩΤΗΣ ΑΓΓΕΛΟΣ του Παναγιώτη,ΑΛΕΞΙΟΥ ΕΙΡΗΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ελευθερίου,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΒΑΪΡΑΜΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΑΡΙΤΣΟΥΔΗ ΑΘΑΝΑΣΙΑ του Δημητρίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΑΛΑΜΟΥΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΝΕΛΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΡΑΜΑΝΛΗ ΑΓΑΠΗ του Γεωργίου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΤΖΑΝΕΤΟΥΛΑΚΟΥ ΕΥΤΥΧΙΑ (ΦΑΙΗ) του Σπυρίδωνα,ΨΑΘΑΣ ΒΑΣΙΛΕΙΟΣ-ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΜΑΣΤΟΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Ο.Κ.Δ.Ε.,ΠΡΙΓΚΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΡΟΓΙΑΚΟΜΟΥ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ανδρέα,ΕΥΑΓΓΕΛΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΚΑΤΣΙΑΜΠΟΥΡΑ ΑΣΠΑΣΙΑ του Νικολάου,ΡΕΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΤΣΙΟΥΝΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα 21,ΓΕΡΟΔΗΜΟΥ ΑΓΓΕΛΑ του Απόστολου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΜΩΡΑΪΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΣΑΜΠΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΛΙΒΙΤΣΑΝΟΥ ΕΙΡΗΝΗ του Λάμπρου,ΝΙΚΗ,ΓΕΩΡΓΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Στεφάνου,ΓΙΩΤΑΚΟΣ ΑΠΟΣΤΟΛΟΣ του Δημοσθένη,ΜΠΑΓΛΑΤΖΗ ΞΕΝΙΑ- ΣΟΦΙΑ του Γεωργίου,ΣΕΚΕΡΤΖΗΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,ΣΚΟΥΡΓΙΑ ΕΛΕΝΗ του Νικολάου,κοινωνία αξιών,ΡΟΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΟΥΞΗ (ΜΠΑΛΟΥΞΗ) ΓΕΩΡΓΙΑ του Δημητρίου,ΚΑΡΑΔΗΜΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΣΙΩΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΓΡΗΓΟΡΙΟΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΜΑΡΓΑΡΙΤΗΣ ΓΑΒΡΙΗΛ του Σταύρου,Ελλήνων Συνέλευσις,ΡΟΪΔΗ ΙΩΑΝΝΑ ΜΑΡΙΑ του Βασιλείου,Ένωση Κεντρώων,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ - ΕΛΕΥΘΕΡΙΑ του Κωνσταντίνου,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Γεωργίου,ΚΟΥΤΣΟΡΙΖΟΣ ΑΓΓΕΛΟΣ - ΝΙΚΟΛΑΟΣ του Τιμολέωντα,ΦΟΥΡΝΑΡΗΣ ΑΠΟΣΤΟΛΟΣ - ΓΕΩΡΓΙΟΣ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΡΓΑ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ (ΚΕΡΗ) του Παναγιώτη,ΠΑΠΑΔΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Νικολάου,ΤΖΙΒΙΝΙΚΟΣ ΘΕΟΔΩΡΟΣ του Αθανασίου,ΦΥΚΑΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΕΑ ΔΟΜΗ,ΠΟΛΥΖΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΡΟΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΡΗΓΟΡΙΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΑΤΣΟΥΡΑ ΕΥΑΓΓΕΛΙΑ του Τριαντάφυλλου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ - ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Δημητρίου,ΛΕΒΕΝΤΗΣ ΣΤΕΦΑΝΟΣ του Θεμιστοκλή,ΜΑΚΡΟΓΙΑΝΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΜΠΑΖΑΝΟΣ ΑΛΕΞΑΝΔΡΟΣ - ΣΤΕΦΑΝΟΣ του Νικολάου,ΦΥΣΕΚΗ ΣΟΦΙΑ του Νικολάου,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΧΡΙΣΤΟΔΟΥΛΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΦΥΣΕΝΤΖΙΔΗΣ ΚΩΣΤΑΣ του Πέτρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΝΤΟΓΙΑΝΝΗ ΑΝΝΑ του Λαυρεντίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΜΑΓΚΟΥΡΙΤΣΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα,ΠΟΛΥΖΟΥ ΙΩΑΝΝΑ του Αθανασίου,ΦΡΑΓΚΟΥΔΑΚΗ ΕΥΓΕΝΙΑ του Ελευθερίου
23 - Μαγνησίας,145 E.T. Δήμου Βόλου,527,354,1,2,3,351,134,7,5,29,46,17,47,64,84,11,11,37,25,14,3,17,17,2,6,1,0,1,5,4,33,7,11,11,20,2,1,5,18,8,3,0,1,1,1,2,13,3,5,0,4,3,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,8,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,9,3,5,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,1,1,1,0,0,17,3,2,1,4,4,3,3
23 - Μαγνησίας,146 E.T. Δήμου Βόλου,541,375,9,2,11,364,114,7,2,22,31,20,47,42,78,7,9,36,30,17,0,8,43,5,9,3,7,0,3,8,32,3,9,6,10,2,3,1,11,8,1,1,3,0,2,2,20,0,6,1,3,1,3,4,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,2,2,0,0,5,3,3,12,8,2,1,2,2,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,7,2,3,4,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,1,0,1,2,2,1,0,1,0,23,3,4,1,4,8,3,2
23 - Μαγνησίας,147 E.T. Δήμου Βόλου,536,363,14,2,16,347,120,3,3,36,39,17,33,48,84,13,10,45,21,14,4,15,21,3,5,2,1,2,3,7,36,6,11,2,16,1,3,3,13,6,0,0,1,1,2,2,17,1,4,3,2,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,4,5,1,3,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,1,4,1,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,20,4,3,1,2,3,1,6
23 - Μαγνησίας,148 E.T. Δήμου Βόλου,536,353,10,1,11,342,120,5,2,25,34,9,43,56,70,9,8,30,33,6,4,13,31,8,8,0,10,2,9,11,26,4,8,6,12,5,2,1,16,9,4,0,0,2,2,0,9,0,6,1,0,0,4,1,2,2,6,3,1,1,0,0,2,0,0,0,0,1,1,0,4,2,2,2,6,3,4,7,3,3,1,0,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,9,2,4,3,2,0,0,0,0,0,3,2,2,0,0,2,1,1,0,1,0,0,2,1,3,2,0,0,18,1,1,3,1,6,3,3
23 - Μαγνησίας,149 E.T. Δήμου Βόλου,532,363,6,1,7,356,125,7,3,30,35,20,32,59,64,8,3,25,16,9,2,13,34,5,3,4,7,0,13,11,29,4,5,9,11,3,3,8,20,11,6,5,1,1,2,2,18,2,5,1,1,0,6,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,1,2,1,1,1,1,14,9,8,0,1,8,0,0,1,0,1,1,0,0,1,0,0,0,5,1,1,0,0,3,2,2,4,4,2,0,0,0,0,0,1,1,4,4,0,1,1,2,2,1,0,0,0,1,2,1,1,0,2,2,19,4,5,3,4,3,4,3
23 - Μαγνησίας,150 E.T. Δήμου Βόλου,540,358,9,7,16,342,125,9,4,31,32,29,36,46,71,9,15,33,27,14,0,12,30,1,6,3,5,4,6,7,22,2,2,5,8,5,5,1,23,7,2,0,1,3,9,3,8,0,4,0,2,1,1,1,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,2,5,1,5,1,3,1,0,11,3,3,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,2,5,0,0,1,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,5,3,1,1,5,4,11,1,2,1,3,4,2,1
23 - Μαγνησίας,151 E.T. Δήμου Βόλου,529,349,14,1,15,334,108,7,3,24,20,16,38,51,69,12,13,26,19,8,0,10,27,4,6,2,8,3,7,6,32,2,12,3,12,1,6,3,18,8,4,0,4,2,2,3,13,1,5,0,1,0,1,2,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,4,2,7,1,1,20,7,14,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,1,4,1,2,2,0,0,0,0,0,0,6,4,4,0,0,3,2,1,0,0,1,1,3,1,1,1,1,0,8,1,2,0,1,3,2,0
23 - Μαγνησίας,152 E.T. Δήμου Βόλου,542,358,5,2,7,351,127,8,4,25,42,24,40,52,74,12,10,27,23,17,2,14,23,6,2,2,7,3,3,6,36,4,5,8,20,5,13,3,15,10,3,1,2,4,2,1,10,2,3,3,2,1,2,3,2,2,1,1,0,1,0,0,4,0,0,1,0,1,0,0,4,2,2,0,4,3,0,10,4,3,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,1,0,10,1,7,1,1,0,0,0,0,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1,15,3,4,4,1,3,1,3
23 - Μαγνησίας,153 E.T. Δήμου Βόλου,559,357,5,4,9,348,135,4,2,29,42,24,38,59,77,7,9,29,27,19,3,8,23,5,3,6,5,0,5,10,27,1,8,5,14,2,0,3,13,6,1,0,1,0,2,0,17,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,3,5,5,3,2,2,10,6,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,10,6,1,1,1,2,2,0,0,0,0,0,2,1,1,1,1,1,15,3,3,0,1,4,3,1
23 - Μαγνησίας,154 E.T. Δήμου Βόλου,537,368,4,5,9,359,131,9,4,34,50,30,47,39,66,3,9,29,19,10,0,12,31,4,3,3,9,1,8,7,42,3,13,9,17,4,6,7,24,11,3,2,5,4,6,1,7,2,1,2,4,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,4,0,0,0,15,6,4,2,2,5,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,9,6,2,4,2,1,1,0,0,0,0,1,1,1,0,0,1,0,14,1,3,2,2,5,2,5
23 - Μαγνησίας,155 E.T. Δήμου Βόλου,529,366,5,3,8,358,133,6,4,28,39,17,47,58,67,11,13,32,23,7,0,12,20,5,6,2,2,0,3,7,39,5,14,5,17,5,4,6,17,7,2,0,2,0,5,0,10,0,4,1,1,2,3,1,3,3,3,1,1,3,0,0,0,0,0,0,0,0,0,0,5,4,3,2,2,1,1,14,7,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,1,1,10,7,4,5,3,3,1,0,2,0,1,0,2,2,1,0,1,0,15,3,5,1,0,1,5,3
23 - Μαγνησίας,156 E.T. Δήμου Βόλου,545,374,10,3,13,361,131,9,2,34,42,19,47,57,76,13,13,30,25,18,1,13,32,5,6,0,11,1,6,12,28,1,4,5,11,3,2,5,7,4,0,0,0,0,1,0,15,0,2,1,0,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,1,1,14,1,3,2,1,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,5,4,1,1,0,0,0,0,0,6,6,0,3,1,1,1,0,1,0,0,0,3,2,1,0,2,1,19,2,2,3,3,1,5,0
23 - Μαγνησίας,157 E.T. Δήμου Βόλου,537,357,3,2,5,352,118,18,3,36,25,17,31,49,92,16,19,42,32,12,2,12,26,4,9,0,8,1,5,5,21,2,8,3,9,2,5,2,15,5,1,1,2,4,7,1,15,2,5,1,0,3,2,2,2,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,7,2,2,2,5,3,0,7,3,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,2,2,5,1,2,0,0,0,0,0,0,0,2,2,1,1,1,1,0,1,1,0,0,0,4,1,3,2,1,1,18,2,3,1,4,7,5,3
23 - Μαγνησίας,158 E.T. Δήμου Βόλου,533,369,5,4,9,360,135,8,2,26,42,28,42,63,77,13,10,32,30,11,7,18,22,5,4,1,2,1,5,8,35,4,10,3,17,5,4,5,11,3,2,3,0,0,3,1,18,0,6,0,2,2,5,3,1,1,2,1,0,2,0,0,5,3,1,3,0,0,0,1,4,2,3,2,3,1,0,13,6,5,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,5,2,1,0,1,0,0,0,4,1,3,2,0,0,0,0,0,0,4,4,1,0,0,2,0,0,1,0,1,0,1,0,0,0,2,2,12,0,1,1,1,2,1,4
23 - Μαγνησίας,159 E.T. Δήμου Βόλου,474,322,3,3,6,316,125,3,3,27,39,22,30,58,65,5,9,25,23,10,0,17,19,3,3,1,2,3,3,7,15,2,3,2,8,3,3,2,11,5,2,1,2,3,2,1,13,1,6,2,2,1,2,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,3,1,2,1,0,12,3,1,2,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,0,1,2,0,0,0,0,7,6,1,0,0,1,0,0,0,0,0,0,3,0,6,3,0,0,13,2,2,0,8,2,1,1
23 - Μαγνησίας,160 E.T. Δήμου Βόλου,552,370,19,5,24,346,154,3,6,24,69,24,48,59,51,5,5,25,17,9,1,14,25,8,7,2,1,0,8,8,25,3,5,3,5,3,0,5,20,13,5,2,2,2,4,0,13,1,5,2,4,1,5,5,2,1,0,0,0,0,0,0,3,0,0,0,2,0,1,1,0,0,4,4,4,2,2,14,8,1,2,3,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,8,3,6,5,2,0,0,0,0,0,4,1,3,1,0,2,2,0,0,0,0,0,3,0,1,1,0,0,10,3,3,1,1,6,1,3
23 - Μαγνησίας,161 E.T. Δήμου Βόλου,571,349,16,3,19,330,121,8,3,20,35,26,32,46,56,10,5,26,17,8,4,13,18,3,4,1,1,4,3,5,33,5,9,7,10,2,4,12,17,8,3,1,0,2,5,1,9,1,3,1,2,1,3,0,1,1,1,0,0,1,0,0,5,1,0,0,1,0,0,0,8,2,8,3,0,0,0,23,3,3,0,14,6,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,3,2,0,0,3,0,3,0,2,0,0,3,3,0,0,0,0,12,4,4,2,0,2,4,0
23 - Μαγνησίας,162 E.T. Δήμου Βόλου,509,341,8,1,9,332,127,4,1,24,50,29,43,43,77,17,14,38,17,14,1,19,18,3,8,2,3,3,7,5,26,6,5,2,9,3,3,6,9,2,4,1,2,0,1,0,13,4,4,2,3,2,3,0,1,1,3,2,2,1,0,0,2,1,0,1,0,0,0,0,1,0,4,3,3,2,1,18,7,6,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,2,1,2,0,0,0,0,0,1,0,1,0,1,4,2,3,0,1,0,0,1,1,4,3,1,1,0,0,11,1,1,2,3,1,1,1
23 - Μαγνησίας,163 E.T. Δήμου Βόλου,511,325,12,2,14,311,96,5,6,26,42,20,24,36,69,11,11,35,15,8,1,17,30,2,4,2,7,1,9,17,23,4,2,4,4,3,4,5,14,6,2,1,3,0,2,0,10,1,4,2,1,1,0,1,1,1,1,1,0,0,0,0,4,2,1,2,0,0,0,0,1,0,9,3,0,0,0,20,6,7,4,8,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0,3,0,2,2,0,0,18,2,4,3,3,6,4,2
23 - Μαγνησίας,164 E.T. Δήμου Βόλου,527,344,7,3,10,334,106,10,1,29,35,19,31,38,87,16,8,37,21,19,0,28,23,5,3,1,5,5,6,7,27,5,9,1,7,3,4,6,16,10,2,2,1,0,1,4,4,2,1,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,2,1,1,1,1,22,8,2,8,4,9,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,3,3,9,6,5,3,0,1,0,0,0,1,0,0,1,1,1,1,2,0,13,1,3,2,2,5,3,1
23 - Μαγνησίας,165 E.T. Δήμου Βόλου,526,348,4,1,5,343,135,6,6,31,61,22,35,46,54,11,9,20,14,7,2,15,20,5,3,2,4,4,3,8,33,4,13,7,9,4,9,8,24,14,5,3,4,1,10,6,15,2,2,4,7,0,2,3,1,0,1,1,0,1,0,0,2,1,0,1,0,0,1,1,6,3,2,2,2,0,1,14,5,2,0,10,5,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,1,0,6,1,2,2,0,0,0,0,0,0,1,0,0,0,0,3,1,3,0,1,0,0,4,1,1,1,0,0,15,2,3,4,2,3,5,6
23 - Μαγνησίας,166 E.T. Δήμου Βόλου,517,340,2,1,3,337,118,7,1,33,33,25,40,56,82,18,8,48,19,13,5,18,30,9,4,3,7,1,4,11,28,4,4,4,4,2,8,7,11,5,2,1,3,0,1,2,9,2,2,1,1,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,5,4,3,2,2,1,1,6,3,0,1,2,4,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,1,7,2,5,1,2,0,0,0,0,0,4,2,3,2,2,1,1,0,0,0,1,0,1,1,0,0,1,0,20,3,8,3,2,6,8,6
23 - Μαγνησίας,167 E.T. Δήμου Βόλου,521,326,7,3,10,316,118,5,5,17,43,20,32,64,86,8,22,38,18,14,1,15,21,7,8,1,2,1,5,6,23,2,3,5,3,4,4,5,13,3,2,1,0,0,3,0,6,0,3,0,1,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,4,4,2,1,0,6,1,0,5,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,8,6,5,1,1,1,0,1,0,0,1,0,3,3,2,0,0,0,13,5,4,3,2,1,1,1
23 - Μαγνησίας,168 E.T. Δήμου Βόλου,512,341,14,1,15,326,100,4,4,17,37,18,47,34,63,9,8,28,17,8,2,11,39,8,11,2,3,1,8,11,36,8,10,5,12,2,4,12,22,13,5,1,3,1,5,2,5,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7,3,3,2,1,1,1,11,3,1,4,6,7,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,1,0,2,1,0,4,2,3,1,0,1,0,0,1,0,5,3,0,2,0,1,1,0,0,0,0,1,2,2,3,1,1,0,13,1,6,1,2,5,4,4
23 - Μαγνησίας,169 E.T. Δήμου Βόλου,519,325,15,2,17,308,122,7,7,29,45,27,38,41,83,12,15,35,24,15,3,21,13,2,5,2,3,0,5,4,21,6,8,7,6,4,0,6,14,7,4,0,1,1,5,2,10,0,5,2,2,0,2,3,1,1,0,0,0,0,0,0,2,1,0,1,1,0,0,1,4,4,2,2,1,0,0,7,1,0,2,3,5,0,0,0,0,0,0,1,1,3,3,0,0,2,0,0,1,0,2,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,1,1,3,1,3,1,0,0,0,2,0,0,0,0,0,11,1,2,3,0,3,3,4
