ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΟΥΛΚΟΥΔΙΝΑΣ ΣΠΥΡΙΔΩΝ του Ευριπίδη,ΜΑΝΗ-ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΑΝΝΑ του Ευαγγέλου,ΜΠΑΡΑΛΙΑΚΟΣ ΞΕΝΟΦΩΝ (ΦΩΝΤΑΣ) του Ελευθερίου,ΜΠΕΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΝΑΒΡΟΖΙΔΟΥ ΠΑΡΘΕΝΑ (ΝΟΠΗ) του Παναγιώτη,ΧΙΟΝΙΔΗΣ ΣΑΒΒΑΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Σωτηρίου,ΖΑΝΝΑΣ ΖΗΣΗΣ του Γρηγορίου,ΖΑΡΩΤΗΣ ΔΙΟΝΥΣΙΟΣ του Χρήστου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΣΚΟΥΦΑ ΕΛΙΣΣΑΒΕΤ (ΜΠΕΤΤΥ) του Δημητρίου,ΧΑΪΛΑΤΖΙΔΟΥ ΘΕΟΔΟΣΙΑ (ΓΝΩΣΟΥΛΑ) του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΕΩΡΓΟΥΛΗ ΕΛΕΝΗ του Κωνσταντίνου,ΘΕΟΧΑΡΟΠΟΥΛΟΥ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Θωμά,ΚΟΥΤΡΟΥΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Εμμανουήλ,ΜΑΛΤΖΑΡΗΣ ΙΩΑΝΝΗΣ του Αθανάσιου,ΜΙΧΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΓΟΥΡΑΣ ΑΝΔΡΕΑΣ του Νικήτα,Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΣ ΑΧΙΛΛΕΑΣ του Αθανασίου,ΚΟΥΛΑΟΥΖΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ορέστη,ΝΙΚΟΛΑΟΥ ΣΤΕΛΛΑ του Αντωνίου,ΝΤΟΤΣΙΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ανδρέα,ΠΑΠΑΓΕΩΡΓΙΟΥ ΑΡΧΟΝΤΙΑ του Ηλία,ΤΗΛΕΓΡΑΦΟΥ ΑΝΑΣΤΑΣΙΑ του Παντελή,Ελληνική Λύση - Κ. Βελόπουλος,ΖΕΪΜΠΕΚΗΣ ΝΙΚΟΛΑΟΣ του Κυριάκου,ΖΕΡΒΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΚΑΛΑΪΤΖΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιορδάνη,ΚΑΡΑΦΟΥΛΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΝΙΚΟΛΑΪΔΟΥ ΜΑΡΙΑ του Φίλιππου,ΤΣΙΟΜΠΑΝΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΑΝΙΚΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΠΟΥΖΟΥΚΛΙΔΟΥ ΣΩΤΗΡΙΑ του Αλέξανδρου,ΣΤΑΘΑΚΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Κωνσταντίνου,ΧΑΪΔΑΛΗΣ ΘΕΟΛΟΓΟΣ του Κωνσταντίνου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΣΤΙΚΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΜΑΝΙΚΑΣ ΙΩΑΝΝΗΣ του Ηλία,Ο.Κ.Δ.Ε.,ΦΟΥΡΝΟΤΖΗΣ ΑΓΓΕΛΟΣ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΡΑΚΩΣΤΑ ΘΕΟΚΛΕΙΑ του Δημητρίου,ΠΛΙΑΤΣΙΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,Κίνημα 21,ΤΡΑΝΤΗΣ ΑΠΟΣΤΟΛΟΣ του Αριστείδη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗΣ ΑΡΓΥΡΙΟΣ του Μιχαήλ,ΜΠΟΧΤΗ ΕΛΕΝΗ του Κωνσταντίνου,ΝΤΙΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΦΙΛΙΠΠΟΥ ΠΑΝΑΓΙΩΤΑ του Ερμή,ΝΙΚΗ,ΔΕΛΒΕΡΟΥΔΗΣ ΚΟΜΝΗΝΟΣ του Βαγιάνου,ΙΝΤΖΕΣ ΙΩΑΝΝΗΣ του Μόσχου,ΚΑΖΕΠΙΔΟΥ ΕΙΡΗΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΡΑΚΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Ελευθερίου,ΤΣΕΡΤΙΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,κοινωνία αξιών,ΘΗΡΑΙΟΣ ΜΙΧΑΗΛ του Ιακώβου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΝΙΚΗΤΑ ΚΡΥΣΤΑΛΛΕΝΙΑ του Νικολάου,ΧΩΡΙΚΗΣ ΣΤΥΛΙΑΝΟΣ του Θεόδωρου,Ο.Α.Κ.Κ.Ε.,ΚΕΧΑΓΙΑ ΒΑΣΙΛΙΚΗ του Σωτηρίου,Μ-Λ Κ.Κ.Ε.,ΜΑΝΔΕΛΕΝΑΚΗ ΖΩΗ του Ηλία,Ελλήνων Συνέλευσις,ΚΟΥΤΡΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΡΑΧΑΝΑ ΑΝΔΡΟΝΙΚΗ του Δημητρίου,Ένωση Κεντρώων,ΚΑΡΔΑΚΟΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΝΤΖΙΑΛΑ ΧΡΥΣΟΥΛΑ του Γεωργίου,ΠΑΞΙΜΑΔΗΣ ΘΕΟΔΩΡΟΣ του Αντωνίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΕΣΤΟΡΑΣ ΒΑΣΙΛΗΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΒΑΖΑΚΑΣ ΓΕΩΡΓΙΟΣ του Αστερίου,ΓΙΑΛΤΟΥΡΙΔΗΣ ΜΙΧΑΗΛ του Ευσταθίου,ΚΛΕΤΣΑ ΦΩΤΕΙΝΗ του Διονυσίου,ΜΕΝΟΥΝΟΥ ΑΔΑΜΑΝΤΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΖΑΦΕΙΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΚΡΕΠΕΤΟΥ ΝΙΚΟΛΕΤΤΑ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΥΦΑΝΤΗ ΜΑΡΙΑ του Δημητρίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΡΟΥΝΤΟΣ ΑΝΔΡΕΑΣ του Ιωάννη,Οικολόγοι Πράσινοι,ΣΟΥΡΜΠΑΤΗ ΠΑΡΑΣΚΕΥΗ του Λαζάρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΩΠΑΚΗ ΧΑΡΙΚΛΕΙΑ του Αθανασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΝΤΕΚΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Τριαντάφυλλου
13 - Πιερίας,117 E.T. Δήμου Κατερίνης,421,237,1,1,2,235,99,51,32,45,0,13,21,38,8,8,6,1,12,24,15,1,0,9,4,7,2,27,13,6,5,0,11,1,21,9,3,2,2,2,1,6,2,1,4,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,10,3,0,4,5,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,1,1,0,0,0,2,1,0,0,0,0,1,1,3,1
13 - Πιερίας,118 E.T. Δήμου Κατερίνης,474,271,2,2,4,267,101,38,36,41,8,6,35,50,17,15,10,3,15,16,28,6,1,19,5,9,4,23,11,2,5,0,9,2,17,3,4,1,5,5,1,7,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,4,2,2,2,1,15,2,7,5,3,4,5,0,0,0,0,0,0,0,0,0,3,2,3,1,0,1,1,0,0,1,0,0,0,0,2,2,2,2,0,0,0,0,1,1,2,1,8,3
13 - Πιερίας,119 E.T. Δήμου Κατερίνης,471,308,9,4,13,295,134,33,40,63,20,15,57,49,20,15,2,3,12,11,28,2,1,15,3,9,5,9,2,0,5,1,2,2,13,4,6,2,3,5,1,8,4,3,3,1,1,1,0,0,0,0,0,0,0,3,3,1,1,0,1,0,26,14,6,2,12,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,1,2,0,0,2,2,6,6,0,0,4,4,1,1,6,6
13 - Πιερίας,120 E.T. Δήμου Κατερίνης,474,308,4,1,5,303,98,31,37,33,6,5,38,63,19,23,12,4,27,14,29,3,1,17,18,16,2,18,7,0,3,2,5,4,24,7,6,4,5,5,1,7,5,1,1,1,2,2,0,0,1,0,2,1,0,3,1,9,3,0,2,0,22,9,6,3,2,6,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,4,1,1,0,0,3,3,1,1,0,0,2,2,0,0,7,6
13 - Πιερίας,121 E.T. Δήμου Κατερίνης,465,314,3,0,3,311,111,35,34,44,9,9,40,59,19,16,18,4,18,14,40,6,2,14,12,19,3,12,6,1,6,0,5,0,24,7,7,2,6,7,1,4,1,1,1,1,3,3,0,0,1,0,0,0,0,5,1,3,3,1,0,1,26,8,7,4,7,4,7,1,1,0,0,0,0,0,0,0,1,1,1,3,1,2,1,2,0,1,0,0,1,1,1,1,2,2,1,1,0,0,1,1,1,0,9,6
13 - Πιερίας,122 E.T. Δήμου Κατερίνης,485,328,8,0,8,320,110,32,34,54,18,13,27,62,14,31,8,5,15,17,34,1,0,20,11,19,2,17,8,1,6,0,3,0,32,12,13,4,6,3,0,7,1,3,1,5,1,1,0,0,1,0,2,0,0,1,0,3,0,3,1,2,20,5,0,8,4,4,10,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,1,0,0,2,0,2,1,0,0,0,1,1,3,2,1,1,3,2,1,1,14,8
13 - Πιερίας,123 E.T. Δήμου Κατερίνης,476,331,6,0,6,325,124,24,44,47,22,9,49,53,24,14,13,4,19,12,35,5,0,17,3,12,5,16,7,0,5,0,7,1,31,11,7,3,2,14,0,11,4,4,6,0,3,3,1,1,0,0,2,2,0,2,2,5,0,1,0,0,25,6,6,6,4,9,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,4,4,0,0,7,2
13 - Πιερίας,124 E.T. Δήμου Κατερίνης,471,306,7,1,8,298,100,28,38,41,7,7,34,64,13,22,21,4,20,8,27,3,1,16,6,8,6,15,5,2,0,0,1,2,16,10,4,0,3,4,0,8,1,2,4,3,4,4,2,1,0,0,0,0,0,0,0,6,3,2,0,1,27,9,5,7,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,8,3,2,2,1,0,0,0,0,0,0,0,0,3,2,1,1,15,14
13 - Πιερίας,125 E.T. Δήμου Κατερίνης,476,271,6,3,9,262,104,45,35,34,8,6,22,41,8,11,8,1,16,16,43,2,3,20,10,25,2,15,8,0,4,0,4,2,12,5,5,1,2,1,1,9,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,16,6,3,0,2,5,4,0,0,0,0,0,1,0,0,0,2,1,1,1,1,1,0,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,2,1,1,0,6,5
13 - Πιερίας,126 E.T. Δήμου Κατερίνης,475,300,5,3,8,292,107,20,39,47,4,12,36,52,11,16,14,0,16,14,42,1,3,23,10,11,4,11,3,2,2,0,4,1,21,10,7,3,5,7,1,9,4,4,5,1,2,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,24,6,5,1,10,2,8,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,4,1,0,1,1,1,1,2,1,2,2,0,0,0,0,0,0,7,5
13 - Πιερίας,127 E.T. Δήμου Κατερίνης,471,295,3,1,4,291,128,40,25,66,14,11,39,47,22,11,9,5,17,8,33,4,3,8,10,22,1,11,6,0,4,0,3,0,15,6,1,6,4,8,0,5,0,2,2,0,2,1,0,0,0,0,2,0,0,1,1,4,1,2,0,1,20,5,8,3,4,8,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,5,3,0,2,0,1,0,0,0,0,0,0,0,3,2,0,0,12,5
13 - Πιερίας,128 E.T. Δήμου Κατερίνης,470,305,5,1,6,299,115,26,32,54,11,11,35,63,31,40,10,1,23,18,42,4,3,18,9,23,17,9,6,0,0,0,4,3,23,6,8,3,3,10,3,5,0,2,1,2,0,0,0,0,0,0,0,0,0,4,3,4,3,0,3,0,18,6,3,3,2,3,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,7,4
13 - Πιερίας,129 E.T. Δήμου Κατερίνης,470,268,7,1,8,260,103,36,23,54,11,4,31,51,17,18,2,7,22,9,43,7,2,25,10,9,10,11,8,1,2,1,3,1,15,5,3,4,5,3,0,5,2,3,3,0,3,3,0,0,0,0,2,0,0,1,1,0,0,0,0,0,12,3,1,1,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,3,2,0,1,0,0,0,1,1,1,1,0,0,2,1,1,1,3,2
13 - Πιερίας,130 E.T. Δήμου Κατερίνης,465,322,7,0,7,315,145,41,37,71,17,6,56,58,23,17,8,4,20,13,39,3,4,22,9,12,2,11,5,2,0,0,3,3,10,3,6,1,0,3,0,7,5,1,2,1,0,0,0,0,0,0,1,1,1,1,1,5,1,1,0,1,25,5,9,2,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,1,0,0,1,0,2,2,0,0,1,1,0,0,3,2
13 - Πιερίας,131 E.T. Δήμου Κατερίνης,475,283,3,1,4,279,91,13,33,48,10,7,36,74,18,23,15,2,22,27,32,4,4,13,7,10,8,12,9,0,3,0,5,1,10,4,4,1,0,3,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,6,1,2,1,1,22,3,6,2,6,3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,2,0,0,1,1,0,1,1,2,2,0,0,3,3,1,0,12,8
13 - Πιερίας,132 E.T. Δήμου Κατερίνης,478,302,8,1,9,293,112,34,37,51,10,10,26,58,25,15,14,5,18,13,39,3,0,26,10,11,8,17,8,1,4,2,8,3,15,7,5,3,2,7,0,4,0,2,3,0,0,0,0,0,0,0,2,1,0,2,1,2,1,0,0,1,21,7,4,3,11,5,7,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,6,5,0,0,0,0,1,1,10,6
13 - Πιερίας,133 E.T. Δήμου Κατερίνης,470,290,5,0,5,285,123,28,43,49,10,7,44,52,17,20,7,2,17,17,26,2,1,17,5,7,8,15,7,1,5,0,3,4,11,2,5,1,3,2,1,11,4,7,3,1,0,0,0,0,0,0,0,0,0,1,1,4,2,0,1,0,22,7,10,1,5,9,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,4,2,2,2,0,0,0,2,1,2,2,1,0,2,1,0,0,6,5
13 - Πιερίας,134 E.T. Δήμου Κατερίνης,483,301,10,0,10,291,99,22,30,45,11,7,45,55,12,18,2,0,21,13,25,5,2,16,8,6,0,11,5,2,3,0,3,0,23,10,4,2,3,6,1,8,3,2,1,2,0,0,0,0,0,0,0,0,0,1,0,7,3,3,0,2,40,10,18,9,5,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,3,0,0,0,0,2,1,2,2,0,0,3,2,1,1,9,6
13 - Πιερίας,135 E.T. Δήμου Κατερίνης,471,308,6,2,8,300,106,33,28,70,16,8,32,52,12,18,7,3,22,14,46,6,2,24,9,18,7,16,9,0,4,0,8,5,19,6,6,4,7,3,1,13,5,4,7,0,1,1,1,0,0,0,1,1,0,1,1,6,1,3,0,2,25,13,8,3,8,5,4,1,1,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,3,2,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,4,2
13 - Πιερίας,136 E.T. Δήμου Κατερίνης,480,291,7,1,8,283,101,32,20,46,12,14,31,43,13,15,6,4,11,11,41,9,4,14,14,16,7,12,6,0,2,0,1,2,21,6,4,6,3,6,1,9,2,4,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,34,7,8,7,10,11,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,1,2,2,2,1,0,0,0,0,0,2,1,0,0,9,4
13 - Πιερίας,137 E.T. Δήμου Κατερίνης,466,283,4,0,4,279,109,36,38,39,5,9,39,42,18,12,8,3,13,11,25,3,0,11,9,10,4,11,7,1,4,0,5,1,27,6,9,4,7,9,1,10,2,4,3,2,2,2,0,0,0,0,0,0,0,4,2,5,1,0,0,1,28,12,10,5,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,1,0,0,4,3,1,0,1,0,1,0,5,3
13 - Πιερίας,138 E.T. Δήμου Κατερίνης,481,298,1,1,2,296,122,33,36,62,7,10,42,38,15,14,4,6,13,8,30,4,1,15,8,13,7,6,4,2,0,0,1,1,16,2,5,3,4,3,0,11,7,1,4,1,1,1,0,0,0,0,1,0,0,0,0,4,2,1,1,0,44,15,12,9,14,7,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,5,3,1,2,1,0,0,2,2,8,7,0,0,1,0,1,1,4,2
13 - Πιερίας,139 E.T. Δήμου Κατερίνης,464,275,5,0,5,270,101,23,29,38,12,7,28,51,13,18,4,3,19,15,41,8,3,21,8,15,7,18,7,2,3,0,5,2,10,0,3,0,1,5,0,8,2,1,2,3,2,2,0,0,0,0,0,0,0,3,3,1,0,0,0,0,21,7,8,1,5,3,10,0,0,1,0,1,0,0,0,0,0,0,0,4,2,1,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,4,3
13 - Πιερίας,140 E.T. Δήμου Κατερίνης,516,335,14,2,16,319,103,25,35,44,13,5,40,48,17,8,10,1,16,19,40,10,1,23,5,18,4,25,11,5,5,0,12,0,24,8,4,7,6,9,4,8,1,3,3,1,3,3,0,0,0,0,0,0,0,1,1,4,1,2,0,1,38,16,16,4,13,4,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,4,1,1,0,0,0,1,1,1,0,0,0,3,2,0,0,10,9
13 - Πιερίας,141 E.T. Δήμου Κατερίνης,533,357,7,1,8,349,130,46,36,53,16,10,43,56,21,21,11,7,11,17,39,5,2,26,11,12,8,14,6,1,4,1,3,4,26,7,7,5,4,6,1,7,3,3,3,0,0,0,4,3,0,0,0,0,0,2,1,2,1,2,0,0,42,20,9,9,15,10,11,0,0,0,0,0,0,0,1,1,2,1,2,3,2,2,1,0,0,6,3,2,3,2,0,0,0,0,1,1,0,0,3,1,0,0,11,10
13 - Πιερίας,142 E.T. Δήμου Κατερίνης,526,325,3,2,5,320,121,30,59,43,12,7,45,62,20,19,10,2,21,27,28,5,0,12,5,14,3,12,6,1,2,1,4,1,25,9,6,6,3,7,1,14,6,7,9,1,5,5,1,0,0,0,1,1,0,1,0,6,2,3,1,1,21,12,1,3,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,5,3,1,1,2,0,0,3,2,2,1,1,1,2,2,2,2,6,3
13 - Πιερίας,143 E.T. Δήμου Κατερίνης,527,327,9,1,10,317,110,36,34,44,10,11,43,57,21,16,11,1,16,20,43,4,4,25,10,14,7,10,2,2,2,1,3,0,24,12,11,4,6,5,0,5,1,4,1,1,3,3,0,0,0,0,0,0,0,5,5,8,0,4,1,1,31,9,7,4,13,7,8,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,2,1,2,0,0,0,1,1,11,8
13 - Πιερίας,144 E.T. Δήμου Κατερίνης,516,329,11,0,11,318,126,38,59,57,10,10,38,55,27,11,15,3,11,12,33,4,3,20,6,10,4,21,10,2,7,1,7,2,18,3,6,2,0,5,0,7,3,4,1,2,4,4,0,0,0,0,0,0,0,1,0,5,1,1,0,2,30,15,11,3,4,0,8,0,0,1,1,1,0,0,0,0,0,0,0,4,0,2,2,0,0,2,2,0,0,0,0,0,3,2,2,2,1,0,1,1,0,0,4,2
13 - Πιερίας,145 E.T. Δήμου Κατερίνης,530,351,11,1,12,339,135,37,44,58,12,3,48,42,12,12,8,0,9,17,37,2,1,21,7,9,7,16,5,3,5,1,7,3,33,17,13,4,4,3,4,3,1,0,0,0,7,6,1,1,0,0,1,1,0,4,3,2,0,1,0,1,39,19,12,2,11,7,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,7,6,1,1,0,2,1,0,0,0,0,0,0,2,2,1,0,5,4
13 - Πιερίας,146 E.T. Δήμου Κατερίνης,516,318,8,1,9,309,100,38,30,40,4,4,37,61,14,22,14,3,24,15,54,7,1,38,11,13,14,15,7,1,5,1,9,2,26,6,9,9,6,7,1,6,6,5,0,0,1,1,1,1,0,0,0,0,0,0,0,5,3,3,1,1,24,8,2,0,9,7,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,2,2,1,1,8,5
13 - Πιερίας,147 E.T. Δήμου Κατερίνης,520,326,7,4,11,315,122,41,40,58,9,4,40,54,16,21,6,2,17,18,43,8,4,26,9,8,7,24,12,1,1,1,9,2,17,6,6,3,2,6,1,4,1,1,2,0,2,2,0,0,0,0,2,1,1,3,2,0,0,0,0,0,27,9,6,8,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,0,0,12,5
13 - Πιερίας,148 E.T. Δήμου Κατερίνης,532,328,4,0,4,324,124,36,32,53,14,7,49,51,19,15,10,1,15,12,36,3,0,21,10,13,4,15,5,2,4,1,4,0,20,4,4,4,4,4,2,7,3,2,2,1,2,2,0,0,0,0,0,0,0,3,2,3,3,0,1,1,32,15,7,4,12,4,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,0,3,0,0,0,3,2,3,1,0,0,0,0,0,0,17,13
13 - Πιερίας,149 E.T. Δήμου Κατερίνης,516,328,6,2,8,320,141,38,44,56,11,12,50,46,15,11,7,4,24,12,41,3,1,27,6,8,9,9,3,1,1,0,3,2,10,4,2,1,0,2,1,4,2,2,2,0,2,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,37,16,17,4,8,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,3,1,1,0,0,0,2,1,7,3,2,1,2,2,0,0,6,5
13 - Πιερίας,150 E.T. Δήμου Κατερίνης,519,321,6,1,7,314,116,37,36,45,10,9,44,52,16,19,10,2,14,13,32,0,1,18,7,10,9,26,14,3,8,1,10,3,23,9,6,4,4,7,0,8,5,1,1,1,1,1,0,0,0,0,0,0,0,4,4,4,1,1,0,0,29,13,4,6,10,9,5,0,0,0,0,0,0,0,0,0,6,5,5,1,1,1,0,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,2,2,2,1,5,3
13 - Πιερίας,151 E.T. Δήμου Κατερίνης,530,341,2,3,5,336,175,50,60,73,11,15,70,49,14,16,9,3,18,13,33,3,2,12,11,11,4,12,4,1,2,1,2,1,16,6,3,4,4,5,1,7,2,5,1,0,1,1,2,2,0,0,0,0,0,3,3,1,1,0,0,1,25,4,6,5,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,1,5,3
13 - Πιερίας,152 E.T. Δήμου Κατερίνης,527,325,1,0,1,324,128,37,47,54,12,9,41,42,12,16,3,3,9,21,42,2,2,30,14,5,6,9,2,2,2,1,6,0,24,10,8,5,6,6,1,6,1,5,2,0,4,4,0,0,0,0,1,1,1,0,0,2,2,1,0,0,46,22,13,5,16,8,15,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,1,1,0,0,1,0,3,3,2,2,0,0,2,1,2,2,5,4
13 - Πιερίας,153 E.T. Δήμου Κατερίνης,516,309,5,2,7,302,112,24,40,49,10,6,38,57,25,21,15,3,13,17,36,3,1,27,14,10,2,19,9,2,5,0,5,9,23,10,11,3,6,7,2,6,2,1,2,2,5,5,0,0,1,1,2,1,1,3,3,3,0,0,0,1,21,6,9,2,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,3,3,2,2,0,0,6,3
13 - Πιερίας,154 E.T. Δήμου Κατερίνης,525,352,11,1,12,340,127,42,47,62,8,10,46,58,29,11,15,7,12,21,41,7,2,25,16,14,3,9,4,3,2,0,3,2,19,7,5,3,2,9,1,6,4,1,3,1,1,1,0,0,0,0,0,0,0,0,0,4,3,1,0,1,54,21,26,5,21,12,6,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,3,3,0,2,0,0,0,2,2,4,4,0,0,2,2,1,1,6,6
13 - Πιερίας,155 E.T. Δήμου Κατερίνης,510,312,10,1,11,301,135,42,38,69,14,8,48,50,16,11,15,3,15,19,29,5,2,16,5,12,5,12,9,3,3,0,5,1,19,7,6,4,4,7,1,6,3,1,2,1,2,2,0,0,0,0,1,0,0,3,1,4,1,2,3,2,26,7,13,3,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,9,8
