ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΜΑΝΑΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ισαάκ,ΒΡΥΖΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Παναγιώτη,ΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Γεωργίου,ΠΡΩΪΟΥ-ΒΑΡΖΗ ΕΥΛΑΜΠΙΑ του Ευαγγέλου,ΣΥΡΙΖΑ,ΒΑΤΑΛΗΣ ΣΩΚΡΑΤΗΣ του Αργυρίου,ΒΕΤΤΑ ΚΑΛΛΙΟΠΗ του Δημητρίου,ΓΚΑΣΤΑΡΗ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Γεωργίου,ΚΑΡΥΠΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΜΙΧΕΛΑΚΗ ΕΥΘΥΜΙΑ (ΕΦΗ) του Βασιλείου,ΠΑΣΣΑΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΖΑΡΟΓΙΑΝΝΗΣ ΛΟΥΚΑΣ του Ιωάννη,ΚΑΜΑΡΙΑΔΟΥ ΠΑΝΑΓΙΩΤΑ του Δημητρίου,ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ ΠΑΡΑΣΚΕΥΑΣ (ΠΑΡΙΣ) του Δημητρίου,ΝΙΚΟΛΑΪΔΗΣ ΙΣΑΑΚ του Ανέστη,ΤΣΙΡΝΑΡΗ ΕΛΕΝΗ του Ιωάννη,ΦΤΑΚΑΣ ΓΕΩΡΓΙΟΣ του Χαρίσιου,Κ.Κ.Ε.,ΔΗΜΑΡΑΚΗ ΦΩΤΕΙΝΗ του Χρήστου,ΕΓΡΕΣ ΑΒΡΑΑΜ του Ιωάννη,ΘΕΟΔΩΡΙΔΗΣ ΕΜΜΑΝΟΥΗΛ του Αδάμ,ΚΟΥΖΙΑΚΗ ΘΕΟΔΩΡΑ ΜΑΤΙΝΑ (ΤΙΝΑ) του Παναγιώτη,ΜΩΥΣΙΑΔΗΣ ΣΤΑΥΡΟΣ του Θεοδώρου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΩΤΣΙΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ (ΛΕΥΤΕΡΗΣ) του Άγγελου,ΛΙΒΕΡΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ του Λιβερίου,ΞΑΝΘΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Κωνσταντίνου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Θεοδώρου,ΧΕΙΜΩΝΙΔΟΥ ΚΑΤΙΝΑ (ΚΑΤΕΡΙΝΑ) του Μιχαήλ,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΘΑΝΑΣΙΑΔΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΛΙΑΚΟΣ ΠΟΛΥΔΕΥΚΗΣ του Θωμά,ΛΟΤΣΙΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΑΝΟΥ-ΓΙΟΛΔΑΣΗ ΑΓΓΕΛΙΚΗ (ΑΓΓΕΛΑ) του Ζήση,ΜΙΧΑΛΟΠΟΥΛΟΣ ΘΩΜΑΣ (ΜΑΚΗΣ) του Δημητρίου,ΜΠΕΓΛΕΡΙΔΟΥ ΣΤΑΥΡΟΥΛΑ του Αλέξανδρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΠΟΣΤΟΛΙΔΗΣ ΛΑΥΡΕΝΤΙΟΣ του Θεοφύλακτου,ΜΠΕΜΠΗ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΤΣΙΡΑΝΙΔΟΥ ΘΕΟΔΩΡΑ του Αναστάσιου,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΣΙΔΟΥ ΜΑΡΙΑ του Θεοδώρου,ΘΕΡΑΠΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΟΥΤΡΩΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΚΑΡΥΔΗΣ ΜΑΡΚΟΣ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΣΠΡΑΓΚΑΘΟΣ ΑΠΟΣΤΟΛΟΣ του Κωνσταντίνου,ΓΑΡΟΥΦΑΛΛΙΔΟΥ ΓΙΑΝΟΥΛΛΑ του Νικολάου,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,Κίνημα 21,ΧΑΡΑΛΑΜΠΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΣΤΥΛΙΔΟΥ ΟΛΓΑ του Ανέστη,ΤΑΜΙΩΛΑΚΗ ΕΙΡΗΝΗ του Ιωάννη,ΤΣΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΝΙΚΗ,ΑΛΑΤΖΗ ΕΙΡΗΝΗ του Χαραλάμπους,ΘΕΟΔΩΡΟΥ ΑΠΟΣΤΟΛΟΣ ΙΩΑΝΝΗΣ του Λάμπρου,ΜΠΑΛΙΑΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΣΙΣΜΑΝΙΔΟΥ ΠΟΛΥΞΕΝΗ του Γεωργίου,κοινωνία αξιών,ΓΟΥΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΡΝΑΟΥΤΗ ΑΝΝΑ του Θεοδώρου,ΒΛΑΧΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΓΙΑΝΤΣΗΣ ΜΙΧΑΗΛ του Βασιλείου,Ο.Α.Κ.Κ.Ε.,ΚΑΒΒΑΔΑΣ ΣΠΥΡΙΔΩΝ του Αριστείδη,Μ-Λ Κ.Κ.Ε.,ΤΣΙΤΟΣ ΙΩΑΝΝΗΣ του Φώτιου,Ελλήνων Συνέλευσις,ΓΕΩΡΓΙΑΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΓΚΙΟΥΡΑ ΘΕΟΔΩΡΑ του Κωνσταντίνου,ΚΑΡΑΚΟΥΛΑ ΜΑΡΚΗΣΙΑ του Χαρίσιου,ΚΑΡΑΜΑΡΚΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΠΟΥΛΑΤΣΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,Ένωση Κεντρώων,ΒΟΓΔΟΠΟΥΛΟΣ ΘΩΜΑΣ του Νικολάου,ΜΑΡΚΟΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΡΟΥΚΑ ΘΕΟΠΟΥΛΑ του Αποστόλου,ΧΡΙΣΤΟΦΟΡΙΔΟΥ ΕΥΡΗΚΑ του Βίκτωρα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΤΕΝΤΣΟΓΛΙΔΗΣ ΜΑΡΙΟΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΟΥΡΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Ηρακλή,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΛΙΑΚΗΣ ΘΩΜΑΣ του Αθανασίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΡΙΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΙΩΣΗΦΙΔΗΣ ΚΥΡΙΑΚΟΣ του Δαμιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΟΛΙΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Σπυρίδωνα,ΦΟΥΤΣΟΓΛΟΥ ΚΥΡΙΑΚΗ του Κωνσταντίνου,ΧΑΝΤΑΒΑΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Παύλου,Οικολόγοι Πράσινοι,ΔΗΜΑΚΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,ΙΩΑΝΝΙΔΗΣ ΧΡΗΣΤΟΣ του Αβραάμ,ΕΑΝ...,ΓΙΑΝΝΙΤΣΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΓΟΝΑΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΡΑΣΣΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
15 - Κοζάνης,53 E.T. Δήμου Βοΐου,491,266,2,3,5,261,133,61,19,18,57,20,14,29,1,18,6,6,4,4,29,10,9,21,0,0,0,22,3,17,0,16,0,0,10,2,4,0,0,0,3,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,1,0,6,6,1,1,2,16,2,3,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2
15 - Κοζάνης,54 E.T. Δήμου Βοΐου,531,302,1,1,2,300,122,41,35,24,63,17,5,52,17,26,13,12,5,9,44,13,16,25,1,1,5,31,2,20,2,21,0,3,7,2,1,2,2,1,1,9,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5,0,0,0,0,14,2,0,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,6,3
15 - Κοζάνης,55 E.T. Δήμου Βοΐου,520,296,3,3,6,290,129,70,15,18,59,31,7,41,7,25,6,18,9,4,23,4,5,18,1,2,2,20,7,9,0,14,0,0,16,1,1,2,1,2,0,2,0,0,0,1,0,1,3,0,2,2,1,1,0,1,0,0,0,0,0,0,2,1,6,3,4,0,0,23,8,4,17,3,0,0,2,0,0,0,0,0,0,0,3,1,1,0,1,3,0,0,0,0,0,0,0,3,3,0,0,3,2,7,7,0,0,0,0,1,0,0,0,0,0,0,5,2
15 - Κοζάνης,56 E.T. Δήμου Βοΐου,510,343,4,6,10,333,126,55,22,21,51,32,5,60,16,39,9,16,13,5,34,9,12,15,1,3,3,48,5,24,1,26,5,8,9,2,3,0,2,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,1,1,0,21,7,4,10,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,3,1,1,2,2,5,4,1,1,1,0,0,0,1,0,0,1,0,0,0,9,5
15 - Κοζάνης,57 E.T. Δήμου Βοΐου,494,281,2,0,2,279,116,52,21,19,42,28,8,47,8,23,8,17,9,6,24,5,12,16,1,0,3,27,2,18,1,22,2,3,10,2,4,1,0,0,4,2,0,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,1,1,5,2,3,3,1,0,0,29,5,2,22,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,3
15 - Κοζάνης,58 E.T. Δήμου Βοΐου,491,308,3,2,5,303,125,46,20,20,60,33,10,54,5,30,11,16,9,3,29,6,12,11,2,9,1,26,3,14,0,16,1,5,17,6,2,0,1,4,3,6,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,1,0,1,20,10,1,6,8,0,0,2,1,0,0,0,0,0,0,2,0,1,1,1,1,4,0,2,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,1,0,2,0
15 - Κοζάνης,59 E.T. Δήμου Βοΐου,514,327,3,2,5,322,123,37,6,30,52,43,10,58,9,32,14,18,8,3,44,14,12,24,4,5,5,27,4,14,1,19,0,0,14,8,4,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,1,0,1,0,0,2,1,2,1,3,2,5,2,3,1,0,13,4,3,5,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,4,4,0,0,1,0,2,1,2,0,0,0,1,1,0,2,1,0,0,9,6
15 - Κοζάνης,60 E.T. Δήμου Βοΐου,513,274,4,1,5,269,112,56,23,22,42,20,13,33,5,16,3,5,5,1,37,13,8,20,5,4,0,26,6,16,2,20,0,0,13,1,1,0,4,3,1,6,2,0,1,2,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,2,1,0,0,7,1,1,5,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,5,3,0,0,0,3,2,0,0,0,0,0,0,0,2,1,0,0,5,1
15 - Κοζάνης,61 E.T. Δήμου Βοΐου,520,294,4,1,5,289,118,65,17,10,72,28,12,59,7,54,9,13,11,10,31,12,7,16,1,4,5,19,4,10,0,15,0,0,17,4,5,0,2,3,4,5,1,0,0,2,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,7,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,2,2,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,2,1
15 - Κοζάνης,62 E.T. Δήμου Βοΐου,512,305,4,1,5,300,144,78,19,18,52,45,9,35,6,9,3,12,7,3,32,10,10,16,0,0,3,22,4,13,0,15,0,1,14,1,2,3,0,2,1,3,2,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,0,11,4,1,0,0,19,2,0,16,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,3,3,1,1
15 - Κοζάνης,63 E.T. Δήμου Βοΐου,514,341,6,1,7,334,127,57,16,23,57,35,5,57,8,26,12,13,9,3,51,22,15,29,3,5,2,39,7,16,1,24,1,6,16,2,4,1,1,4,2,5,1,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,17,4,1,7,6,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,2,1,2,2,1,1,4,3,0,0,2,2,1,1,1,1,1,1,1,0,0,1,1
15 - Κοζάνης,64 E.T. Δήμου Βοΐου,485,316,7,1,8,308,127,56,17,12,54,25,5,66,20,42,13,14,13,8,33,7,15,24,2,2,1,21,1,10,0,10,0,1,8,5,0,2,0,5,0,4,2,1,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5,4,8,1,1,0,1,16,2,2,9,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,4,1,2,0
15 - Κοζάνης,65 E.T. Δήμου Βοΐου,534,315,2,5,7,308,106,40,24,13,40,30,15,48,13,21,3,13,14,1,69,37,34,17,4,1,2,34,6,21,3,12,1,0,10,1,4,1,3,3,2,2,1,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,20,3,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,1,3,0,0,0,4,2
15 - Κοζάνης,66 E.T. Δήμου Βοΐου,366,218,12,0,12,206,110,49,28,31,22,4,22,25,2,15,2,1,11,0,26,9,9,12,0,1,1,3,0,0,0,0,0,0,4,1,1,0,0,0,1,1,1,0,0,0,0,0,7,6,4,1,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,9,2,0,4,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,1,4,2
15 - Κοζάνης,67 E.T. Δήμου Βοΐου,159,91,2,0,2,89,52,37,9,3,8,19,9,14,5,10,0,4,2,0,7,5,2,3,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
15 - Κοζάνης,68 E.T. Δήμου Βοΐου,531,267,4,5,9,258,99,45,19,8,42,8,12,54,19,22,28,8,6,3,39,9,30,29,1,4,1,10,1,3,0,4,1,1,18,0,2,0,3,2,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,2,2,0,0,0,13,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,3,1,5,3
15 - Κοζάνης,69 E.T. Δήμου Βοΐου,520,221,5,2,7,214,102,40,24,17,41,26,19,56,10,15,15,19,11,3,16,3,8,7,2,3,1,1,0,0,0,0,0,0,8,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,9,3,1,1,0,0,0,12,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,2
15 - Κοζάνης,70 E.T. Δήμου Βοΐου,527,270,6,1,7,263,106,36,24,10,30,20,15,49,7,9,12,16,18,7,30,12,5,12,3,6,1,7,2,3,0,3,0,2,14,3,5,0,0,3,4,4,2,0,1,0,1,1,3,1,1,0,0,0,0,0,0,0,4,2,2,3,10,5,2,0,1,0,1,13,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,3,1,1,1,1,2,0,9,5
15 - Κοζάνης,71 E.T. Δήμου Βοΐου,361,99,1,0,1,98,48,20,19,3,25,13,1,16,6,1,6,9,2,4,15,5,2,8,1,1,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,4,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,72 E.T. Δήμου Βοΐου,235,35,2,0,2,33,13,10,5,6,1,2,0,3,0,2,1,1,0,0,2,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1
15 - Κοζάνης,73 E.T. Δήμου Βοΐου,212,58,2,0,2,56,24,2,6,1,9,15,4,9,2,2,0,2,5,2,7,5,4,2,0,1,0,6,0,5,0,6,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15 - Κοζάνης,74 E.T. Δήμου Βοΐου,290,111,2,0,2,109,37,12,5,9,20,8,1,21,8,5,3,6,3,2,14,3,9,6,0,0,0,3,2,0,0,0,0,1,10,3,1,1,1,2,4,2,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,9,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2
15 - Κοζάνης,75 E.T. Δήμου Βοΐου,622,220,3,1,4,216,113,34,35,39,41,29,16,34,7,11,9,9,11,1,51,14,15,32,1,5,6,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
15 - Κοζάνης,76 E.T. Δήμου Βοΐου,131,39,0,0,0,39,25,9,6,2,20,1,0,7,0,4,0,3,0,0,3,0,1,2,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,77 E.T. Δήμου Βοΐου,310,124,2,1,3,121,57,28,18,3,24,4,1,16,4,7,2,5,6,6,23,16,9,6,3,1,4,3,0,0,0,0,0,1,9,2,2,0,0,6,6,0,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
15 - Κοζάνης,78 E.T. Δήμου Βοΐου,327,139,2,3,5,134,59,9,25,26,20,4,7,20,6,11,3,8,1,1,16,7,3,8,1,2,1,7,1,0,0,1,0,1,14,1,1,1,2,1,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0
15 - Κοζάνης,79 E.T. Δήμου Βοΐου,175,64,1,1,2,62,36,11,10,7,12,14,0,2,0,0,0,0,0,0,9,2,2,6,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
15 - Κοζάνης,80 E.T. Δήμου Βοΐου,122,40,0,0,0,40,24,15,9,4,9,2,3,3,0,0,0,0,3,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15 - Κοζάνης,81 E.T. Δήμου Βοΐου,163,43,0,0,0,43,30,9,10,17,7,6,0,3,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,82 E.T. Δήμου Βοΐου,248,92,4,0,4,88,39,9,13,9,12,20,4,25,4,5,2,5,15,1,5,2,0,3,0,1,1,5,3,1,1,1,1,1,8,3,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
15 - Κοζάνης,83 E.T. Δήμου Βοΐου,142,65,2,0,2,63,36,15,7,5,8,14,3,12,5,1,3,6,4,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,84 E.T. Δήμου Βοΐου,227,78,0,1,1,77,45,15,18,9,6,5,3,12,0,5,5,5,0,0,8,2,2,5,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
15 - Κοζάνης,85 E.T. Δήμου Βοΐου,136,43,0,1,1,42,14,1,2,6,9,2,7,10,6,0,7,2,1,0,4,0,1,3,0,0,0,3,1,1,0,0,0,0,3,1,0,0,1,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
