ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΕΦΑΛΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Αχιλλέα,ΝΙΚΗΦΟΡΟΥ ΑΡΤΕΜΙΣ του Γεωργίου,ΠΑΠΑΔΑΚΗ ΔΕΣΠΟΙΝΑ του Εμμανουήλ,ΤΣΟΥΝΤΑΝΗΣ ΓΑΒΡΙΗΛ του Ιωάννη,ΣΥΡΙΖΑ,ΔΟΥΛΟΥΜΠΕΚΗΣ ΘΕΟΔΩΡΟΣ του Ευάγγελου,ΚΙΑΓΙΑ ΣΤΥΛΙΑΝΗ ΒΑΡΒΑΡΑ του Θωμά,ΜΑΝΟΥΣΑΚΗ ΧΡΥΣΟΥΛΑ του Νικολάου,ΞΑΝΘΟΣ ΑΝΔΡΕΑΣ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΟΤΖΑΝΑΚΗ ΚΑΣΑΝΔΡΑ του Γεωργίου,ΜΙΧΑΛΑ ΕΛΕΥΘΕΡΙΑ του Ελευθερίου,ΣΚΟΥΝΤΗΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΧΝΑΡΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,Κ.Κ.Ε.,ΔΑΚΑΝΑΛΗ ΙΩΑΝΝΑ του Χαράλαμπου,ΚΑΛΘΙ ΣΙΝΤΟΡΕΛΑ του Ντεντ,ΜΑΝΙΑΒΟΣ ΕΥΣΤΡΑΤΙΟΣ του Σωτηρίου,ΜΑΝΟΥΣΟΓΙΑΝΝΗΣ ΜΑΝΟΥΣΟΣ του Ιωσήφ,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΜΖΕΛΗΣ ΘΩΜΑΣ του Ανδρέα,ΜΩΡΑΪΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σταύρου,ΤΣΟΡΑΚΙΔΟΥ ΕΙΡΗΝΗ του Γεωργίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΝΤΩΝΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Αναστασίου,ΤΣΑΚΑΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ-ΚΑΝΕΛΛΑ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΟΚΟΓΙΑΝΝΑΚΗ ΑΝΑΣΤΑΣΙΑ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΔΕΛΗΓΙΩΡΓΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΑΝΤΡΕΑΣ) του Μιχαήλ,ΠΑΠΠΑ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΣΗΦΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΘΕΟΔΩΡΑΚΗΣ  ΜΙΧΑΗΛ του Αναστασίου,ΣΑΒΒΑΚΗ ΕΥΓΕΝΙΑ του Κωνσταντίνου,Κίνημα 21,ΒΑΜΒΟΥΚΑ ΜΑΡΙΝΑ του Γεωργίου,ΝΙΚΟΛΑΚΑΚΗΣ ΜΑΡΚΟΣ του Πέτρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΤΖΙΝΑΣ ΑΠΟΣΤΟΛΟΣ του Νικηφόρου,ΤΡΟΥΛΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΝΙΚΗ,ΡΗΓΙΝΙΩΤΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννου,ΣΤΡΑΤΗΓΑΚΗ ΕΙΡΗΝΗ του Γεωργίου,κοινωνία αξιών,ΔΑΒΑΡΗ ΕΛΕΝΗ (ΕΛΕΝΑ) του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΕΤΟΥΣΗΣ ΤΗΛΕΜΑΧΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΜΠΑΓΙΑΡΤΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΒΙΒΙΛΑΚΗΣ ΙΩΑΝΝΗΣ του Ιωάννη,ΚΑΠΝΙΣΤΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΚΥΜΙΩΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΣΤΑΚΚΟΥ ΚΟΝΤΕΣΣΑ του Σπύρου,Ένωση Κεντρώων,ΑΡΑΠΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,ΝΟΥΦΡΑΚΗ ΑΘΑΝΑΣΙΑ του Σπυρίδωνα,ΧΑΒΑΡΑΝΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΠΑΓΩΝΗΣ ΓΙΑΝΝΗΣ του Δημητρίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΙΑΝΝΙΚΑΚΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΜΑΡΚΙΔΗΣ ΕΜΜΑΝΟΥΗΛ του Τίτου,ΠΑΓΟΥΡΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Στυλιανού,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΟΓΙΑΤΖΑΚΗ ΕΛΕΝΗ του Εμμανουήλ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΒΑΓΚΟΤΗ ΕΛΕΝΗ του Ευαγγέλου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΡΟΚΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Οικολόγοι Πράσινοι,ΚΑΒΑΚΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Πανταζή,ΕΑΝ...,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Στεφάνου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΜΑΡΙΝΑ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΡΑΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ
54 - Ρεθύμνης,83 E.T. Δήμου Μυλοποτάμου,535,404,2,1,3,401,201,174,3,13,1,65,15,4,2,35,93,1,1,2,88,7,4,1,0,0,6,2,2,0,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,4,0,0,0,0,1,0,0,0,0,0,1,0,3,3
54 - Ρεθύμνης,84 E.T. Δήμου Μυλοποτάμου,250,184,4,0,4,180,60,38,6,12,0,34,13,4,0,14,68,1,4,4,57,5,2,0,0,2,3,0,0,2,2,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
54 - Ρεθύμνης,85 E.T. Δήμου Μυλοποτάμου,314,202,7,4,11,191,95,76,2,9,3,27,14,0,1,11,42,1,6,2,31,5,1,3,0,0,3,2,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,6,2,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,3,3
54 - Ρεθύμνης,86 E.T. Δήμου Μυλοποτάμου,291,190,5,1,6,184,91,69,3,9,7,27,6,0,3,15,41,3,0,3,30,8,2,1,0,2,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,0
54 - Ρεθύμνης,87 E.T. Δήμου Μυλοποτάμου,408,276,7,0,7,269,105,56,2,44,1,123,94,2,0,24,35,0,0,2,31,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,88 E.T. Δήμου Μυλοποτάμου,421,287,5,1,6,281,134,44,2,87,0,96,64,6,3,15,42,2,0,12,27,3,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
54 - Ρεθύμνης,89 E.T. Δήμου Μυλοποτάμου,373,280,3,0,3,277,86,19,1,66,0,122,92,5,8,12,66,3,1,13,47,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,90 E.T. Δήμου Μυλοποτάμου,228,177,0,1,1,176,101,65,29,2,1,23,9,0,0,7,40,2,0,0,38,0,0,0,0,0,3,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
54 - Ρεθύμνης,91 E.T. Δήμου Μυλοποτάμου,61,39,0,0,0,39,12,8,2,1,0,9,3,0,0,4,16,0,0,0,16,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,92 E.T. Δήμου Μυλοποτάμου,253,163,2,1,3,160,72,63,0,1,1,11,5,1,0,3,74,0,1,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,93 E.T. Δήμου Μυλοποτάμου,248,157,2,1,3,154,58,38,4,3,0,25,8,5,1,6,57,2,1,7,43,2,1,0,0,0,4,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
54 - Ρεθύμνης,94 E.T. Δήμου Μυλοποτάμου,372,258,9,1,10,248,139,98,32,5,0,32,21,2,2,6,54,1,1,2,49,2,1,0,0,0,5,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0,1,2,1,1,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
54 - Ρεθύμνης,95 E.T. Δήμου Μυλοποτάμου,283,187,1,1,2,185,75,49,5,12,0,47,8,5,1,29,51,1,0,7,43,2,1,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,96 E.T. Δήμου Μυλοποτάμου,422,260,3,0,3,257,112,34,68,1,4,57,35,0,0,20,63,1,3,26,28,4,2,0,0,2,4,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,2,1,2,1,1,0,0,0,2,2
54 - Ρεθύμνης,97 E.T. Δήμου Μυλοποτάμου,224,141,1,0,1,140,42,35,0,6,1,20,11,2,1,5,61,0,0,0,61,1,1,0,0,0,2,0,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,1
54 - Ρεθύμνης,98 E.T. Δήμου Μυλοποτάμου,324,140,2,0,2,138,49,39,1,4,0,34,17,4,3,8,30,0,0,0,30,3,1,0,0,0,3,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,1
54 - Ρεθύμνης,99 E.T. Δήμου Μυλοποτάμου,118,74,2,0,2,72,41,37,4,0,0,7,3,1,0,2,19,0,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
54 - Ρεθύμνης,100 E.T. Δήμου Μυλοποτάμου,103,86,0,0,0,86,25,15,7,2,0,19,8,0,0,9,37,0,0,4,32,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,101 E.T. Δήμου Μυλοποτάμου,69,38,0,1,1,37,11,8,1,1,0,1,1,0,0,0,16,1,0,1,14,0,0,0,0,0,4,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
54 - Ρεθύμνης,102 E.T. Δήμου Μυλοποτάμου,373,232,3,4,7,225,64,44,8,4,1,46,27,2,1,7,103,0,3,22,77,2,1,0,0,0,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
54 - Ρεθύμνης,103 E.T. Δήμου Μυλοποτάμου,176,99,2,1,3,96,48,40,6,0,0,12,1,2,1,8,22,3,0,2,15,0,0,0,0,0,3,2,1,0,4,1,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,104 E.T. Δήμου Μυλοποτάμου,310,213,0,0,0,213,50,44,1,3,0,23,10,6,2,4,130,1,0,1,128,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
54 - Ρεθύμνης,105 E.T. Δήμου Μυλοποτάμου,306,218,0,0,0,218,75,66,5,3,0,37,26,2,0,9,99,1,0,0,96,2,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,106 E.T. Δήμου Μυλοποτάμου,319,211,1,0,1,210,59,51,5,3,0,27,19,1,0,5,119,0,0,0,119,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
54 - Ρεθύμνης,107 E.T. Δήμου Μυλοποτάμου,295,218,3,0,3,215,66,61,2,0,3,19,10,1,1,6,127,0,1,0,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,108 E.T. Δήμου Μυλοποτάμου,281,206,8,0,8,198,22,22,0,0,0,30,19,4,0,5,140,0,0,0,139,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
54 - Ρεθύμνης,109 E.T. Δήμου Μυλοποτάμου,143,60,0,0,0,60,16,12,0,1,0,12,4,0,0,7,20,3,0,2,13,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
54 - Ρεθύμνης,110 E.T. Δήμου Μυλοποτάμου,417,260,3,4,7,253,101,53,13,20,1,63,23,1,4,23,66,1,2,5,55,2,1,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,2,1,1,0
54 - Ρεθύμνης,111 E.T. Δήμου Μυλοποτάμου,67,44,1,0,1,43,1,1,0,0,0,17,1,0,2,12,21,0,0,0,21,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54 - Ρεθύμνης,112 E.T. Δήμου Ρεθύμνης,555,386,8,5,13,373,132,83,15,7,13,72,30,6,3,29,99,9,20,28,36,16,3,0,0,9,11,1,2,4,5,3,0,3,3,1,0,0,0,0,0,0,0,1,1,0,6,2,1,7,7,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,1,1,5,3,0,2,0,0,1,0,1,1,2,1,1,0,2,1,4,3
54 - Ρεθύμνης,113 E.T. Δήμου Ρεθύμνης,545,390,10,1,11,379,146,86,6,23,14,70,19,3,2,39,46,4,5,20,13,21,7,0,1,10,22,6,4,4,7,3,1,3,3,2,1,0,0,0,1,0,1,3,3,0,1,1,0,26,22,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,9,3,3,1,0,0,1,1,3,2,3,1,0,0,2,2,10,7
54 - Ρεθύμνης,114 E.T. Δήμου Ρεθύμνης,199,113,6,0,6,107,49,31,5,5,6,16,4,7,0,2,14,0,3,3,7,5,4,0,0,1,1,0,0,0,4,0,3,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,4,4,3,1
54 - Ρεθύμνης,115 E.T. Δήμου Ρεθύμνης,107,74,2,1,3,71,22,14,4,3,1,20,7,2,1,9,15,0,0,2,12,1,1,0,0,0,4,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,116 E.T. Δήμου Ρεθύμνης,100,83,2,1,3,80,15,10,1,3,1,25,14,3,0,7,33,2,4,8,19,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
54 - Ρεθύμνης,117 E.T. Δήμου Ρεθύμνης,271,210,1,0,1,209,44,23,5,4,6,54,15,3,2,25,90,8,5,12,65,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,1,1,1,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
54 - Ρεθύμνης,118 E.T. Δήμου Ρεθύμνης,196,116,2,0,2,114,30,19,3,5,1,41,14,1,3,22,26,3,1,2,19,3,3,0,0,0,2,0,0,0,4,3,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,2
54 - Ρεθύμνης,119 E.T. Δήμου Ρεθύμνης,412,303,11,3,14,289,102,52,5,26,11,55,13,6,3,27,81,3,9,8,55,10,4,0,0,2,5,1,1,0,5,2,2,2,2,0,0,0,0,0,0,0,0,2,1,1,2,1,1,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,3,2,0,0,0,0,1,1,0,0,7,1
54 - Ρεθύμνης,120 E.T. Δήμου Ρεθύμνης,368,252,2,3,5,247,90,56,3,16,9,40,10,1,3,24,60,8,11,16,25,5,2,0,0,1,5,1,1,1,4,2,2,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,9,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,1,1,0,0,8,4,1,0,0,0,13,8
54 - Ρεθύμνης,121 E.T. Δήμου Ρεθύμνης,353,252,4,1,5,247,76,32,12,18,8,45,18,1,0,18,80,2,9,12,50,16,3,0,1,6,4,0,0,1,8,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,2,2,0,0,4,4
54 - Ρεθύμνης,122 E.T. Δήμου Ρεθύμνης,309,237,0,1,1,236,100,40,4,41,5,38,15,1,4,16,47,2,1,8,36,14,12,0,0,2,6,1,3,2,6,2,1,2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,1,1,2,1,0,0,2,1,6,3
54 - Ρεθύμνης,123 E.T. Δήμου Ρεθύμνης,552,396,4,2,6,390,118,64,5,23,22,69,24,6,1,27,89,8,15,27,24,15,4,1,1,5,8,1,1,2,8,2,3,1,1,0,0,0,0,0,1,0,0,7,3,2,0,0,0,12,8,2,1,0,0,0,1,1,3,0,0,2,0,3,1,1,1,0,0,15,3,3,8,0,0,2,2,2,2,5,1,4,1,4,2,22,11
54 - Ρεθύμνης,124 E.T. Δήμου Ρεθύμνης,306,216,4,2,6,210,91,49,3,23,9,42,16,9,0,13,37,1,0,6,27,10,5,0,0,4,3,2,1,0,8,1,6,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,7,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6
54 - Ρεθύμνης,125 E.T. Δήμου Ρεθύμνης,204,148,2,0,2,146,47,39,4,3,0,32,19,1,2,8,46,0,3,15,21,0,0,0,0,0,4,2,1,1,7,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
54 - Ρεθύμνης,126 E.T. Δήμου Ρεθύμνης,99,79,0,0,0,79,36,24,2,3,6,18,12,1,0,4,16,0,1,1,13,1,0,0,0,1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2
54 - Ρεθύμνης,127 E.T. Δήμου Ρεθύμνης,306,233,2,0,2,231,106,58,3,31,7,56,21,5,2,27,26,3,2,4,14,6,3,0,1,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,4,1,1,0,1,1,0,0,0,0,2,2,0,0,3,3,5,3
54 - Ρεθύμνης,128 E.T. Δήμου Ρεθύμνης,329,242,0,0,0,242,84,47,3,21,6,69,29,2,2,30,52,1,5,19,25,8,2,2,0,2,4,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,1,1,4,4,0,0,4,4,1,1
54 - Ρεθύμνης,129 E.T. Δήμου Ρεθύμνης,214,152,2,0,2,150,63,37,4,9,6,22,5,4,1,9,25,0,2,4,17,7,4,1,0,0,11,1,1,6,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,7,6,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,4
54 - Ρεθύμνης,130 E.T. Δήμου Ρεθύμνης,480,269,1,1,2,267,58,47,2,1,5,76,9,0,7,55,27,4,2,1,13,51,1,43,2,4,16,1,4,1,7,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,2,2,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,1,0,0,0,2,2,9,7
54 - Ρεθύμνης,131 E.T. Δήμου Ρεθύμνης,470,255,5,3,8,247,94,62,9,5,8,62,15,0,11,33,13,0,0,7,5,23,2,11,0,1,9,0,5,3,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,10,3,0,0,1,1,0,0,4,0,0,4,0,2,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,15,11
54 - Ρεθύμνης,132 E.T. Δήμου Ρεθύμνης,549,306,8,2,10,296,129,79,19,10,10,52,20,2,4,22,49,1,8,3,32,8,2,2,2,2,16,4,5,5,6,1,5,0,0,1,1,0,0,0,0,0,0,5,0,4,2,2,0,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,1,0,0,0,3,2,2,2,1,1,12,9
