ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΜΗΤΣΟΤΑΚΗΣ ΚΥΡΙΑΚΟΣ του Κωνσταντίνου,ΔΕΡΜΕΝΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Αλεξάνδρου,ΔΗΜΟΣΧΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Σπύρου,ΚΑΡΑΜΗΤΣΟΥ-ΓΙΑΝΝΕΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΕΛΕΤΣΗΣ ΣΤΑΥΡΟΣ του Δημητρίου,ΚΟΣΜΙΔΟΥ ΕΥΑΓΓΕΛΙΑ του Αποστόλου,ΣΥΡΙΖΑ,ΒΑΛΑΒΑΝΙΔΟΥ ΣΜΑΡΩ του Γεωργίου,ΓΚΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Γεωργίου,ΔΕΔΟΓΛΟΥ ΣΠΥΡΟΣ του Γεωργίου,ΜΑΛΤΕΖΟΣ ΜΕΝΕΛΑΟΣ του Φωτεινού,ΜΠΕΡΔΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Σταύρου,ΤΣΟΛΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δήμου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΑΒΙΑΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΓΡΗΓΟΡΑΙΝΑΣ ΕΥΣΤΡΑΤΙΟΣ (ΣΤΡΑΤΟΣ) του Γεωργίου,ΜΟΥΛΑΤΖΙΔΟΥ ΔΡΟΣΙΑ του Ευαγγέλου,ΜΠΙΛΙΜΠΙΝΗ-ΒΡΑΔΕΛΗ ΕΥΤΕΡΠΗ (ΕΦΗ) του Ξανθίππου,ΠΑΝΑΓΟΥΤΣΟΣ ΣΤΥΛΙΑΝΟΣ (ΣΤΕΛΙΟΣ) του Αθανασίου,ΧΑΜΑΛΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Κ.Κ.Ε.,ΔΕΥΤΕΡΑΙΟΣ ΣΑΒΒΑΣ του Παναγή,ΔΙΝΔΙΝΗ ΒΑΪΑ (ΒΑΝΑ) του Νικολάου,ΚΟΥΓΙΟΥΜΤΖΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΜΑΡΑΓΚΟΖΑΚΗ ΣΩΤΗΡΙΑ του Γεωργίου,ΠΑΠΑΔΑΜΑΚΗΣ ΧΡΗΣΤΟΣ του Σταύρου,ΦΩΤΙΑΔΗΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Ορέστη,Ελληνική Λύση - Κ. Βελόπουλος,ΓΙΑΝΝΑΡΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Αντωνίου,ΔΕΡΜΕΝΤΖΟΓΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΡΚΟΣ ΜΑΡΓΑΡΙΤΗΣ του Δημητρίου,ΠΑΠΑΔΑΚΗΣ ΠΑΡΑΣΧΟΣ του Χρήστου,ΣΑΧΙΝΙΔΟΥ ΛΥΓΕΡΗ του Γεωργίου,ΣΚΑΡΛΑΤΟΣ ΠΑΝΤΕΛΕΗΜΩΝ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΝΔΡΕΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΓΚΙΩΣΗ ΒΑΪΑ του Γεωργίου,ΚΑΛΛΙΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΙΑΚΙΡΗ ΕΥΑΓΓΕΛΙΑ του Μόσχου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΜΑΛΛΙΑΔΑ ΑΝΘΟΥΛΑ του Ευσταθίου,Ο.Κ.Δ.Ε.,ΓΚΙΩΡΓΚΑΣ ΔΗΜΗΤΡΙΟΣ του Σταύρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΗΛΙΑΚΗ ΑΓΑΠΗ του Πέτρου,ΚΑΡΠΟΥΖΕΛΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΠΟΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΟΛΙΤΗ ΤΡΙΑΝΤΑΦΥΛΛΙΑ (ΦΥΛΛΙΑ) του Αθανασίου,Κίνημα 21,ΚΕΦΑΛΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΠΑΚΕΑΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΜΠΙΝΤΑΚΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΜΠΟΥΣΜΠΟΥΚΕΑ ΜΑΡΙΑ του Γεωργίου,ΣΙΟΥΛΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΝΙΚΗ,ΚΑΡΑΚΑΤΣΙΑΝΗ ΕΙΡΗΝΗ του Δημητρίου,ΜΑΓΓΙΝΑΣ ΝΙΚΟΛΑΟΣ του Θεμιστοκλή,ΞΥΓΩΝΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Αθανασίου,ΣΤΑΦΥΛΙΔΟΥ ΑΠΟΣΤΟΛΙΑ του Μόσχου,κοινωνία αξιών,ΠΑΠΑΓΡΗΓΟΡΙΟΥ (ΜΑΓΚΟΥΡΑ) ΚΡΙΝΙΩ του Ευθυμίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΑΥΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Σωκράτη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΩΤΗΡΙΟΣ του Λαζάρου,ΦΡΑΓΚΟΥ ΑΝΤΩΝΙΑ του Νικολάου,Ο.Α.Κ.Κ.Ε.,ΣΤΕΦΟΠΟΥΛΟΥ ΑΡΓΥΡΩ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΚΑΛΑΝΤΖΗ ΑΛΕΞΙΑ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΛΕΞΑΝΔΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΗΛΙΑΔΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΚΑΠΟΥΣΟΥΖ ΓΕΩΡΓΙΟΣ του Λαζάρου,ΜΟΡΦΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΟΥΦΕΞΗ ΜΑΡΘΑ του Ιακώβου,Ένωση Κεντρώων,ΚΥΜΠΡΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΥΡΙΑΚΙΔΟΥ ΣΟΝΙΑ του Σέργιου,ΜΟΥΣΙΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΛΑΣΙΟΥ ΠΟΛΥΞΕΝΗ του Κυριάκου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΠΑΛΑΜΠΑΝΙΔΗΣ ΚΛΗΜΕΝΤΙΟΣ του Αλεξίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΛΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΕΒΑΣΤΟΥ ΜΕΡΟΠΗ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΡΚΑ ΜΑΡΓΑΡΙΤΑ του Στυλιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΙΩΑΝΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Ελευθερίου,ΕΑΝ...,ΚΛΕΙΣΙΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΑΡΑΜΠΑΤΖΗΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Ζήση
1 - Έβρου,186 E.T. Δήμου Διδυμοτείχου,487,157,8,1,9,148,82,0,32,48,2,17,10,14,1,7,0,3,2,1,24,13,3,2,2,3,11,4,2,0,1,1,0,0,10,3,2,6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
1 - Έβρου,187 E.T. Δήμου Διδυμοτείχου,438,204,2,1,3,201,93,0,35,17,2,41,12,29,3,12,1,12,3,4,29,18,1,7,4,3,5,3,1,0,1,0,1,0,15,1,3,6,5,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,6,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,2,1,0,5,3,1,0,3,1
1 - Έβρου,188 E.T. Δήμου Διδυμοτείχου,347,87,2,3,5,82,12,0,9,2,0,2,0,45,1,4,0,36,7,4,7,3,0,0,0,2,7,2,0,0,0,0,0,0,11,0,0,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2
1 - Έβρου,189 E.T. Δήμου Διδυμοτείχου,362,209,7,0,7,202,145,0,76,30,4,36,7,15,1,4,1,2,5,5,13,9,1,3,1,0,2,2,2,1,0,0,0,0,9,1,1,4,0,1,0,2,1,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1 - Έβρου,190 E.T. Δήμου Διδυμοτείχου,331,173,4,0,4,169,100,0,42,15,4,33,15,6,0,3,1,2,0,2,20,9,0,4,5,1,6,0,0,0,0,0,0,0,8,0,1,7,1,0,0,6,1,1,2,2,2,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,2,0,0,0,0,5,1,1,1,2,0,0,0,3,2
1 - Έβρου,191 E.T. Δήμου Διδυμοτείχου,135,48,0,0,0,48,28,0,19,7,2,6,1,9,1,3,0,1,4,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,192 E.T. Δήμου Διδυμοτείχου,575,166,2,1,3,163,93,0,33,26,3,45,12,24,1,4,2,9,1,8,12,6,0,2,1,0,3,3,1,3,0,2,0,0,9,0,0,6,4,0,0,4,2,2,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,1,1,1,0,0,0,1,1,0,0,3,3
1 - Έβρου,193 E.T. Δήμου Διδυμοτείχου,331,112,3,0,3,109,40,0,18,11,0,20,2,36,1,8,4,23,4,5,12,5,0,2,4,1,6,3,1,1,1,0,1,1,6,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1
1 - Έβρου,194 E.T. Δήμου Διδυμοτείχου,341,170,5,1,6,164,100,0,57,17,24,24,10,16,1,11,2,2,2,7,10,3,0,1,4,0,3,3,1,3,0,1,0,0,19,3,3,12,8,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0
1 - Έβρου,195 E.T. Δήμου Διδυμοτείχου,357,139,1,1,2,137,87,0,53,17,26,21,14,21,3,12,2,8,4,5,8,3,1,1,1,0,4,0,0,0,0,0,0,0,7,2,0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,1,1,0,0,2,2
1 - Έβρου,196 E.T. Δήμου Διδυμοτείχου,523,95,0,0,0,95,46,0,19,29,0,7,6,31,0,1,0,31,0,0,7,2,1,2,2,2,4,3,0,2,0,2,0,1,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,197 E.T. Δήμου Διδυμοτείχου,101,34,0,0,0,34,6,0,1,4,0,2,0,7,0,5,1,5,0,1,3,2,0,0,0,0,1,7,3,4,1,4,1,1,9,0,1,6,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,198 E.T. Δήμου Διδυμοτείχου,541,165,2,0,2,163,94,0,38,44,14,18,8,23,1,12,0,13,0,2,23,9,0,6,5,0,12,3,1,1,0,0,0,1,8,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1
1 - Έβρου,199 E.T. Δήμου Διδυμοτείχου,403,135,1,1,2,133,72,0,31,30,7,21,12,16,2,6,2,3,2,2,23,8,1,6,6,2,14,3,2,0,1,0,0,0,6,2,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2
1 - Έβρου,200 E.T. Δήμου Διδυμοτείχου,374,163,1,0,1,162,78,0,52,17,7,24,14,37,2,17,0,13,17,11,23,12,0,4,4,6,10,1,1,0,1,0,0,0,9,0,2,5,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,3
1 - Έβρου,201 E.T. Δήμου Διδυμοτείχου,377,156,0,1,1,155,68,0,34,18,8,22,12,27,1,12,1,15,4,1,28,10,2,6,5,6,11,1,0,0,0,1,0,0,10,2,3,6,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,5,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,1
1 - Έβρου,202 E.T. Δήμου Διδυμοτείχου,374,163,4,1,5,158,77,0,47,13,4,27,21,18,3,6,0,9,3,8,31,9,2,10,4,6,10,4,2,2,0,0,0,2,8,0,6,3,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0
1 - Έβρου,203 E.T. Δήμου Διδυμοτείχου,440,196,3,1,4,192,103,0,45,24,6,20,11,15,1,9,0,5,2,3,30,17,1,7,5,3,7,9,7,3,1,2,0,5,14,3,3,5,2,2,0,2,1,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,3,3,1,1,1,0,0,5,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4
1 - Έβρου,204 E.T. Δήμου Διδυμοτείχου,442,163,0,0,0,163,83,0,37,27,4,18,9,21,2,12,2,4,8,6,14,6,1,2,2,1,4,6,4,3,0,0,0,1,10,0,0,8,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,6,6,1,0,1,0,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,0,0,0,0,0,0,0,0,2,1,6,4
1 - Έβρου,205 E.T. Δήμου Ορεστιάδας,470,212,5,3,8,204,109,0,56,36,4,38,5,26,6,17,4,1,5,10,19,9,0,2,1,1,17,6,0,0,0,3,0,2,18,1,2,12,4,2,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,5,2,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3,1,1,1,1,0,0,0,0,0,3,3,1,1,2,0
1 - Έβρου,206 E.T. Δήμου Ορεστιάδας,479,236,4,5,9,227,117,0,55,38,4,34,11,26,2,21,0,0,6,6,27,11,0,5,1,1,20,15,8,5,2,2,0,8,19,4,3,10,6,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,5,3
1 - Έβρου,207 E.T. Δήμου Ορεστιάδας,475,237,1,1,2,235,130,0,63,45,3,34,11,23,2,10,1,0,0,10,28,14,0,6,1,3,14,2,1,0,0,0,1,2,19,1,2,12,5,1,0,7,0,0,0,4,1,0,0,1,0,0,0,1,1,0,0,0,3,0,4,2,1,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2,1,1,2,2,0,0,2,2,0,0,2,0,3,2
1 - Έβρου,208 E.T. Δήμου Ορεστιάδας,455,203,7,1,8,195,101,0,59,28,8,34,7,22,4,12,2,0,3,8,25,13,3,1,1,1,14,6,4,1,1,2,0,2,16,2,0,10,5,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,2,1,1,1,7,4
1 - Έβρου,209 E.T. Δήμου Ορεστιάδας,466,220,6,1,7,213,115,0,58,36,8,44,3,24,2,12,1,4,3,5,26,10,3,2,2,3,19,8,5,2,2,2,1,1,9,2,1,6,3,1,2,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,3,2,4,1,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,2,0,0,0,3,2,0,0,0,0,1,1,4,3,0,0,1,1,3,3
1 - Έβρου,210 E.T. Δήμου Ορεστιάδας,457,207,1,0,1,206,112,0,59,28,7,36,5,31,4,18,3,1,5,13,29,21,0,3,3,0,14,5,3,2,0,1,0,1,13,2,6,8,1,0,3,3,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,4,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
1 - Έβρου,211 E.T. Δήμου Ορεστιάδας,455,291,10,5,15,276,115,0,41,28,3,43,10,42,10,18,2,7,4,10,46,15,2,8,2,4,30,20,7,2,2,4,0,8,27,5,1,7,8,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,4,1,0,1,0,4,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,2,1,0,4,2,0,0,1,1
1 - Έβρου,212 E.T. Δήμου Ορεστιάδας,425,329,11,3,14,315,118,0,58,26,4,29,15,44,3,26,0,3,1,16,47,29,3,3,0,1,21,10,5,0,0,1,0,6,35,2,9,19,9,1,2,6,1,2,2,2,1,5,2,0,0,0,0,2,1,0,1,0,3,2,6,1,1,1,0,13,5,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,7,3,0,0,2,2,0,0,2,2,1,1,0,0,11,6
1 - Έβρου,213 E.T. Δήμου Ορεστιάδας,546,343,20,4,24,319,120,0,59,17,8,17,19,58,14,32,3,8,11,17,44,19,1,9,4,2,28,8,3,3,0,4,0,1,34,3,11,18,5,4,3,8,3,2,3,0,1,3,3,0,0,0,0,1,0,0,0,0,6,3,2,0,1,0,1,17,8,10,3,3,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,2,1,0,0,1,0,2,1,5,5
1 - Έβρου,214 E.T. Δήμου Ορεστιάδας,448,238,2,1,3,235,123,0,92,27,1,24,8,24,0,9,1,6,6,11,44,5,1,4,2,7,31,9,3,1,0,1,0,7,10,1,1,4,4,0,1,2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,2,1,0,1,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,1,0,0,5,5
1 - Έβρου,215 E.T. Δήμου Ορεστιάδας,452,207,3,2,5,202,100,0,59,30,3,19,6,28,2,15,6,10,1,8,28,10,1,2,1,2,17,5,2,1,0,2,0,3,15,1,1,10,4,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,10,6,4,1,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,4
1 - Έβρου,216 E.T. Δήμου Ορεστιάδας,434,208,2,1,3,205,122,0,95,32,1,29,11,20,3,10,3,7,2,7,23,10,1,1,1,2,16,9,0,1,1,2,1,7,13,0,1,12,8,0,0,4,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,3,2,0,1,1,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
1 - Έβρου,217 E.T. Δήμου Ορεστιάδας,587,294,7,3,10,284,120,0,76,43,6,21,11,38,13,10,3,9,2,14,42,15,2,3,4,5,23,7,1,1,1,1,3,3,30,4,5,19,14,1,0,5,2,2,1,2,1,0,0,0,0,0,0,1,1,0,0,0,6,5,8,1,7,1,1,11,7,7,0,1,1,1,0,0,0,0,1,0,0,0,3,2,1,0,1,0,1,0,0,0,2,2,2,2,0,0,1,1,0,0,1,1,0,0,0,0,4,2
1 - Έβρου,218 E.T. Δήμου Ορεστιάδας,645,295,12,2,14,281,161,0,84,54,4,31,19,14,1,4,0,1,4,7,33,10,3,2,4,4,22,6,1,0,1,1,0,1,22,0,6,6,12,0,2,6,1,2,1,2,1,4,2,0,0,0,0,0,0,0,0,0,7,6,5,1,1,0,1,11,4,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,6,4
1 - Έβρου,219 E.T. Δήμου Ορεστιάδας,619,321,11,0,11,310,155,0,85,53,3,20,14,26,6,14,0,3,3,9,45,15,4,6,7,3,29,3,1,1,0,1,0,1,28,5,2,10,13,3,4,8,0,4,1,2,4,5,3,1,1,0,0,0,0,0,0,0,5,3,7,1,7,0,1,9,5,3,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,3,0,0,2,0,4,3,0,0,0,0,0,0,6,4
1 - Έβρου,220 E.T. Δήμου Ορεστιάδας,496,247,2,4,6,241,122,0,59,32,5,51,6,33,3,15,0,1,11,8,31,19,0,2,3,4,10,4,2,0,0,0,0,0,24,2,2,15,3,1,2,2,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,4,2,0,0,0,0,0,2,1,1,1,0,0,0,2,1,0,1,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,5,2,0,0,1,0,0,0,1,1
1 - Έβρου,221 E.T. Δήμου Ορεστιάδας,507,263,3,2,5,258,126,0,79,22,7,46,3,37,8,18,1,3,6,11,32,14,0,1,1,0,22,12,6,1,0,1,1,6,30,4,2,20,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,0,0,5,3,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,2,2,1,1
1 - Έβρου,222 E.T. Δήμου Ορεστιάδας,380,116,0,1,1,115,58,0,29,21,3,11,5,16,2,8,0,8,2,2,16,5,0,2,2,1,8,1,0,1,0,1,0,0,14,1,1,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1
1 - Έβρου,223 E.T. Δήμου Ορεστιάδας,304,171,4,0,4,167,66,0,20,25,3,25,10,30,0,11,1,14,6,12,26,15,2,3,7,2,17,8,8,0,0,0,0,7,19,0,2,13,8,2,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,1,1,1,0,0,0,0,0,3,2
