ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΑΝΑ ΕΙΡΗΝΗ του Βρανά,ΔΕΛΗΚΑΡΗ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΛΑΖΑΡΙΔΗΣ ΜΑΚΑΡΙΟΣ του Βασιλείου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΑΣΧΑΛΙΔΗΣ ΙΩΑΝΝΗΣ του Αδάμ,ΧΑΤΖΗΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Γεωργίου,ΣΥΡΙΖΑ,ΕΛΕΥΘΕΡΙΑΔΟΥ ΣΟΥΛΤΑΝΑ (ΤΑΝΙΑ) του Παύλου,ΕΜΜΑΝΟΥΗΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΑΡΑΣΑΒΒΟΓΛΟΥ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΜΙΡΛΗ ΑΝΑΣΤΑΣΙΑ του Δημητρίου,ΞΟΥΛΟΓΗΣ ΦΙΛΗΜΩΝ του Χρήστου,ΠΑΝΑΓΙΩΤΙΔΟΥ ΑΘΗΝΑ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΑΪΝΤΑΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Χαράλαμπου,ΜΑΡΤΙΔΟΥ ΣΟΦΙΑ του Νικολάου,ΠΑΠΟΥΤΣΗΣ ΔΗΜΗΤΡΙΟΣ του Πασχάλη,ΠΑΠΠΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΠΛΑΦΑΔΕΛΗΣ ΙΩΑΝΝΗΣ του Αγγέλου,ΧΡΙΣΤΟΔΟΥΛΟΥ ΕΥΣΤΡΑΤΙΑ συζ. Κρεμύδα Σμάραγδου,Κ.Κ.Ε.,ΓΙΑΓΚΙΔΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΜΙΧΑΗΛ του Βασιλείου,ΚΟΝΤΟΓΕΩΡΓΙΟΥ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΜΠΡΑΤΣΟΥ ΒΑΣΙΛΙΚΗ του Στυλιανού,ΠΗΛΙΤΣΗ ΧΑΪΔΟΥΛΑ (ΧΑΡΙΣ) του Δημητρίου,ΤΣΩΜΟΥ - ΧΡΥΣΑΦΗ ΑΝΑΣΤΑΣΙΑ (ΤΑΣΙΑ) συζ. Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΥΤΣΑΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΚΑΪΚΟΥΝΙΔΗΣ ΜΙΧΑΗΛ του Χαράλαμπου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΣΩΤΗΡΙΑ του Αλεξίου,ΠΙΠΕΡΓΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΣΥΜΕΩΝΙΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Παύλου,ΤΣΑΧΑΛΙΔΟΥ ΟΛΓΑ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΠΟΣΤΟΛΑΚΑΚΗ ΦΩΤΕΙΝΗ του Αποστόλου,ΔΑΜΙΑΝΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ομήρου,ΙΩΑΝΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Λαζάρου,ΜΑΚΑΡΙΟΣ (ΜΑΚΑΡΙΟΥ) ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Εμμανουήλ,ΝΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στυλιανού,ΠΑΣΣΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΑΧΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΟΥ ΙΟΥΛΙΑ του Αντωνίου,ΧΟΡΟΖΙΔΗΣ ΣΩΤΗΡΙΟΣ του Ηρακλή,Κ.Κ.Ε. (μ-λ),ΒΡΑΧΝΑΚΗ ΑΝΤΙΓΟΝΗ του Μιχαήλ,ΜΑΤΣΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΖΙΓΝΕΛΗΣ ΧΡΙΣΤΟΔΟΥΛΟΣ του Θεοδώρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΙΤΤΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Μαξίμου,ΨΩΜΙΑΔΗ ΜΑΡΙΑ του Νικολάου,Κίνημα 21,ΚΑΡΥΠΙΔΟΥ ΣΥΜΕΛΑ του Θεοδώρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΣΑΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΚΑΡΑΛΑΖΟΣ ΑΝΑΣΤΑΣΙΟΣ του Ευθυμίου,ΜΥΛΩΝΑΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΤΖΙΑΚΑ ΕΥΑΓΓΕΛΙΑ του Ευαγγέλου,ΝΙΚΗ,ΚΟΤΣΑΝΟΥ ΑΝΑΤΟΛΗ του Ευάγγελου,ΜΠΟΥΓΑΤΣΑ ΑΡΓΥΡΗ του Ιωάννη,ΤΑΚΗΣ ΑΝΤΩΝΙΟΣ του Ευσταθίου,ΤΣΕΛΕΠΟΝΗΣ ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,κοινωνία αξιών,ΣΠΑΡΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ευαγγέλου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΚΥΡΙΑΚΟΣ του Ευθυμίου,ΖΙΑΡΟΥ ΒΑΣΙΛΙΚΗ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΜΑΝΙΑΔΗ ΜΑΡΙΑ του Μενελάου,Μ-Λ Κ.Κ.Ε.,ΠΑΣΑΧΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΘΑΛΑΣΣΟΥΔΗ ΟΛΓΑ του Γεωργίου,ΚΑΡΑΚΟΖΙΔΗΣ ΗΛΙΑΣ του Χαράλαμπου,ΜΟΜΤΣΟΥ ΦΩΤΕΙΝΗ του Ιωάννη,ΜΠΕΝΗΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΤΣΑΓΚΑΡΑΤΟΣ ΧΡΙΣΤΟΦΟΡΟΣ του Θρασύβουλου,ΧΩΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαράλαμπου,Ένωση Κεντρώων,ΒΑΣΙΛΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Κωνσταντίνου,ΠΑΛΑΝΤΖΙΔΟΥ ΜΑΡΓΑΡΙΤΑ του Μιχαήλ,ΣΑΛΜΑΝ ΧΡΗΣΤΟΣ - ΤΖΑΜΑΛ του Χουσσεΐν,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΛΥΒΑΣ ΑΘΑΝΑΣΙΟΣ του Γερασίμου,ΡΑΜΠΟΤΑ ΑΡΕΤΗ του Γεωργίου,ΣΟΦΙΑΝΟΠΟΥΛΟΥ ΜΑΡΙΛΕΝΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΟΥΔΕΒΕΝΟΥ ΚΑΛΛΙΟΠΗ του Σπυρίδωνος,ΚΛΕΤΣΑ ΠΑΤΡΑ του Αχιλλέως,ΠΑΚΑΤΑΡΙΔΗΣ ΣΑΒΒΑΣ του Ευσταθίου,ΣΑΡΜΠΕΖΟΥΔΗΣ ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΡΟΤΟΠΟΥΛΟΥ-ΚΑΛΦΟΠΟΥΛΟΥ ΜΑΡΙΑ (ΜΑΡΙΝΑ) του Ιωσήφ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΙΧΑΗΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Μιχαήλ,ΜΟΛΙΩΤΗ ΑΝΔΡΙΑΝΑ του Αλεξάνδρου,ΠΕΧΛΙΒΑΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΘΕΟΦΑΝΗΣ του Χρήστου,ΕΑΝ...,ΘΕΟΔΟΣΙΟΥ ΠΕΛΑΓΙΑ του Αθανασίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΡΥΩΤΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΠΟΛΥΞΕΝΗ του Ευθυμίου
5 - Καβάλας,214 E.T. Δήμου Νέστου,441,273,5,1,6,267,130,4,20,19,107,53,8,47,13,22,4,11,4,5,37,18,1,16,10,0,3,9,2,1,0,2,3,0,13,1,0,2,6,1,0,4,2,2,1,0,0,0,3,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,7,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,8,7
5 - Καβάλας,215 E.T. Δήμου Νέστου,450,256,15,4,19,237,135,2,16,36,111,36,10,29,17,6,1,6,3,1,26,11,0,9,9,2,2,8,0,1,0,4,6,0,10,2,2,2,4,3,2,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,2,2,3,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,3,2,0,0,2,2,0,0,4,0,2,4,0,0,0,0,0,0,0,2,2,0,0,2,1,1,1
5 - Καβάλας,216 E.T. Δήμου Νέστου,443,267,4,3,7,260,143,4,23,26,117,42,12,35,16,8,4,11,0,6,35,13,2,17,6,2,1,4,0,0,0,0,2,1,19,3,2,6,7,6,2,4,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,8,5
5 - Καβάλας,217 E.T. Δήμου Νέστου,436,221,1,2,3,218,106,1,11,29,82,27,4,49,16,26,2,9,2,3,29,13,3,15,12,1,4,0,0,0,0,0,0,0,14,4,0,4,8,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,7,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,3,2
5 - Καβάλας,218 E.T. Δήμου Παγγαίου,523,307,10,2,12,295,143,4,5,49,88,50,5,39,20,7,17,5,5,7,37,0,3,31,6,1,5,8,2,4,0,2,1,2,10,3,2,0,1,0,1,3,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15,2,5,10,10,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,1,0,21,0,3,2,20,1,0,1,0,0,0,0,0,0,0,0,0,9,5
5 - Καβάλας,219 E.T. Δήμου Παγγαίου,525,342,9,4,13,329,164,11,7,31,126,81,8,38,26,5,10,1,6,6,31,1,2,27,7,1,4,6,0,2,1,3,0,1,20,1,1,2,7,12,5,8,5,3,0,0,0,1,16,3,1,15,0,0,0,0,0,1,1,1,3,2,0,0,0,0,0,11,5,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,1,0,16,5,1,0,14,0,0,2,1,1,2,1,1,2,2,1,0,5,3
5 - Καβάλας,220 E.T. Δήμου Παγγαίου,533,316,7,1,8,308,155,9,14,62,100,61,9,50,28,7,21,5,3,9,36,6,2,26,6,1,4,2,1,0,0,1,0,0,14,0,0,3,7,7,0,5,2,2,1,0,1,0,5,0,1,5,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,8,4,2,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,1,0,2,17,0,0,2,1,2,1,0,0,0,0,1,1,7,3
5 - Καβάλας,221 E.T. Δήμου Παγγαίου,522,300,12,0,12,288,122,2,6,40,86,40,5,50,22,4,22,6,9,3,32,4,9,23,4,0,2,5,0,1,1,2,0,0,14,2,0,1,8,8,2,3,1,0,0,0,1,1,3,0,0,3,1,1,1,0,0,1,0,1,1,1,2,0,0,1,0,18,7,5,6,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,2,1,2,0,0,0,0,25,2,4,1,23,2,0,0,0,0,0,1,0,0,0,0,0,4,3
5 - Καβάλας,222 E.T. Δήμου Παγγαίου,512,289,8,0,8,281,127,2,1,46,86,53,7,52,28,17,11,4,5,7,26,2,2,18,10,1,4,12,2,2,0,6,3,0,14,2,1,0,3,6,1,4,0,0,0,0,1,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,3,0,0,0,20,1,0,4,18,0,0,2,1,0,2,0,0,2,2,0,0,5,2
5 - Καβάλας,223 E.T. Δήμου Παγγαίου,537,302,3,0,3,299,131,5,5,40,83,50,11,41,15,11,9,4,9,5,36,5,3,25,8,2,5,5,0,1,0,1,0,0,18,1,3,7,3,8,4,8,3,1,0,2,2,0,3,0,0,3,2,0,0,0,0,1,0,0,6,4,1,0,0,0,0,7,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,1,0,21,3,0,2,19,1,0,1,1,0,1,1,1,0,0,0,0,11,4
5 - Καβάλας,224 E.T. Δήμου Παγγαίου,534,290,6,0,6,284,134,7,6,45,84,57,7,44,25,13,5,2,9,5,27,5,0,20,11,0,1,11,1,4,1,8,0,2,15,1,1,0,3,4,0,6,2,2,1,0,1,1,7,1,1,5,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,7,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,23,3,0,2,21,1,0,0,0,0,0,1,0,0,0,0,0,3,2
5 - Καβάλας,225 E.T. Δήμου Παγγαίου,508,268,2,1,3,265,105,4,2,29,66,35,6,45,17,10,16,4,6,9,27,3,3,18,8,0,4,4,1,0,3,3,0,0,10,1,2,0,5,5,1,8,4,3,2,0,1,0,6,0,1,6,0,0,0,1,0,1,0,1,4,3,4,1,1,0,1,13,6,2,5,5,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,3,1,1,0,0,0,0,0,24,1,1,1,24,0,0,0,0,0,0,1,1,0,0,0,0,7,4
5 - Καβάλας,226 E.T. Δήμου Παγγαίου,541,276,16,0,16,260,131,8,8,35,101,54,7,35,18,4,5,2,8,6,20,1,3,16,3,0,3,6,2,2,1,2,0,2,17,2,0,4,4,7,4,5,3,1,0,1,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,19,1,1,0,19,0,0,2,0,1,1,0,0,0,0,0,0,5,4
5 - Καβάλας,227 E.T. Δήμου Παγγαίου,514,306,5,3,8,298,138,4,5,37,102,63,10,47,21,11,10,4,15,1,43,3,3,31,15,0,5,4,1,0,1,1,1,0,14,0,0,1,3,9,3,2,2,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,1,5,0,1,1,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,1,1,0,0,16,3,0,2,16,1,1,0,0,0,0,0,0,0,0,0,0,13,9
5 - Καβάλας,228 E.T. Δήμου Παγγαίου,522,325,13,1,14,311,131,4,10,37,104,50,8,56,27,10,30,6,4,3,30,0,2,23,15,0,3,5,2,2,2,2,0,0,22,4,5,1,11,9,2,8,3,3,0,4,1,0,5,0,0,5,0,0,0,0,0,0,0,0,2,0,5,1,3,1,2,13,5,4,5,5,0,0,1,1,0,0,0,0,0,3,1,0,0,1,0,2,2,1,1,0,1,0,0,0,15,1,0,1,15,0,0,2,0,1,2,1,1,1,1,1,0,7,7
5 - Καβάλας,229 E.T. Δήμου Παγγαίου,383,207,1,2,3,204,85,6,16,20,66,20,5,34,17,3,6,7,3,4,20,1,0,13,4,1,5,6,1,2,0,2,0,0,17,2,2,3,7,1,2,4,0,1,0,0,1,1,2,0,0,2,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,10,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,0,7,1,0,0,0,0,0,1,0,0,0,2,0,6,2
5 - Καβάλας,230 E.T. Δήμου Παγγαίου,377,223,3,1,4,219,82,7,5,12,76,18,8,41,22,10,7,0,5,4,33,3,3,27,5,0,2,12,2,3,0,6,4,1,12,3,3,1,0,2,4,6,2,3,0,2,1,1,8,0,0,7,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,9,1,3,2,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,3,0,0,1,1,1,1,1,1,0,0,2,0,0,0,1,0,1,1
5 - Καβάλας,231 E.T. Δήμου Παγγαίου,379,218,5,0,5,213,59,5,5,6,46,20,3,34,14,8,9,3,6,4,29,0,1,25,5,2,1,7,1,1,0,3,2,1,14,5,3,4,2,0,3,2,1,0,1,0,1,0,13,0,0,12,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,20,8,12,2,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,12,0,2,1,9,0,0,2,1,0,0,0,0,0,0,0,0,14,9
5 - Καβάλας,232 E.T. Δήμου Παγγαίου,380,217,7,1,8,209,96,8,17,28,68,28,1,26,15,6,5,3,5,4,33,9,1,24,3,0,3,11,0,6,0,6,1,1,6,0,0,0,3,2,1,4,1,1,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,1,1,1,1,2,0,3,1
5 - Καβάλας,233 E.T. Δήμου Παγγαίου,390,218,5,0,5,213,98,9,13,21,74,44,1,40,27,7,12,10,4,4,18,2,3,14,4,0,2,9,0,5,0,5,0,0,12,2,2,2,5,7,1,5,0,0,2,0,0,0,8,1,0,8,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,6,3
5 - Καβάλας,234 E.T. Δήμου Παγγαίου,372,236,6,1,7,229,97,11,13,22,75,28,4,36,25,11,6,5,6,1,32,7,2,26,3,0,7,6,0,3,2,5,0,0,14,1,0,0,6,8,0,2,2,1,0,1,0,0,7,0,0,6,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8,2,1,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,6,0,0,2,0,1,2,2,2,1,1,2,1,7,2
5 - Καβάλας,235 E.T. Δήμου Παγγαίου,537,247,10,2,12,235,111,18,4,31,81,30,9,23,6,8,5,3,5,2,31,2,3,26,9,1,1,5,1,0,0,0,0,0,6,2,0,3,1,1,1,6,3,3,1,1,0,1,9,1,3,7,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,11,2,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,2,12,1,1,1,1,1,0,5,3,0,0,0,0,4,2
5 - Καβάλας,236 E.T. Δήμου Παγγαίου,475,254,6,3,9,245,92,10,7,18,69,28,9,46,29,5,18,2,9,7,44,1,6,23,21,0,4,7,0,1,1,4,1,0,11,1,1,0,2,2,1,5,1,2,1,1,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,1,0,5,0,0,0,7,0,0,2,4,0,0,4,0,0,4,2,1,1,0,0,0,8,3
5 - Καβάλας,237 E.T. Δήμου Παγγαίου,481,296,1,2,3,293,141,9,11,24,109,35,8,46,22,8,10,6,8,4,41,5,8,22,24,0,5,12,3,5,3,4,0,1,11,2,1,0,1,4,1,3,1,1,1,0,0,0,3,0,0,3,0,0,0,1,0,1,1,1,0,0,3,0,2,0,0,5,2,3,3,2,0,0,1,0,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,1,2,0,0,2,0,0,1,2,1,0,0,0,0,13,6
5 - Καβάλας,238 E.T. Δήμου Παγγαίου,463,235,6,2,8,227,75,3,4,19,61,16,5,51,30,6,15,8,14,3,38,1,10,26,19,0,5,9,2,2,2,7,2,1,14,2,0,2,3,1,3,3,1,2,1,0,0,0,7,0,0,6,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,10,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,5,1,1,0,3,0,0,1,1,0,1,1,0,0,0,0,0,7,3
5 - Καβάλας,239 E.T. Δήμου Παγγαίου,455,217,1,1,2,215,78,6,11,22,62,21,7,32,17,7,7,1,11,2,43,5,6,30,11,4,9,8,1,1,0,2,3,3,14,0,0,1,4,3,6,5,0,1,2,0,1,0,6,1,1,5,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,9,4,1,4,6,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,7,0,0,3,5,0,0,0,0,0,0,1,1,1,0,0,0,2,2
5 - Καβάλας,240 E.T. Δήμου Παγγαίου,531,287,2,2,4,283,156,15,12,44,110,63,6,18,7,1,4,1,3,2,29,1,5,18,13,0,3,2,0,1,0,1,0,0,13,1,3,2,3,3,2,7,3,4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,16,6,2,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,2,2,2,0,1,0,1,0,18,1,0,2,16,0,0,3,1,0,3,1,0,0,0,1,1,9,7
5 - Καβάλας,241 E.T. Δήμου Παγγαίου,497,340,3,4,7,333,158,4,7,23,135,61,6,57,35,25,6,4,6,7,18,4,3,9,6,1,3,19,4,6,1,10,1,3,16,3,3,4,6,2,1,15,6,4,0,2,0,3,8,2,1,7,0,0,0,0,0,0,0,0,2,1,4,1,2,3,0,11,6,3,4,4,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,1,0,0,3,0,0,3,3,1,0,1,1,1,1,2,1,1,2,1,1,1,0,0,0,11,8
5 - Καβάλας,242 E.T. Δήμου Παγγαίου,503,367,5,1,6,361,165,12,10,29,127,67,11,48,22,20,7,3,2,7,37,1,7,21,16,2,3,6,2,1,1,2,1,1,36,6,1,6,16,7,10,6,3,2,0,0,0,4,13,0,0,12,0,0,0,0,0,1,0,0,2,0,6,1,1,1,0,10,4,3,1,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,5,2,1,3,1,0,0,2,0,0,1,2,1,0,0,2,0,16,12
5 - Καβάλας,243 E.T. Δήμου Παγγαίου,491,322,9,1,10,312,149,9,8,14,125,49,9,42,22,20,7,3,8,1,31,3,4,11,13,0,7,13,0,6,2,7,1,0,27,6,1,7,5,6,2,14,5,3,3,1,1,8,3,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,4,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,3,0,2,1,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,13,6
5 - Καβάλας,244 E.T. Δήμου Παγγαίου,496,313,5,2,7,306,122,7,4,25,99,31,2,44,13,24,9,4,5,3,40,1,5,22,17,0,8,24,1,13,2,11,3,1,20,4,4,6,7,5,2,7,2,2,0,0,0,6,2,0,0,2,2,2,2,0,0,2,1,2,2,1,1,1,0,1,0,12,8,4,3,6,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,3,0,5,3,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,12,9
5 - Καβάλας,245 E.T. Δήμου Παγγαίου,470,308,9,0,9,299,133,8,6,31,112,34,6,54,23,21,12,4,6,2,30,0,3,17,11,1,3,7,0,2,0,3,1,2,21,3,4,2,8,4,5,10,3,5,1,1,0,1,4,1,0,3,1,1,1,1,1,1,0,0,1,1,6,1,2,4,0,8,3,1,3,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,4,2,2,1,0,0,11,6
5 - Καβάλας,246 E.T. Δήμου Παγγαίου,462,274,5,1,6,268,129,1,2,29,108,40,10,38,19,11,10,4,3,6,19,1,1,15,7,0,3,8,0,1,4,3,3,1,20,3,1,6,7,2,4,10,3,2,1,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,2,2,4,2,0,2,2,16,5,5,4,9,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,2,1,1,0,1,0,0,1,2,2,3,1,1,0,7,6
5 - Καβάλας,247 E.T. Δήμου Παγγαίου,402,273,9,0,9,264,123,8,5,11,100,65,9,26,14,11,3,3,8,2,52,0,3,24,29,0,6,6,1,1,1,1,0,0,22,4,3,3,6,9,2,6,0,3,3,1,1,0,2,0,0,2,1,1,0,0,0,0,0,0,1,1,2,1,1,1,0,7,4,1,2,2,0,0,0,0,0,0,0,0,0,5,0,1,3,4,1,1,2,2,1,0,1,0,0,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2
