ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΟΝΤΟΓΕΩΡΓΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΟΙΚΟΝΟΜΟΥ ΘΩΜΑΪΣ (ΤΖΙΝΑ) του Γεωργίου,ΠΑΠΑΪΩΑΝΝΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Χαράλαμπου,ΣΥΡΙΖΑ,ΒΕΝΤΟΥΡΗ ΜΑΡΙΑ του Νικολάου,ΛΑΘΥΡΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΜΠΕΡΜΠΕΡΗΣ ΜΩΫΣΗΣ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΕΩΡΓΑΛΗ ΑΝΑΣΤΑΣΙΑ του Ευαγγέλου,ΜΑΡΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΔΕΣΚΟΥΡΑΚΗ ΧΑΡΑ του Κωνσταντίνου,ΠΑΖΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Πέτρου,ΠΑΠΠΑΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΓΚΑΡΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΑΤΣΟΜΗΤΡΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΠΟΥΛΕΚΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΛΥΚΟΚΑΠΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΤΡΑΓΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Νικολάου,ΦΡΑΓΚΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΟΜΛΕΚΤΣΟΓΛΟΥ ΝΙΚΟΛΑΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΖΗΣΗΣ ΒΑΣΙΛΕΙΟΣ του Χρήστου,Ο.Κ.Δ.Ε.,ΤΣΟΥΚΑΛΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΠΑΡΜΠΑΡΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,Κίνημα 21,ΚΩΣΤΗ ΕΥΡΙΔΙΚΗ του Δημητρίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΡΑΪΚΟΣ ΕΥΑΓΓΕΛΟΣ του Νικήτα,ΝΙΚΗ,ΜΑΝΤΖΟΥΡΗ ΜΑΡΙΑ του Ιωάννη,ΠΑΠΑΘΑΝΑΣΗ ΑΝΔΡΟΝΙΚΗ του Αποστόλου,ΣΥΡΙΓΟΣ ΑΝΤΩΝΙΟΣ του Εμμανουήλ,κοινωνία αξιών,ΓΕΡΟΝΤΟΓΙΑΝΝΗ ΜΥΡΤΩ του Ανδρέα,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΧΑΣΑΚΤΣΗΣ ΕΜΜΑΝΟΥΗΛ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΑΡΒΑΝΙΤΗ ΕΛΕΝΗ του Ευάγγελου,Ελλήνων Συνέλευσις,ΨΥΧΟΓΥΙΟΣ ΣΩΤΗΡΙΟΣ του Λεωνίδα,Ένωση Κεντρώων,ΑΝΑΣΤΑΣΙΟΥ ΣΤΑΥΡΟΥΛΑ του Δημητρίου,ΠΑΝΑΓΙΩΤΟΥ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΠΑΠΑΘΕΟΥ ΘΕΟΔΟΣΙΟΣ του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΥΡΚΟΥΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΧΑΡΤΑΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Ευσταθίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΛΑΝΤΙΔΗΣ ΠΕΤΡΟΣ του Σωκράτη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΤΑΒΙΑ ΣΤΥΛΙΑΝΗ του Δημητρίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΝΤΑΛΙΑΝΗΣ ΚΛΗΜΗΣ του Στεφάνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΑΜΒΑΚΑΣ ΠΕΤΡΟΣ του Νικολάου
34 - Ευρυτανίας,66 E.T. Δήμου Καρπενησίου,535,331,9,3,12,319,118,37,65,11,85,19,9,46,40,7,8,13,23,3,7,1,8,1,0,4,5,0,0,3,7,4,2,1,0,0,2,1,4,1,4,4,9,5,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,2,2,0,0,1,1,5,2
34 - Ευρυτανίας,67 E.T. Δήμου Καρπενησίου,553,370,6,1,7,363,140,57,68,13,92,19,6,52,32,7,6,8,15,1,6,1,12,3,3,1,11,2,0,1,3,3,0,0,0,0,0,0,7,4,4,3,23,9,9,1,0,0,0,0,1,1,0,0,4,0,3,0,1,1,4,2,2,1,2,0,2,2,8,4
34 - Ευρυτανίας,68 E.T. Δήμου Καρπενησίου,552,362,5,1,6,356,156,53,86,9,92,28,3,55,24,5,3,8,23,6,2,2,11,2,0,1,7,2,0,4,2,0,1,1,0,0,2,1,1,1,3,3,14,4,5,2,1,1,1,1,2,1,0,0,3,0,1,0,0,0,0,0,0,0,1,1,6,2,6,3
34 - Ευρυτανίας,69 E.T. Δήμου Καρπενησίου,552,336,12,4,16,320,138,45,63,23,77,17,8,37,30,5,3,11,18,5,6,3,7,2,0,2,11,1,1,3,2,2,1,1,0,0,2,2,2,2,4,4,8,2,2,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,4,4,2,2,4,4,6,6
34 - Ευρυτανίας,70 E.T. Δήμου Καρπενησίου,541,337,13,2,15,322,131,52,62,6,75,21,5,33,32,5,5,13,19,2,14,0,10,1,1,4,7,1,0,2,4,1,0,0,0,0,2,2,0,0,5,4,8,0,6,0,2,0,0,0,0,0,1,1,3,0,2,0,0,0,4,2,2,2,1,0,1,1,15,8
34 - Ευρυτανίας,71 E.T. Δήμου Καρπενησίου,557,322,14,5,19,303,98,32,53,11,72,14,5,43,32,3,8,6,20,5,9,4,12,5,0,4,6,1,1,1,6,2,1,1,0,0,1,0,3,1,5,3,21,6,7,3,1,0,1,1,0,0,2,2,2,0,2,0,2,2,6,3,0,0,1,0,3,2,8,2
34 - Ευρυτανίας,72 E.T. Δήμου Καρπενησίου,481,298,4,1,5,293,134,69,56,5,46,13,2,21,27,5,8,5,17,2,11,1,8,3,2,1,7,2,2,1,3,2,0,0,0,0,3,0,3,2,5,4,23,15,5,0,1,1,0,0,0,0,0,0,4,0,4,0,3,0,2,1,3,2,0,0,1,1,3,2
34 - Ευρυτανίας,73 E.T. Δήμου Καρπενησίου,172,101,1,0,1,100,34,12,15,6,21,9,0,9,11,1,1,6,8,2,0,2,8,0,1,5,2,0,0,1,1,1,0,0,0,0,1,0,1,1,2,2,3,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1
34 - Ευρυτανίας,74 E.T. Δήμου Καρπενησίου,185,87,0,0,0,87,21,6,10,2,28,10,4,9,21,3,3,9,6,1,1,0,1,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
34 - Ευρυτανίας,75 E.T. Δήμου Καρπενησίου,266,139,0,0,0,139,52,23,19,8,49,16,8,17,13,2,0,9,6,0,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,5,4,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,4,3
34 - Ευρυτανίας,76 E.T. Δήμου Καρπενησίου,269,82,1,0,1,81,40,20,18,1,15,5,1,7,6,0,2,4,3,0,3,0,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2
34 - Ευρυτανίας,77 E.T. Δήμου Καρπενησίου,137,67,0,0,0,67,40,13,23,1,16,1,8,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
34 - Ευρυτανίας,78 E.T. Δήμου Καρπενησίου,73,34,0,1,1,33,5,3,1,0,12,2,4,2,14,2,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,79 E.T. Δήμου Καρπενησίου,180,71,1,0,1,70,45,40,3,1,9,3,3,2,6,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
34 - Ευρυτανίας,80 E.T. Δήμου Καρπενησίου,73,31,0,0,0,31,14,5,9,0,4,2,0,2,2,0,0,1,6,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2
34 - Ευρυτανίας,81 E.T. Δήμου Καρπενησίου,375,161,3,0,3,158,90,26,64,0,36,6,0,25,17,3,3,7,3,1,2,0,2,0,0,0,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34 - Ευρυτανίας,82 E.T. Δήμου Καρπενησίου,89,37,9,0,9,28,12,6,6,0,6,0,0,5,5,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34 - Ευρυτανίας,83 E.T. Δήμου Καρπενησίου,154,26,0,0,0,26,8,5,1,1,12,4,1,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,84 E.T. Δήμου Καρπενησίου,526,230,3,1,4,226,125,30,84,5,44,0,4,36,11,3,2,5,11,4,1,2,1,0,0,0,0,0,0,0,5,4,1,1,0,0,0,0,0,0,23,21,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
34 - Ευρυτανίας,85 E.T. Δήμου Καρπενησίου,136,37,0,0,0,37,16,3,12,0,10,1,2,7,2,0,0,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
34 - Ευρυτανίας,86 E.T. Δήμου Καρπενησίου,340,122,1,0,1,121,50,14,32,2,25,1,10,13,22,1,14,3,7,3,2,1,5,2,1,0,2,0,0,1,1,1,0,0,0,0,0,0,1,1,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34 - Ευρυτανίας,87 E.T. Δήμου Καρπενησίου,160,39,0,0,0,39,21,5,16,0,2,0,0,2,3,0,1,1,2,1,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,88 E.T. Δήμου Καρπενησίου,128,47,0,0,0,47,19,4,13,1,13,2,3,6,3,0,0,1,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34 - Ευρυτανίας,89 E.T. Δήμου Καρπενησίου,84,42,1,0,1,41,17,9,6,2,8,0,1,7,4,1,0,2,1,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
