ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΑΤΡΑΝΤΖΗ ΜΟΥΣΤΑΦΑ του Χασάν,ΚΩΦΙΔΗΣ ΘΕΟΦΑΝΗΣ του Δημητρίου,ΠΕΧΛΙΒΑΝ ΣΕΒΗΛ του Σαλή,ΣΤΥΛΙΑΝΙΔΗΣ ΕΥΡΙΠΙΔΗΣ του Στυλιανού,ΧΑΤΖΗ ΕΛΕΝΗ του Ιωάννη,ΣΥΡΙΖΑ,ΓΑΒΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σταύρου,ΓΙΑΝΝΟΥΣΑ ΕΙΡΗΝΗ του Χρήστου,ΜΕΜΕΤ ΧΟΥΣΑΜΕΤΙΝ του Σεραφετίν,ΦΕΡΧΑΤ ΟΖΓΚΙΟΥΡ του Ναζήφ,ΧΑΡΙΤΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αθανασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΧΜΕΤ ΙΛΧΑΝ του Σαμπρή,ΜΑΝΑΝΑΣ ΓΕΩΡΓΙΟΣ του Χαραλάμπους,ΜΟΥΣΤΑΦΑ ΟΓΛΟΥ ΣΙΜΠΕΛ του Σαμή,ΜΟΥΤΟΥΣΙΔΟΥ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΠΕΤΑΛΩΤΗΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,Κ.Κ.Ε.,ΕΥΑΓΓΕΛΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΚΑΣΑΠΑΝΤΩΝΙΟΥ ΑΜΑΛΙΑ του Γεωργίου,ΚΕΡΑΤΖΗ ΙΜΠΡΑΜ ΙΜΠΡΑΗΜ του Φερεντίν,ΤΑΞΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Παναγιώτη,ΧΑΤΣΗ ΑΛΗ ΑΛΗ του Καμπέρ,Ελληνική Λύση - Κ. Βελόπουλος,ΕΛΕΥΘΕΡΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Βάιου,ΜΑΡΙΝΗ ΘΩΜΑΗ του Αθανασίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΓΑ του Δημητρίου,ΤΖΑΒΑΡΑΣ ΘΕΟΔΩΡΟΣ του Ευάγγελου,ΧΑΤΖΗΑΠΟΣΤΟΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ του Νικολάου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΛΑΜΠΟΥΚΑΣ ΧΡΗΣΤΟΣ του Γρηγορίου,ΚΟΛΤΣΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωάννη,ΜΑΝΩΛΟΠΟΥΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΜΠΟΥΛΜΠΟΥΛ ΑΛΗ του Μεχμέτ,ΧΑΣΑΝ ΟΓΛΟΥ ΝΕΡΣΙΝ του Σαδίκ,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΘΑΝΑΣΙΟΥ ΣΟΦΙΑ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΛΑΜΠΡΟΥ ΜΑΡΙΑ του Αντωνίου,ΜΟΥΣΤΑΦΑ ΕΡΧΑΝ του Αλή,Ο.Κ.Δ.Ε.,ΔΡΑΓΟΥΤΑ ΜΑΡΙΑ του Παύλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΛΑΪΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΜΑΡΓΕΛΗ ΜΥΡΤΩ του Ζώη,ΤΖΙΑΡΑΣ ΘΡΑΣΥΒΟΥΛΟΣ του Χρήσιμου,Κίνημα 21,ΣΟΥΚΙΑΣΙΑΝ ΓΕΩΡΓΙΟΣ του Αλμπέρτου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΔΡΑΓΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΖΕΡΒΑΣ ΞΕΝΟΦΩΝ του Δημοσθένη,ΜΑΝΩΛΑΤΟΣ ΣΠΥΡΙΔΩΝ του Διονυσίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΥΤΕΡΠΗ του Γεωργίου,ΝΙΚΗ,ΜΑΡΙΝΟΣ ΑΝΔΡΕΑΣ του Κωνσταντίνου,ΠΑΠΑΔΑΜΟΥ ΒΑΣΙΛΙΚΗ του Βασιλείου,ΣΑΛΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Χρήστου,κοινωνία αξιών,ΠΑΧΝΟΥ ΜΑΡΙΑ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΣΑΧΙΝΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ανέστη,Ο.Α.Κ.Κ.Ε.,ΣΟΦΤΖΟΓΛΟΥ ΠΑΝΤΕΛΕΗΜΩΝ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΜΠΑΤΑΓΙΑ ΑΡΓΥΡΩ του Γεωργίου,Ελλήνων Συνέλευσις,ΜΠΕΝΗ ΕΥΘΥΜΙΑ του Σάββα,ΜΥΛΩΘΡΙΔΗΣ ΗΛΙΑΣ του Αναστάσιου,ΠΑΡΑΣΚΕΥΑΣ ΣΤΕΦΑΝΟΣ του Κοσμά,Ένωση Κεντρώων,ΑΛΤΙΔΗΣ ΑΓΓΕΛΟΣ του Στεφάνου,ΒΑΡΟΥΤΑ ΝΙΚΗ του Γεωργίου,ΣΚΑΜΑΓΚΑΣ ΙΩΑΝΝΗΣ του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΒΙΖΙΩΤΗ ΠΑΝΑΓΙΩΤΑ του Σταύρου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΛΟΓΙΑΝΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΜΑΥΡΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,Κ.Ο.Τ.Ε.Σ.,ΛΟΥΒΡΟΣ ΝΙΚΟΛΑΟΣ του Βασιλείου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΣΥΡΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΟΥΚΙΑ ΖΩΗ του Παναγιώτη,ΝΙΚΟΛΑΪΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γρηγορίου,ΠΟΥΛΙΑΝΙΤΗΣ ΘΩΜΑΣ του Νικολάου,Οικολόγοι Πράσινοι,ΚΥΡΙΑΚΟΥ ΓΕΩΡΓΙΟΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΕΡΑΝΗΣ ΝΙΚΟΛΑΟΣ του Ηλία
2 - Ροδόπης,197 E.T. Δήμου Κομοτηνής,452,288,6,2,8,280,112,2,12,5,74,8,54,7,2,0,22,19,49,5,14,19,1,10,8,4,1,0,3,0,27,11,0,1,4,8,5,0,2,0,0,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,2,0,0,10,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,0,3,1
2 - Ροδόπης,198 E.T. Δήμου Κομοτηνής,506,316,3,1,4,312,18,10,0,1,4,0,113,2,1,7,96,3,157,77,0,60,0,17,11,0,0,1,0,10,0,0,0,0,0,0,8,0,1,0,5,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,199 E.T. Δήμου Κομοτηνής,501,300,3,3,6,294,14,8,4,2,0,0,102,1,0,3,93,0,146,92,4,40,0,7,14,0,0,0,0,13,1,0,1,0,0,0,6,0,0,0,5,1,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0
2 - Ροδόπης,200 E.T. Δήμου Κομοτηνής,500,303,9,7,16,287,23,9,1,0,10,3,105,0,0,5,87,7,135,83,1,41,1,5,10,0,0,2,0,8,1,0,0,0,0,1,10,0,0,0,8,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2 - Ροδόπης,201 E.T. Δήμου Κομοτηνής,502,344,13,3,16,328,32,13,0,2,13,1,113,0,0,9,100,2,156,90,0,49,0,13,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,6,1,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 - Ροδόπης,202 E.T. Δήμου Κομοτηνής,374,235,3,1,4,231,72,1,3,0,60,3,28,5,0,0,1,18,64,0,14,0,1,44,27,13,8,0,3,0,12,7,1,0,0,1,5,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,5,3,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,3,1
2 - Ροδόπης,203 E.T. Δήμου Κομοτηνής,501,275,8,3,11,264,35,2,2,3,22,1,103,1,1,12,82,6,94,26,1,54,2,9,3,0,0,0,0,3,5,1,0,0,2,2,6,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,3,1,3,0
2 - Ροδόπης,204 E.T. Δήμου Κομοτηνής,517,305,6,5,11,294,43,8,3,5,22,2,124,2,2,15,95,2,99,33,4,53,1,6,7,3,0,0,0,4,2,1,0,0,0,0,6,0,2,0,2,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,3,0
2 - Ροδόπης,205 E.T. Δήμου Κομοτηνής,182,95,0,0,0,95,50,0,8,0,34,1,9,1,0,0,0,8,27,1,8,0,0,16,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2 - Ροδόπης,206 E.T. Δήμου Κομοτηνής,543,394,7,6,13,381,209,2,27,1,155,13,39,4,1,0,0,31,55,1,15,0,4,33,2,2,0,0,0,0,27,7,4,2,2,6,6,1,2,2,0,0,3,3,0,0,0,1,1,0,0,0,0,3,3,0,0,3,1,0,2,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,10,10,5,5,1,0,1,1,0,0,0,0,3,3,3,3
2 - Ροδόπης,207 E.T. Δήμου Κομοτηνής,139,61,1,0,1,60,6,3,0,2,1,0,33,0,0,1,32,0,21,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,208 E.T. Δήμου Κομοτηνής,457,318,5,6,11,307,20,13,0,4,3,0,110,1,0,6,100,0,146,94,1,42,0,9,15,1,0,4,0,9,0,0,0,0,0,0,12,0,0,0,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,209 E.T. Δήμου Κομοτηνής,499,356,4,2,6,350,147,0,16,2,102,11,55,4,4,0,0,47,50,1,10,0,3,29,11,0,4,0,1,1,38,5,1,0,3,27,9,2,3,1,0,0,6,4,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,14,4,8,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,3,3,6,5
2 - Ροδόπης,210 E.T. Δήμου Κομοτηνής,506,355,5,4,9,346,162,3,4,1,130,12,42,4,1,1,0,33,54,0,12,0,8,31,9,2,4,1,0,0,31,8,2,0,0,20,4,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,13,6,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,4,2,0,0,3,3,8,5
2 - Ροδόπης,211 E.T. Δήμου Κομοτηνής,188,131,10,3,13,118,16,1,0,3,12,0,34,0,0,20,9,0,67,37,6,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,212 E.T. Δήμου Κομοτηνής,291,187,2,3,5,182,7,2,0,4,0,0,63,0,0,5,55,0,94,69,0,21,0,1,12,0,0,1,0,11,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2 - Ροδόπης,213 E.T. Δήμου Κομοτηνής,372,197,7,3,10,187,100,1,13,0,69,10,24,2,2,1,0,18,14,0,5,1,2,6,0,0,0,0,0,0,21,8,1,0,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,1,2,1,1,0,5,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4,3
2 - Ροδόπης,214 E.T. Δήμου Κομοτηνής,378,228,7,3,10,218,120,3,9,0,91,4,37,4,1,0,1,28,27,1,1,0,3,17,3,0,1,1,0,0,11,4,1,0,1,4,2,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,3,3,1,1,3,1,0,0,3,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
2 - Ροδόπης,215 E.T. Δήμου Κομοτηνής,357,194,7,1,8,186,96,1,7,0,72,9,18,4,1,0,0,11,25,0,6,0,4,12,4,0,1,0,1,0,13,5,1,0,5,1,6,0,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,3,3,2,0,0,1,6,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,5,3
2 - Ροδόπης,216 E.T. Δήμου Κομοτηνής,430,211,9,6,15,196,24,13,0,1,9,0,88,0,0,27,48,5,59,29,0,29,0,1,14,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,3,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2 - Ροδόπης,217 E.T. Δήμου Κομοτηνής,238,82,4,0,4,78,4,3,0,0,0,0,43,1,0,22,17,2,27,11,0,14,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,218 E.T. Δήμου Κομοτηνής,288,100,1,1,2,98,9,4,0,0,5,0,36,0,0,4,32,0,45,11,0,30,0,4,5,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,219 E.T. Δήμου Κομοτηνής,284,182,3,1,4,178,77,0,3,0,67,2,36,2,0,0,0,31,26,0,13,0,1,10,19,12,1,0,4,0,6,3,0,0,1,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2
2 - Ροδόπης,220 E.T. Δήμου Κομοτηνής,310,208,3,0,3,205,98,2,6,0,84,5,22,1,0,0,0,20,20,0,6,0,1,13,6,2,1,0,1,0,28,11,0,0,13,2,2,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,10,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,1,0,0,2,1,7,5
2 - Ροδόπης,221 E.T. Δήμου Κομοτηνής,297,184,2,4,6,178,87,2,10,0,62,5,20,1,2,0,0,16,23,0,7,0,0,16,4,2,0,0,0,0,23,4,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,0,0,1,1,1,1,0,0,0,0,2,1,3,2
2 - Ροδόπης,222 E.T. Δήμου Κομοτηνής,289,139,0,3,3,136,26,23,1,1,1,0,46,0,0,8,37,1,48,14,0,32,0,2,10,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2 - Ροδόπης,223 E.T. Δήμου Κομοτηνής,307,168,4,1,5,163,28,25,0,0,1,0,33,0,0,5,27,1,85,25,0,57,1,1,14,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2 - Ροδόπης,224 E.T. Δήμου Κομοτηνής,492,184,7,1,8,176,51,1,3,0,36,7,48,5,0,12,7,22,40,12,7,2,0,16,8,0,0,0,2,0,14,6,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,4,3
2 - Ροδόπης,225 E.T. Δήμου Κομοτηνής,477,215,7,1,8,207,70,2,7,0,55,3,56,3,1,18,12,21,37,5,5,3,2,21,4,1,1,0,0,0,23,16,0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,1,1,1,0,0
2 - Ροδόπης,226 E.T. Δήμου Μαρωνείας - Σαπών,462,287,5,4,9,278,133,0,7,0,117,4,32,2,2,0,1,26,50,0,11,0,3,35,4,2,2,0,0,0,11,5,0,1,0,3,7,3,0,4,0,0,1,1,3,2,0,0,0,0,0,0,0,3,2,3,2,6,0,2,0,11,5,3,2,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,1,1,1,2,2,1,1,2,1,0,0,0,0,4,3
2 - Ροδόπης,227 E.T. Δήμου Μαρωνείας - Σαπών,465,285,2,1,3,282,151,1,9,0,135,3,28,2,1,0,0,24,46,0,11,0,3,31,6,2,3,0,1,0,12,4,1,0,1,4,7,2,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,10,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,2,2,0,0,0,0,0,0,7,5
2 - Ροδόπης,228 E.T. Δήμου Μαρωνείας - Σαπών,456,271,6,1,7,264,141,0,8,0,115,5,37,3,2,0,0,30,43,0,12,1,1,27,6,2,1,1,0,0,14,5,1,3,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,4,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,2,2,2,2,0,0,0,0,2,1,0,0,0,0,3,2,0,0
2 - Ροδόπης,229 E.T. Δήμου Μαρωνείας - Σαπών,473,276,5,3,8,268,146,1,12,0,130,2,28,2,1,1,3,20,41,0,8,0,5,28,5,1,2,0,2,0,16,8,1,2,1,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4,1,1,6,1,4,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,2,1,0,0,0,1,1,5,3
2 - Ροδόπης,230 E.T. Δήμου Μαρωνείας - Σαπών,480,203,5,2,7,196,38,20,0,7,8,0,71,3,1,25,35,4,57,16,10,22,0,9,18,0,0,0,1,17,1,0,0,0,0,0,10,0,0,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,231 E.T. Δήμου Μαρωνείας - Σαπών,351,198,5,1,6,192,89,80,0,1,4,1,39,0,1,2,29,2,55,25,0,17,1,10,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,232 E.T. Δήμου Μαρωνείας - Σαπών,339,196,9,6,15,181,84,73,0,3,7,0,45,1,0,6,30,1,35,24,0,8,0,1,8,0,0,2,0,5,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,233 E.T. Δήμου Μαρωνείας - Σαπών,430,289,7,2,9,280,40,30,0,1,8,0,96,1,0,20,67,3,132,105,0,25,0,0,7,0,0,6,0,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,234 E.T. Δήμου Μαρωνείας - Σαπών,328,139,5,1,6,133,27,23,0,1,3,0,55,1,0,10,40,1,40,15,0,21,0,3,6,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 - Ροδόπης,235 E.T. Δήμου Μαρωνείας - Σαπών,341,162,8,0,8,154,42,36,0,0,4,0,67,3,0,20,39,1,21,9,0,7,0,5,8,0,0,1,0,5,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2 - Ροδόπης,236 E.T. Δήμου Μαρωνείας - Σαπών,267,219,7,4,11,208,106,0,8,0,74,8,30,2,2,1,0,20,18,0,5,0,1,10,1,0,0,0,0,0,24,9,2,2,3,7,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,2,1,2,0,0,0,2,1,0,0,0,0,2,2,1,0,0,0,1,0,1,0,3,1,1,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,5,3
2 - Ροδόπης,237 E.T. Δήμου Μαρωνείας - Σαπών,484,239,10,2,12,227,85,10,5,1,52,9,52,6,0,23,10,8,34,8,6,11,0,8,14,1,1,0,1,10,8,2,1,0,2,0,6,2,0,1,1,2,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,10,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3
2 - Ροδόπης,238 E.T. Δήμου Μαρωνείας - Σαπών,412,318,7,2,9,309,143,1,8,0,121,5,37,10,2,0,0,24,61,2,31,0,1,21,3,1,0,0,0,0,25,10,3,3,0,7,4,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,6,3,0,0,3,0,1,0,10,1,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,1,2,1,1,1,1,0,0,0,2,2,4,3
2 - Ροδόπης,239 E.T. Δήμου Μαρωνείας - Σαπών,343,224,11,1,12,212,98,0,5,0,80,3,39,1,1,0,0,32,18,0,0,0,0,16,6,0,3,0,0,0,12,6,3,0,0,3,4,1,1,2,0,0,6,5,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,11,1,2,2,0,0,1,1,0,0,0,0,2,0,0,2,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,4,1
