ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΧΟΓΙΑΝΝΗΣ ΗΛΙΑΣ του Γεωργίου,ΛΙΟΥΤΑΣ ΑΘΑΝΑΣΙΟΣ του Αχιλλέα,ΞΑΝΘΗ ΧΑΡΙΚΛΕΙΑ του Ματθαίου,ΠΑΠΑΚΩΣΤΑ-ΠΑΛΙΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΡΕΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΧΑΤΖΗΓΑΚΗΣ ΜΙΧΑΗΛ (ΜΙΚΕΛΗΣ) του Σωτηρίου,ΣΥΡΙΖΑ,ΔΡΙΤΣΕΛΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΚΟΝΤΟΤΟΛΗ ΜΑΡΙΝΑ του Γεωργίου,ΣΙΜΟΡΕΛΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΤΣΙΚΡΙΚΑΣ ΕΛΕΥΘΕΡΙΟΣ του Βασιλείου,ΧΑΪΔΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΑΡΤΟΠΟΥΛΟΥ ΠΕΡΙΣΤΕΡΑ (ΠΕΡΥ) του Μενελάου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΖΟΛΩΤΑ ΣΤΥΛΙΑΝΗ (ΛΙΑΝΑ) του Γεωργίου,ΗΛΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Προκοπίου,ΚΑΡΡΑ - ΖΟΥΖΟΥΛΑ ΙΩΑΝΝΑ του Βάιου,ΚΩΣΤΟΥΛΗΣ ΧΡΗΣΤΟΣ του Ζήση,ΜΠΛΕΤΣΑΣ ΣΩΤΗΡΙΟΣ του Σεραφείμ,ΟΙΚΟΝΟΜΟΥ ΓΕΩΡΓΙΟΣ του Χρήστου,Κ.Κ.Ε.,ΚΑΪΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΚΑΝΤΑΡΤΖΗΣ ΑΧΙΛΛΕΑΣ του Κλεομένη,ΚΑΠΕΤΗ ΓΕΩΡΓΙΑ του Παντελή,ΛΙΑΤΙΦΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΤΟΥΡΛΙΟΣ ΛΑΜΠΡΟΣ του Νικολάου,ΣΤΑΜΟΥ ΕΥΘΥΜΙΑ του Ελευθερίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΓΥΡΟΠΟΥΛΟΥ ΧΑΡΑΛΑΜΠΙΑ του Κωνσταντίνου,ΚΑΛΑΜΠΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Ματθαίου,ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου,ΜΠΑΚΑΛΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΠΑΠΟΥΛΙΔΗΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΤΣΙΟΥΜΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΟΤΑΣ ΕΥΘΥΜΙΟΣ του Ιωάννη,ΚΟΚΟΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Βάιου,ΜΑΡΑΓΚΟΥ ΙΟΒΗ του Γεωργίου,ΜΠΕΓΛΕΡΙΔΟΥ ΕΛΕΝΗ του Αλέξανδρου,ΠΑΠΑΘΑΝΑΣΙΟΥ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΙΑΝΝΕΤΟΒΑ ΛΕΝΚΑ του Αιμήλ,ΝΙΖΑΜΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΜΟΥΤΗΣ ΘΩΜΑΣ του Δημητρίου,Κ.Κ.Ε. (μ-λ),ΓΚΟΥΝΤΟΥΡΑ ΕΥΑΓΓΕΛΗ του Ιωάννη,ΖΟΛΩΤΑ ΕΥΑΓΓΕΛΗ (ΕΛΙΖΑ) του Γεωργίου,ΜΠΑΛΑΦΑΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΣΑΠΟΥΝΑ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,ΤΟΥΦΕΞΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΑΝΔΡΙΩΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΑΡΑΣ ΛΑΜΠΡΟΣ του Χρήστου,ΜΗΤΡΟΠΑΝΟΥ ΜΥΡΣΙΝΗ του Δημητρίου,ΠΡΕΚΑΤΕΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΤΑΧΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Δημητρίου,Κίνημα 21,ΜΠΙΤΟΣ ΗΛΙΑΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΡΙΝΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΠΡΙΝΙΩΤΑΚΗ ΑΙΜΙΛΙΑ του Ιωάννη,ΣΕΠΥΡΓΙΩΤΗ ΑΓΓΕΛΙΚΗ του Ευσταθίου,ΤΣΙΑΣΙΩΤΗΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΝΙΚΗ,ΑΥΤΖΟΓΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΓΕΩΡΓΑΔΑΚΗ ΙΦΙΓΕΝΕΙΑ του Γεωργίου,ΚΑΛΑΜΠΑΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΠΑΛΛΑΣ ΦΩΤΙΟΣ του Γεωργίου,κοινωνία αξιών,ΤΥΜΠΑΣ ΓΡΗΓΟΡΙΟΣ του Ηλία,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΖΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,Ο.Α.Κ.Κ.Ε.,ΒΑΣΚΟΣ ΣΩΤΗΡΙΟΣ του Αθανασίου,Μ-Λ Κ.Κ.Ε.,ΣΤΑΥΡΙΔΟΥ ΑΝΝΑ του Πολυχρόνη,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΣΤΕΦΑΝΟΣ του Βασίλειου,ΛΙΑΠΗ ΕΙΡΗΝΗ ΚΩΝΣΤΑΝΤΙΝΑ του Δημητρίου,Ένωση Κεντρώων,ΓΟΥΡΓΙΩΤΗ ΣΤΑΜΑΤΙΑ του Κωνσταντίνου,ΜΗΤΡΟΠΟΥΛΟΥ ΑΓΑΘΗ του Διονύσιου,ΣΚΛΗΒΑΓΚΟΣ ΣΤΑΥΡΟΣ του Βασιλείου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΛΟΓΗΡΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΟΛΙΑ ΓΙΑΝΝΟΥΛΑ του Φωτίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΜΠΑΛΑΝΗΣ ΑΓΓΕΛΟΣ του Γρηγορίου,Κ.Ο.Τ.Ε.Σ.,ΜΠΑΤΑΛΑΣ ΠΑΥΛΟΣ του Στεφάνου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΠΠΑΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΝΤΑΡΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΓΕΡΟΚΩΣΤΑ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΔΕΛΙΤΖΙΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΛΑΛΑ ΒΑΓΓΙΕΛ του Παντελή,ΜΠΟΖΟΒΙΤΗ ΙΩΑΝΝΑ του Κωνσταντίνου,ΜΠΟΥΛΟΓΕΩΡΓΟΣ ΑΘΑΝΑΣΙΟΣ του Αριστείδη,Οικολόγοι Πράσινοι,ΤΖΑΝΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΕΑΝ...,ΚΟΤΟΠΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΝΕΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΖΩΓΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου
24 - Τρικάλων,35 E.T. Δήμου Μετεώρων,450,239,2,2,4,235,108,18,29,4,29,65,35,57,28,27,11,3,9,13,27,4,11,7,11,1,7,19,8,8,3,1,0,5,2,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,11,0,0,9,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0
24 - Τρικάλων,36 E.T. Δήμου Μετεώρων,376,134,1,2,3,131,69,19,17,3,31,28,13,13,8,1,4,0,5,1,22,2,9,3,8,0,13,2,1,1,0,0,1,1,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,3,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
24 - Τρικάλων,37 E.T. Δήμου Μετεώρων,382,147,2,0,2,145,78,20,21,2,29,49,16,20,6,4,10,2,6,7,20,1,3,3,6,1,11,9,0,4,2,1,0,3,7,2,1,2,1,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3
24 - Τρικάλων,38 E.T. Δήμου Μετεώρων,328,119,3,0,3,116,33,10,10,2,9,19,5,30,18,6,8,1,14,3,35,0,2,5,26,2,11,3,2,0,0,0,1,0,4,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,39 E.T. Δήμου Μετεώρων,537,323,7,1,8,315,122,43,21,1,46,48,26,79,56,17,13,7,23,6,40,2,8,15,9,2,25,32,16,22,3,1,3,6,5,3,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,13,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7,5
24 - Τρικάλων,40 E.T. Δήμου Μετεώρων,358,232,1,0,1,231,110,16,39,37,23,46,15,37,8,17,13,3,12,2,47,6,25,1,13,3,26,8,1,5,1,0,0,2,5,1,0,1,2,0,1,2,0,1,0,0,1,0,4,0,2,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,1,1,0,3,6,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24 - Τρικάλων,41 E.T. Δήμου Μετεώρων,329,191,5,0,5,186,83,3,13,71,14,35,5,25,13,12,4,1,6,6,25,2,8,4,4,2,19,8,4,5,0,1,0,1,15,2,2,3,1,0,1,6,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,7,1,1,6,5,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,4,2
24 - Τρικάλων,42 E.T. Δήμου Μετεώρων,152,86,3,0,3,83,52,9,11,7,36,19,10,10,4,6,5,1,1,1,11,0,3,1,2,0,10,3,2,2,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,43 E.T. Δήμου Μετεώρων,328,194,1,0,1,193,114,15,23,10,50,73,27,32,16,8,5,5,6,11,17,0,2,5,6,6,4,6,2,0,1,0,1,0,3,0,1,0,1,0,1,7,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,2,1,1,1,1,1
24 - Τρικάλων,44 E.T. Δήμου Μετεώρων,334,184,0,0,0,184,61,6,16,5,26,33,7,45,10,14,4,10,15,5,35,2,13,5,9,3,20,11,2,3,2,1,2,1,7,3,1,0,2,1,0,6,0,1,0,2,1,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1
24 - Τρικάλων,45 E.T. Δήμου Μετεώρων,144,76,0,1,1,75,26,9,9,3,7,16,0,14,5,7,2,3,4,0,22,3,8,1,4,2,16,5,4,3,0,0,0,0,4,1,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,46 E.T. Δήμου Μετεώρων,329,215,2,0,2,213,93,25,39,6,22,65,3,27,7,18,4,0,8,0,46,7,12,0,28,2,24,18,9,12,1,0,3,1,6,2,0,1,1,0,2,1,1,0,0,0,0,0,1,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,12,0,0,6,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,47 E.T. Δήμου Μετεώρων,503,272,5,0,5,267,115,35,15,23,23,46,38,49,16,21,20,5,5,8,40,2,11,5,16,2,15,23,6,11,2,2,4,7,7,3,0,1,1,0,2,5,0,0,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,17,2,0,13,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1
24 - Τρικάλων,48 E.T. Δήμου Μετεώρων,266,201,4,2,6,195,82,18,26,14,22,22,24,43,11,25,5,3,15,5,27,2,9,4,11,2,17,3,1,2,1,0,0,0,14,1,1,1,0,0,2,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,8,1,1,3,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2
24 - Τρικάλων,49 E.T. Δήμου Μετεώρων,333,206,0,3,3,203,84,5,6,5,57,31,23,48,10,32,4,2,8,9,44,8,8,15,16,5,27,5,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,12,1,0,10,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24 - Τρικάλων,50 E.T. Δήμου Μετεώρων,361,227,1,0,1,226,109,20,36,3,30,32,31,88,6,86,6,1,4,5,14,0,1,6,1,1,7,4,3,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
24 - Τρικάλων,51 E.T. Δήμου Μετεώρων,279,163,6,0,6,157,71,33,12,12,11,14,30,34,10,23,13,0,7,1,34,4,5,1,8,2,20,6,3,5,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24 - Τρικάλων,52 E.T. Δήμου Μετεώρων,325,183,2,0,2,181,96,31,25,3,31,36,27,43,8,31,8,6,8,2,11,2,2,2,1,0,10,5,2,1,0,1,0,3,7,3,3,0,2,0,3,5,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1
24 - Τρικάλων,53 E.T. Δήμου Μετεώρων,492,292,4,1,5,287,149,20,42,6,53,69,62,64,8,45,26,4,12,12,36,0,26,7,7,2,17,5,3,3,0,0,0,0,10,5,1,2,1,2,2,8,0,3,0,0,2,4,3,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
24 - Τρικάλων,54 E.T. Δήμου Μετεώρων,486,280,4,0,4,276,187,21,64,8,59,100,64,42,8,34,14,0,7,9,26,2,13,2,7,1,11,2,2,0,0,1,0,0,7,4,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,3,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
24 - Τρικάλων,55 E.T. Δήμου Μετεώρων,393,154,0,1,1,153,59,8,23,3,28,36,4,37,20,21,5,4,7,5,29,7,3,5,10,1,23,6,2,1,1,0,0,1,4,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,6
24 - Τρικάλων,56 E.T. Δήμου Μετεώρων,418,166,2,1,3,163,81,16,31,6,36,35,14,26,12,6,10,3,3,4,22,4,4,3,5,0,17,6,0,3,2,1,3,1,4,1,0,1,3,0,0,2,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,3,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,7,5
24 - Τρικάλων,57 E.T. Δήμου Μετεώρων,397,142,1,1,2,140,49,9,17,9,19,33,2,34,19,15,4,1,10,0,24,2,2,3,5,1,21,6,2,2,2,1,0,1,2,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,0,0,0,9,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,5
24 - Τρικάλων,58 E.T. Δήμου Μετεώρων,285,130,3,0,3,127,80,38,10,1,47,30,10,17,5,7,3,5,3,2,5,0,1,0,1,1,4,6,1,2,2,0,0,0,10,7,2,2,4,0,3,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
24 - Τρικάλων,59 E.T. Δήμου Μετεώρων,401,203,5,1,6,197,81,18,25,3,24,39,17,30,7,10,7,3,10,1,48,3,5,13,12,3,39,15,8,9,2,0,0,4,2,2,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,7,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
24 - Τρικάλων,60 E.T. Δήμου Μετεώρων,346,159,6,0,6,153,56,18,12,4,18,23,13,31,12,10,8,7,8,3,28,3,11,3,8,0,14,7,4,4,2,0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,8,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,3,2,3,1,1,0,1,1
24 - Τρικάλων,61 E.T. Δήμου Μετεώρων,349,160,3,1,4,156,75,19,10,5,45,38,6,35,17,10,10,2,12,2,27,6,9,2,3,2,15,10,5,4,3,1,0,4,6,1,1,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24 - Τρικάλων,62 E.T. Δήμου Μετεώρων,341,161,4,0,4,157,57,16,13,5,22,32,5,39,5,17,14,1,12,7,28,7,1,3,8,0,15,13,1,4,1,3,0,2,5,0,0,0,2,0,0,6,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,63 E.T. Δήμου Μετεώρων,146,100,2,0,2,98,25,7,14,0,7,5,5,20,3,6,2,3,9,7,33,0,5,4,22,1,22,1,1,0,0,1,0,0,3,0,0,1,1,1,0,10,0,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,64 E.T. Δήμου Μετεώρων,231,144,4,0,4,140,41,16,19,6,10,14,5,40,5,8,13,2,15,10,18,3,3,3,3,1,14,27,20,17,2,1,1,3,3,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
24 - Τρικάλων,65 E.T. Δήμου Μετεώρων,131,86,1,0,1,85,56,15,19,1,12,16,27,15,5,6,9,3,6,1,4,1,2,1,1,0,1,4,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24 - Τρικάλων,66 E.T. Δήμου Μετεώρων,355,148,3,1,4,144,44,9,20,2,19,16,7,49,20,14,25,3,19,2,21,3,5,0,8,0,17,11,4,8,0,0,1,2,2,1,1,1,0,1,0,5,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4,3
24 - Τρικάλων,67 E.T. Δήμου Μετεώρων,608,263,6,2,8,255,86,16,22,7,23,42,33,67,18,17,31,11,13,2,32,5,10,11,1,5,10,27,9,14,1,1,13,1,15,9,2,4,1,0,3,3,2,0,0,2,0,0,1,1,1,0,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,0,1,0,0,0,4,3,1,1,0,0,5,4
24 - Τρικάλων,68 E.T. Δήμου Μετεώρων,263,112,0,0,0,112,58,11,20,1,25,37,10,17,3,1,4,2,12,1,21,1,6,6,1,0,19,3,2,2,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
