ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΑΤΣΙΟΣ ΙΩΑΝΝΗΣ του Νικολάου,ΚΟΓΙΟΥ ΛΑΜΠΡΙΝΗ του Δημητρίου,ΣΤΑΥΡΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΡΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΓΙΑΛΑΣ ΧΡΗΣΤΟΣ του Αθανασίου,ΤΖΟΥΒΑΡΑ ΦΩΤΕΙΝΗ του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΚΑΛΟΓΙΑΝΝΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΣΤΟΥΠΑΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΤΣΙΑΝΑ ΑΙΚΑΤΕΡΙΝΗ του Αργυρίου,Κ.Κ.Ε.,ΓΑΛΑΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ευθυμίου,ΚΛΕΙΣΙΑΡΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΚΟΛΙΤΣΑ ΤΣΑΚΜΑΚΑ ΕΛΕΥΘΕΡΙΑ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΒΔΕΛΑΣ ΑΠΟΣΤΟΛΟΣ του Κωνσταντίνου,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,ΑΞΙΩΤΗ ΕΛΙΣΣΑΒΕΤ του Αχιλλέως,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΒΕΛΛΑ ΣΤΥΛΙΑΝΗ του Θεοδώρου,ΑΧΤΑΡΙΔΗΣ ΘΩΜΑΣ του Γεωργίου,ΚΩΣΤΟΥΛΑΣ ΣΤΕΡΓΙΟΣ του Δημητρίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΟΝΤΑΡΓΥΡΗ ΑΡΓΥΡΩ του Αποστόλου,Κ.Κ.Ε. (μ-λ),ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Χαραλάμπους,Ο.Κ.Δ.Ε.,ΚΑΛΑΜΠΑΚΑΣ ΑΡΓΥΡΙΟΣ του Πέτρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΣΙΛΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Δημητρίου,Κίνημα 21,ΕΥΘΥΜΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Χαραλάμπου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΡΑΜΗΤΡΟΣ ΑΧΙΛΛΕΥΣ του Νικολάου,ΝΙΚΗ,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Αθανασίου,κοινωνία αξιών,ΚΑΡΕΤΣΟΣ ΕΥΘΥΜΙΟΣ (ΜΑΚΗΣ) του Στέργιου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΠΟΥΝΤΟΥΡΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΠΟΣΤΟΛΟΥ ΙΑΣΩΝ του Δημητρίου,Ελλήνων Συνέλευσις,ΚΡΑΓΙΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,Ένωση Κεντρώων,ΒΛΑΧΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΡΑΠΑΝΑΓΙΩΤΟΥ ΑΝΑΣΤΑΣΙΑ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΝΙΑΝΙΟΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΛΑΧΑΝΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Μιχαήλ,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΠΑΠΑΓΕΡΟΥΔΗΣ ΑΓΓΕΛΟΣ του Νικολάου,Οικολόγοι Πράσινοι,ΣΟΥΚΟΥ ΚΑΛΛΙΟΠΗ του Σωκράτη,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΠΑΓΕΡΙΔΟΥ ΜΑΡΙΑ ΗΣΑΙΑ του Αθανασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΟΥΛΗ ΑΓΓΕΛΙΚΗ του Αναστασίου
17 - Γρεβενών,98 E.T. Δήμου Γρεβενών,424,181,1,0,1,180,68,50,4,10,25,3,9,10,48,1,45,0,5,1,1,0,2,1,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,1,0,0,0,0,11,2
17 - Γρεβενών,99 E.T. Δήμου Γρεβενών,394,167,1,0,1,166,65,19,11,35,29,8,7,11,23,0,19,2,18,3,4,6,6,5,1,0,6,5,0,1,0,0,1,1,0,0,0,0,1,1,3,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,6,5
17 - Γρεβενών,100 E.T. Δήμου Δεσκάτης,479,258,3,3,6,252,87,13,57,15,65,6,43,10,44,37,7,0,20,18,0,2,11,3,2,5,3,3,0,0,5,4,1,1,0,0,0,0,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,2,1,0,3,2
17 - Γρεβενών,101 E.T. Δήμου Δεσκάτης,494,230,5,2,7,223,85,9,57,16,77,14,54,2,22,20,1,0,15,12,0,1,5,3,0,0,1,0,0,0,3,3,1,0,0,0,3,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,1,1,1,0,0,0,2,1
17 - Γρεβενών,102 E.T. Δήμου Δεσκάτης,503,281,5,1,6,275,119,8,87,19,55,11,34,6,49,39,6,0,27,20,0,5,8,3,2,2,0,0,0,0,5,5,0,0,0,0,0,0,1,0,0,0,6,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0
17 - Γρεβενών,103 E.T. Δήμου Δεσκάτης,520,295,4,2,6,289,95,10,53,29,85,18,59,4,51,36,9,3,20,15,0,3,8,1,0,4,8,1,3,0,2,2,1,0,0,0,1,0,0,0,0,0,7,4,0,0,0,0,1,1,2,2,0,0,1,1,2,0,0,0,1,0,0,0,1,1,1,0,2,2
17 - Γρεβενών,104 E.T. Δήμου Δεσκάτης,504,285,1,3,4,281,114,20,67,15,70,19,40,6,42,29,8,2,26,21,1,3,8,5,0,2,8,2,2,0,3,3,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,1,1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1
17 - Γρεβενών,105 E.T. Δήμου Δεσκάτης,497,296,9,1,10,286,119,9,86,21,67,6,52,4,41,33,5,0,38,34,1,0,2,0,0,2,0,0,0,0,5,5,0,0,0,0,1,1,2,2,1,1,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
17 - Γρεβενών,106 E.T. Δήμου Δεσκάτης,493,286,4,2,6,280,93,11,63,16,76,14,50,7,44,35,4,1,37,31,0,2,5,3,0,1,4,3,1,0,5,3,0,0,0,0,2,0,0,0,2,1,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,3,2
17 - Γρεβενών,107 E.T. Δήμου Δεσκάτης,504,279,3,1,4,275,106,12,66,23,70,11,51,4,38,27,6,2,21,17,0,2,7,2,1,3,9,4,0,1,2,2,0,0,1,1,2,1,1,1,2,1,6,5,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,4,0,0,0,0,1,0,2,1
17 - Γρεβενών,108 E.T. Δήμου Δεσκάτης,433,257,2,1,3,254,99,6,72,20,55,15,40,0,38,32,4,0,15,9,2,0,17,10,3,0,1,1,0,0,9,8,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,3,3,0,0,1,0,2,0,0,0,2,1,0,0,2,1,0,0,6,6
17 - Γρεβενών,109 E.T. Δήμου Δεσκάτης,150,80,0,0,0,80,26,7,14,3,26,0,24,2,12,8,0,0,7,4,1,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17 - Γρεβενών,110 E.T. Δήμου Δεσκάτης,250,168,2,0,2,166,54,10,25,17,66,5,50,5,22,15,2,2,3,2,0,0,8,6,0,0,1,1,0,0,2,1,1,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3
17 - Γρεβενών,111 E.T. Δήμου Δεσκάτης,533,237,2,0,2,235,106,68,26,12,53,10,37,5,34,8,25,0,10,7,1,1,17,12,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,0,0,0,0,0,0,2,2,1,1,2,2,0,0,0,0,1,1,1,1,0,0,0,0
17 - Γρεβενών,112 E.T. Δήμου Δεσκάτης,104,57,3,0,3,54,26,7,13,3,13,2,10,0,4,4,0,0,3,3,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1
17 - Γρεβενών,113 E.T. Δήμου Δεσκάτης,197,113,4,0,4,109,40,3,34,2,34,5,25,3,13,13,0,0,5,2,1,0,7,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
17 - Γρεβενών,114 E.T. Δήμου Δεσκάτης,384,219,5,1,6,213,110,49,21,33,51,22,20,8,20,9,7,2,4,2,1,1,8,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,1,0,0,0,0,5,5,5,2
17 - Γρεβενών,115 E.T. Δήμου Δεσκάτης,358,208,2,0,2,206,108,63,8,28,33,17,11,3,30,9,16,2,11,4,3,2,6,3,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,5,4,4,3
17 - Γρεβενών,116 E.T. Δήμου Δεσκάτης,580,292,7,2,9,283,100,36,39,21,81,26,42,8,46,6,34,1,20,11,1,5,11,7,1,0,2,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,4,3,0,0,0,0,0,0,1,1,3,3,5,2,1,1,0,0,0,0,0,0,1,1,1,1,3,2
17 - Γρεβενών,117 E.T. Δήμου Δεσκάτης,256,139,1,0,1,138,50,20,18,9,37,15,16,4,18,5,11,1,17,10,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
17 - Γρεβενών,118 E.T. Δήμου Δεσκάτης,330,199,1,0,1,198,78,21,16,33,69,57,11,0,14,5,2,1,17,5,0,7,3,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,6,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0
17 - Γρεβενών,119 E.T. Δήμου Δεσκάτης,162,71,1,0,1,70,17,3,1,9,19,8,5,4,8,1,4,2,14,9,5,0,3,1,0,2,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2
17 - Γρεβενών,120 E.T. Δήμου Δεσκάτης,190,102,0,1,1,101,20,10,5,5,43,26,6,9,3,0,1,0,27,13,2,10,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17 - Γρεβενών,Ετερ. Γρεβενών (από 7ο Ε.Τ. Νομ. Θεσσαλονικης),417,283,7,1,8,275,122,57,33,22,58,13,9,24,31,4,16,7,24,4,2,8,6,4,1,1,4,3,0,0,0,0,1,1,1,1,1,0,2,1,4,1,7,4,0,0,0,0,0,0,1,1,0,0,0,0,4,4,1,0,1,1,0,0,0,0,0,0,7,3
17 - Γρεβενών,Ετερ. Γρεβενών (από Εφετείο Θεσσαλονίκης),40,21,0,0,0,21,6,4,1,0,4,2,0,2,3,1,2,0,4,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17 - Γρεβενών,Ε.Τ. ΚΑΤΑΣΤΗΜΑΤΟΣ ΚΡΑΤΗΣΗΣ ΦΕΛΛΙΟΥ,312,276,16,4,20,256,99,16,1,53,124,36,13,24,11,0,1,3,5,0,0,4,4,1,2,0,3,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1
17 - Γρεβενών,Ετερ. Γρεβενών (από 1ο Ε.Τ. Νομ. Λάρισας),237,166,4,0,4,162,64,50,6,8,41,12,15,11,29,1,22,4,15,2,1,4,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
17 - Γρεβενών,Ετερ. Γρεβενών (από Εφετείο Λάρισσας),44,21,0,0,0,21,17,17,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17 - Γρεβενών,Ετερ. Γρεβενών (από 36ο Ε.Τ. Νομ. Αττικης-Αθηνών),402,268,2,0,2,266,119,41,29,41,63,16,16,23,18,6,4,1,22,10,1,3,5,4,0,1,4,2,0,0,1,1,1,1,0,0,1,0,2,1,4,0,7,4,0,0,0,0,0,0,1,1,0,0,1,1,3,1,1,0,3,1,0,0,0,0,0,0,10,8
Σύνολο,,40192,22105,317,99,416,21689,9610,3976,1576,3623,4738,1475,1344,1503,2813,501,1807,206,1493,362,307,519,632,255,80,112,329,140,32,23,176,147,31,13,7,4,95,67,114,64,173,101,542,352,7,3,34,17,7,4,33,27,41,22,33,22,118,72,33,19,77,51,34,15,88,42,71,43,360,198
