ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΟΓΙΑΚΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΝΤΟΥΜΑ ΕΡΙΚΑ του Βασιλείου,ΠΑΠΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Λαμπρινού,ΣΥΡΙΖΑ,ΓΟΓΟΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΚΑΤΣΗΣ ΜΑΡΙΟΣ του Σπυρίδωνα,ΣΤΕΡΓΙΟΥ ΑΝΝΑ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΑΤΣΙΟΣ ΧΡΗΣΤΟΣ του Μιχαήλ,ΜΕΜΜΟΥ ΑΓΓΕΛΙΚΗ του Θεολόγου,ΤΑΤΣΗ ΜΑΓΔΑΛΗΝΗ (ΜΑΓΔΑ) του Αναστασίου,Κ.Κ.Ε.,ΓΕΩΡΓΙΟΥ ΧΡΥΣΗΙΔΑ του Κωνσταντίνου,ΔΗΜΑ ΑΙΚΑΤΕΡΙΝΗ του Θεοδώρου,ΠΑΠΑΓΙΑΝΝΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΒΑΝΙΤΗ ΔΗΜΗΤΡΑ του Αδάμ - Χρήστου,ΜΠΙΛΛΑΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΠΑΝΑΓΙΩΤΟΥ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΠΑΠΑΖΟΓΛΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΠΑΠΠΑΣ ΝΙΚΟΛΑΟΣ του Λαζάρου,ΤΣΑΚΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΠΕΤΡΙΤΗ ΚΥΡΙΑΚΗ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΑΝΑΣΤΑΣΙΟΥ ΧΡΙΣΤΙΝΑ του Θωμά,ΜΟΥΣΕΛΙΜΗΣ ΛΑΜΠΡΟΣ του Παναγιώτη,ΝΕΙΛΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΑΝΔΡΙΩΤΗΣ ΚΥΡΙΑΚΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΡΤΗ ΙΟΥΛΙΑ του Επαμεινώνδα,ΛΙΑΜΠΟΤΗΣ ΣΩΤΗΡΙΟΣ του Ευαγγέλου,ΣΟΥΡΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Κίνημα 21,ΡΕΣΒΑΝΗΣ ΗΛΙΑΣ του Νικολάου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΠΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΝΙΚΗ,ΠΑΠΑΒΑΣΙΛΕΙΟΥ ΑΡΕΤΗ του Βασιλείου,κοινωνία αξιών,ΡΕΓΚΟΣ ΚΥΡΙΑΚΟΣ του Αντωνίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΣΙΔΗΡΟΠΟΥΛΟΣ ΙΑΚΩΒΟΣ του Ιωάννη,Ο.Α.Κ.Κ.Ε.,ΠΑΠΑΓΕΩΡΓΙΟΥ ΦΩΤΙΟΣ του Θεολόγου,Μ-Λ Κ.Κ.Ε.,ΧΟΒΟΛΟΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΔΗΜΗΤΡΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,ΤΣΙΡΩΝΗΣ ΣΥΜΕΩΝ του Ιωάννη,Ένωση Κεντρώων,ΜΠΕΡΑΤΗΣ ΠΕΤΡΟΣ - ΕΥΣΤΑΘΙΟΣ του Ανδρέα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΥΡΚΟΥΛΗ ΚΕΛΛΥ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΔΗΜΗΤΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΥΛΙΔΟΥ-ΘΩΜΑ ΑΛΕΞΑΝΔΡΑ (ΒΑΒΩ) του Βασιλείου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΣΓΟΥΡΙΔΗΣ ΧΡΗΣΤΟΣ του Σεραφείμ,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΑΣΙΛΕΙΟΥ ΘΩΜΑΣ του Χρήστου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΓΙΑΝΝΑΚΟΠΟΥΛΟΣ ΜΙΧΑΗΛ ΙΩΑΝΝΗΣ ΘΕΟΧΑΡΗΣ του Νικολάου
20 - Θεσπρωτίας,1 E.T. Δήμου Ηγουμενίτσας,272,169,0,1,1,168,59,49,1,1,52,28,18,3,18,5,3,10,6,0,4,0,2,2,0,0,2,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,1,2,1,3,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,10,5,0,0,1,0,1,1,3,1
20 - Θεσπρωτίας,2 E.T. Δήμου Ηγουμενίτσας,341,241,3,1,4,237,91,74,4,7,66,33,21,2,37,17,1,18,7,1,2,1,2,1,1,0,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,13,10,0,0,0,0,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,2,2,0,0,7,3
20 - Θεσπρωτίας,3 E.T. Δήμου Ηγουμενίτσας,563,254,11,0,11,243,68,54,1,7,88,1,85,1,34,13,1,15,16,0,6,4,5,1,0,1,2,0,2,0,1,1,2,0,0,1,0,0,4,0,3,1,5,4,1,1,7,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,3
20 - Θεσπρωτίας,4 E.T. Δήμου Ηγουμενίτσας,395,242,10,3,13,229,96,72,9,3,66,10,44,2,32,7,3,22,10,1,5,2,4,1,0,0,4,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,2
20 - Θεσπρωτίας,5 E.T. Δήμου Ηγουμενίτσας,387,238,4,3,7,231,98,85,5,5,59,7,34,10,33,2,1,27,4,0,1,1,6,4,0,1,14,4,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2
20 - Θεσπρωτίας,6 E.T. Δήμου Ηγουμενίτσας,393,235,2,1,3,232,90,75,8,3,66,11,42,3,43,4,3,32,6,1,1,3,3,1,0,1,4,3,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,2,2,7,7,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,3
20 - Θεσπρωτίας,7 E.T. Δήμου Ηγουμενίτσας,534,378,7,3,10,368,144,102,9,19,88,12,56,3,56,11,9,32,12,2,3,3,9,1,0,2,6,4,0,1,1,1,2,0,0,2,0,0,1,0,1,0,4,3,10,6,12,10,1,0,1,0,0,0,3,2,1,1,0,2,0,0,0,7,5,0,0,1,1,0,0,7,7
20 - Θεσπρωτίας,8 E.T. Δήμου Ηγουμενίτσας,532,287,23,2,25,262,113,98,8,2,67,8,39,8,24,3,0,19,14,1,7,4,7,1,1,2,9,5,1,0,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,2,0,0,0,0,1,1,6,2
20 - Θεσπρωτίας,9 E.T. Δήμου Ηγουμενίτσας,532,321,13,1,14,307,152,129,9,5,71,7,50,4,29,6,3,18,11,0,2,2,3,0,0,1,4,2,0,1,1,1,2,0,1,1,0,0,6,1,2,2,3,1,6,4,9,5,0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,2,1,0,0,0,0,0,0,3,2
20 - Θεσπρωτίας,10 E.T. Δήμου Ηγουμενίτσας,538,296,2,0,2,294,111,89,3,7,72,5,48,5,41,14,0,23,15,1,6,3,5,1,0,1,11,7,1,0,0,0,0,0,0,0,0,0,2,0,1,1,5,3,5,3,6,3,0,0,0,0,1,1,0,0,1,1,0,2,1,0,0,4,0,1,0,0,0,1,0,11,3
20 - Θεσπρωτίας,11 E.T. Δήμου Ηγουμενίτσας,535,274,10,5,15,259,110,81,10,10,64,4,43,8,42,7,5,28,7,0,4,2,4,1,0,3,8,2,0,1,1,0,0,0,0,0,2,1,3,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,5,4,0,0,2,2,1,0,3,0
20 - Θεσπρωτίας,12 E.T. Δήμου Ηγουμενίτσας,542,301,2,1,3,298,137,113,8,7,70,12,46,5,32,7,4,15,17,3,6,1,8,3,1,3,9,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,2,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,5,5,0,0,1,1,4,3,4,2
20 - Θεσπρωτίας,13 E.T. Δήμου Ηγουμενίτσας,539,295,7,1,8,287,135,93,7,15,53,9,31,4,34,2,2,29,23,3,9,4,5,3,0,1,6,2,0,1,0,0,1,0,0,1,2,2,4,1,1,0,1,1,2,0,4,4,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,4,2,1,0,0,0,0,0,7,2
20 - Θεσπρωτίας,14 E.T. Δήμου Ηγουμενίτσας,539,325,5,0,5,320,118,87,7,9,71,13,49,2,63,12,1,41,12,1,4,3,12,4,2,1,8,3,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,1,3,2,9,4,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,6,5,0,0,0,0,1,1,8,4
20 - Θεσπρωτίας,15 E.T. Δήμου Ηγουμενίτσας,546,264,3,0,3,261,99,77,6,6,58,7,39,3,36,6,6,23,20,2,5,10,8,2,1,0,7,0,1,2,2,1,1,0,0,0,1,1,5,0,4,0,2,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,8,4
20 - Θεσπρωτίας,16 E.T. Δήμου Ηγουμενίτσας,537,333,15,1,16,317,153,126,14,7,84,21,46,7,26,5,4,15,12,1,5,4,9,3,2,1,7,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,5,0,0,1,1,0,0,7,6
20 - Θεσπρωτίας,17 E.T. Δήμου Ηγουμενίτσας,532,287,3,1,4,283,122,106,7,2,62,13,39,2,40,8,5,27,7,2,3,1,5,0,1,1,11,6,0,2,2,1,2,0,0,2,0,0,0,0,0,0,1,0,5,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,1,1,1,8,2
20 - Θεσπρωτίας,18 E.T. Δήμου Ηγουμενίτσας,541,297,8,0,8,289,111,83,11,5,75,2,61,4,39,7,3,22,10,1,3,5,6,1,1,2,6,3,2,0,2,1,1,0,1,0,0,0,3,3,0,0,0,0,2,1,9,6,0,0,1,1,2,2,0,0,0,0,0,2,1,1,0,5,5,0,0,3,3,1,1,10,4
20 - Θεσπρωτίας,19 E.T. Δήμου Ηγουμενίτσας,534,311,5,0,5,306,143,113,10,11,58,4,36,4,41,8,1,25,25,5,10,2,5,0,0,3,6,4,0,0,0,0,1,0,0,1,0,0,4,1,2,0,4,2,1,0,5,5,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,1,1,2,0,4,2
20 - Θεσπρωτίας,20 E.T. Δήμου Ηγουμενίτσας,535,290,23,0,23,267,105,89,4,3,59,5,39,3,37,10,3,20,7,0,6,0,4,0,1,0,6,4,1,1,2,2,3,0,1,1,0,0,5,0,0,3,5,1,8,2,4,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,5,4,0,0,2,0,1,0,10,1
20 - Θεσπρωτίας,21 E.T. Δήμου Ηγουμενίτσας,534,291,5,2,7,284,103,82,5,9,81,9,56,4,40,7,6,23,17,1,6,5,2,0,0,1,10,6,1,1,0,0,1,0,0,0,0,0,5,2,2,1,3,1,6,0,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,5,2
20 - Θεσπρωτίας,22 E.T. Δήμου Ηγουμενίτσας,535,280,11,1,12,268,106,68,6,24,66,7,39,4,45,7,5,29,13,1,6,0,4,1,1,1,5,2,0,0,2,2,2,0,1,1,0,0,2,0,2,0,0,0,3,1,7,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,4,1,1,2,1,0,0,3,0
20 - Θεσπρωτίας,23 E.T. Δήμου Ηγουμενίτσας,561,332,6,1,7,325,132,110,8,6,83,8,62,6,44,11,3,26,20,1,12,4,1,1,0,0,13,3,1,0,2,1,2,0,1,1,1,0,4,1,2,0,2,0,9,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,2,1,1,1,2,1
20 - Θεσπρωτίας,24 E.T. Δήμου Ηγουμενίτσας,517,273,1,4,5,268,87,71,10,1,79,7,68,1,35,14,8,11,38,0,29,5,9,3,2,1,4,2,0,1,1,1,1,0,0,0,0,0,2,1,1,0,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0,0,0,2,0
20 - Θεσπρωτίας,25 E.T. Δήμου Ηγουμενίτσας,500,278,5,0,5,273,129,100,21,4,58,3,41,2,27,5,8,12,14,0,12,0,7,4,0,1,6,1,1,2,3,2,2,0,0,2,0,0,3,0,1,1,5,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,3,10,5
20 - Θεσπρωτίας,26 E.T. Δήμου Ηγουμενίτσας,262,151,1,1,2,149,41,29,9,0,34,8,20,3,49,11,3,32,4,1,3,0,1,0,0,0,6,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,3,1,0,0,2,0
20 - Θεσπρωτίας,27 E.T. Δήμου Ηγουμενίτσας,534,431,7,2,9,422,198,146,10,26,114,24,72,4,34,14,2,14,27,4,5,7,7,0,3,0,9,5,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,11,8,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,7,7,0,0,0,0,0,0,7,5
20 - Θεσπρωτίας,28 E.T. Δήμου Ηγουμενίτσας,682,397,13,3,16,381,162,138,9,8,111,16,79,9,40,8,9,22,14,2,4,2,6,2,2,0,6,4,0,0,1,1,4,1,0,3,0,0,6,0,5,1,4,4,1,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,8,0,0,0,0,3,2,7,4
20 - Θεσπρωτίας,29 E.T. Δήμου Ηγουμενίτσας,449,229,5,1,6,223,83,75,4,1,61,12,36,3,27,5,3,16,7,1,1,0,8,5,0,0,1,0,0,1,0,0,4,0,0,4,4,4,6,1,1,2,0,0,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,2,0,0,0,10,6
20 - Θεσπρωτίας,30 E.T. Δήμου Ηγουμενίτσας,452,203,10,1,11,192,60,53,1,5,45,11,30,2,34,16,6,10,13,3,5,2,7,1,4,1,7,4,0,0,0,0,2,0,0,2,0,0,5,5,0,0,1,1,1,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,0,7,3
20 - Θεσπρωτίας,31 E.T. Δήμου Ηγουμενίτσας,455,190,11,1,12,178,71,56,2,6,26,5,12,3,33,9,3,16,7,1,4,0,7,0,0,2,8,7,0,0,0,0,2,0,0,2,3,3,2,0,2,0,0,0,4,3,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,5,2
20 - Θεσπρωτίας,32 E.T. Δήμου Ηγουμενίτσας,449,229,6,1,7,222,78,70,5,0,56,10,31,1,31,5,1,21,6,0,4,2,4,0,0,4,12,10,0,0,1,0,0,0,0,0,0,0,13,6,2,2,0,0,2,1,3,3,0,0,0,0,0,0,0,0,3,2,1,1,1,1,0,4,4,0,0,1,1,0,0,6,0
20 - Θεσπρωτίας,33 E.T. Δήμου Ηγουμενίτσας,433,228,6,1,7,221,61,52,2,2,54,13,32,2,30,7,4,16,17,0,5,9,9,3,1,3,6,5,1,0,0,0,0,0,0,0,2,2,14,6,4,0,2,1,1,1,7,7,0,0,0,0,0,0,4,3,0,0,0,1,0,1,1,4,3,0,0,0,0,2,2,6,4
20 - Θεσπρωτίας,34 E.T. Δήμου Ηγουμενίτσας,587,223,18,0,18,205,69,55,2,6,44,11,18,3,52,1,2,44,12,2,7,1,7,1,0,3,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,1,1
20 - Θεσπρωτίας,35 E.T. Δήμου Ηγουμενίτσας,398,174,2,0,2,172,67,41,4,16,42,5,25,2,45,2,2,37,3,0,1,1,3,1,0,1,3,2,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
20 - Θεσπρωτίας,36 E.T. Δήμου Ηγουμενίτσας,412,199,7,0,7,192,64,52,2,3,33,8,19,3,62,4,1,56,11,0,9,0,2,2,0,0,2,1,0,0,5,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,1,1,2,1
20 - Θεσπρωτίας,37 E.T. Δήμου Ηγουμενίτσας,439,234,5,2,7,227,105,83,7,2,46,9,30,1,47,34,1,10,4,1,1,1,3,0,3,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,4,0,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1
20 - Θεσπρωτίας,38 E.T. Δήμου Ηγουμενίτσας,433,200,4,3,7,193,70,44,10,4,46,2,30,2,43,20,0,20,10,1,2,1,9,4,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4,1,0,0,2,1,0,0,1,0
20 - Θεσπρωτίας,39 E.T. Δήμου Ηγουμενίτσας,407,160,2,2,4,156,66,52,1,8,17,1,13,1,51,10,3,37,7,1,2,2,5,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1
20 - Θεσπρωτίας,40 E.T. Δήμου Ηγουμενίτσας,423,196,5,0,5,191,107,85,8,13,21,2,17,1,42,1,7,34,1,0,1,0,6,4,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
20 - Θεσπρωτίας,41 E.T. Δήμου Ηγουμενίτσας,383,159,2,0,2,157,77,59,1,12,20,0,17,1,41,2,7,32,5,1,2,1,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
20 - Θεσπρωτίας,42 E.T. Δήμου Ηγουμενίτσας,379,163,1,1,2,161,74,39,4,19,32,5,20,1,33,6,5,17,9,1,5,0,2,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,1
20 - Θεσπρωτίας,43 E.T. Δήμου Ηγουμενίτσας,177,67,0,0,0,67,25,23,2,0,24,3,5,14,13,2,1,10,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 - Θεσπρωτίας,44 E.T. Δήμου Ηγουμενίτσας,333,163,1,2,3,160,53,41,6,4,52,2,20,24,33,1,0,29,9,1,3,5,2,0,1,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1
20 - Θεσπρωτίας,45 E.T. Δήμου Ηγουμενίτσας,118,53,0,0,0,53,21,14,2,2,12,4,7,0,11,3,0,8,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
20 - Θεσπρωτίας,46 E.T. Δήμου Ηγουμενίτσας,38,18,0,0,0,18,3,2,0,0,5,0,3,2,4,1,1,2,4,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 - Θεσπρωτίας,47 E.T. Δήμου Ηγουμενίτσας,494,178,7,1,8,170,74,49,14,4,39,3,29,3,22,7,8,3,16,1,9,4,3,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,0,0,0,2,1
20 - Θεσπρωτίας,48 E.T. Δήμου Ηγουμενίτσας,405,182,3,2,5,177,79,54,12,10,40,7,22,6,24,4,5,11,6,0,3,2,4,1,0,0,2,2,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2,2,5,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,2,0,1,0,0,0,3,2
20 - Θεσπρωτίας,49 E.T. Δήμου Ηγουμενίτσας,399,211,3,1,4,207,71,48,11,4,59,6,38,2,35,11,6,15,7,0,4,1,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,4,3,1,1,4,2,0,0,1,1,0,0,4,4,0,1,1,0,0,2,2,0,0,0,0,0,0,8,3
20 - Θεσπρωτίας,50 E.T. Δήμου Ηγουμενίτσας,407,232,4,1,5,227,86,57,12,13,45,5,32,2,60,11,4,36,9,1,5,1,6,1,0,1,2,1,0,0,3,1,0,0,0,0,0,0,2,0,0,1,1,1,1,0,2,2,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3,3,0,0,0,0,0,0,2,0
20 - Θεσπρωτίας,51 E.T. Δήμου Ηγουμενίτσας,340,182,2,1,3,179,84,67,7,3,27,5,18,1,18,7,0,8,6,1,1,0,5,2,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,4,1,0,10,7,2,2,9,4
20 - Θεσπρωτίας,52 E.T. Δήμου Ηγουμενίτσας,516,211,4,1,5,206,89,54,7,16,50,18,19,6,28,5,5,16,7,1,1,1,3,2,1,0,5,2,0,0,1,1,3,3,0,0,0,0,6,2,1,3,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,1,0,0,0,3,2
20 - Θεσπρωτίας,53 E.T. Δήμου Ηγουμενίτσας,516,248,6,1,7,241,65,45,5,12,67,17,36,7,49,12,2,34,23,5,8,4,12,6,3,0,4,3,0,0,1,1,1,1,0,0,1,1,2,1,1,0,0,0,1,1,2,2,2,2,0,0,1,1,1,0,0,0,0,0,0,1,1,3,2,0,0,3,3,0,0,2,0
20 - Θεσπρωτίας,54 E.T. Δήμου Ηγουμενίτσας,515,223,0,0,0,223,119,87,13,15,34,4,15,3,41,9,6,24,7,1,3,0,4,1,0,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,3,1
20 - Θεσπρωτίας,55 E.T. Δήμου Ηγουμενίτσας,511,241,1,2,3,238,93,76,4,6,45,18,17,6,51,8,15,24,15,3,1,3,3,2,0,1,5,0,4,0,5,3,2,2,0,0,0,0,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,9,7
20 - Θεσπρωτίας,56 E.T. Δήμου Ηγουμενίτσας,483,211,3,3,6,205,118,86,5,15,33,7,17,3,21,9,1,5,3,0,1,1,5,1,0,2,3,1,0,0,1,0,4,4,0,0,0,0,0,0,0,0,2,0,1,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1,1,1,1,4,1
20 - Θεσπρωτίας,57 E.T. Δήμου Ηγουμενίτσας,394,178,1,1,2,176,94,58,10,20,17,6,8,1,22,16,0,0,3,1,2,0,16,12,1,0,4,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,1,1,1,0,6,4
20 - Θεσπρωτίας,58 E.T. Δήμου Ηγουμενίτσας,357,193,4,1,5,188,81,61,5,10,48,16,26,1,25,9,4,9,5,0,1,0,12,6,0,5,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,5,1
20 - Θεσπρωτίας,59 E.T. Δήμου Ηγουμενίτσας,392,215,5,2,7,208,87,66,7,8,47,13,20,2,29,6,4,17,12,2,3,2,6,2,0,1,8,3,1,1,2,0,1,0,0,1,1,0,1,1,0,0,3,2,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,4,1
20 - Θεσπρωτίας,60 E.T. Δήμου Ηγουμενίτσας,390,187,7,1,8,179,69,61,0,3,36,3,23,4,49,8,6,27,6,2,0,0,1,0,0,1,2,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,2,0,2,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,3,3
20 - Θεσπρωτίας,61 E.T. Δήμου Ηγουμενίτσας,415,202,15,0,15,187,91,75,2,8,40,2,33,0,22,6,3,10,7,2,1,2,4,3,0,0,5,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3,3,2,2,2,1
